text,correct,sequence,native
"I` m sorry, I`ve to stop now.","I`m sorry, I have to stop now. Usually you only make ""I have"" into ""I've"" when ""have"" is a helping verb. So, you might say ""I've seen the movie"" or ""I've eaten twice already"". But, in your sentence, ""have"" is the main verb, so in that case people usually write the whole word out.","('INTJ', 'PUNCT', 'PRON')",Spanish
"Well, I am used to live here soon, I will be feeling free.","Well, I will be used to living here soon, and then I will be free.","('INTJ', 'PUNCT', 'PRON')",Spanish
"Well, I am used to live here soon, I will be feeling free.","Well, I will be used to living here soon, and then I will be free.","('INTJ', 'PUNCT', 'PRON')",Spanish
We watched Harry Potter and presents of death(?) movie (ooh i'm sorry I don't know the real translation and translated in the most simple way)),"We watched Harry Potter and presents of death(?) (ooh i'm sorry I don't know the real translation and translated in the most simple way)) (Haha, that's ok - it's ""Harry Potter and the Deathly Hallows"")","('INTJ', 'PUNCT', 'PRON')",Spanish
"No, it's only in theory, in reality, many days, I don't learn at all.","No, it's only in theory n reality, many days, I don't learn at all.","('INTJ', 'PUNCT', 'PRON')",Spanish
"hello, i'm new comer to lang-8,i wan't to learn english better.","Hello, I'm a new comer to lang-8. I want to learn English better.","('INTJ', 'PUNCT', 'PRON')",Spanish
"Ok, I am crazy now LOL","Ok, I am crazy now, LOL.","('INTJ', 'PUNCT', 'PRON')",Spanish
"wowo, i feel a little pity LOL","wow, i feel a little pitiful LOL.","('INTJ', 'PUNCT', 'PRON')",Spanish
"To be sure,he is most famous and talented player,but now he is not in usual condition.","Sure, he is the most famous and talented player on the team, but he hasn't been playing like his usual self.","('INTJ', 'PUNCT', 'PRON')",Spanish
"To be sure,he is most famous and talented player,but now he is not in usual condition.","Sure, he is the most famous and talented player on the team, but he hasn't been playing like his usual self.","('INTJ', 'PUNCT', 'PRON')",Spanish
New interface is attructing a heap of the world.,"New interface is attructing a heap of the world. (Sorry, I don't understand >_<;; )","('INTJ', 'PUNCT', 'PRON')",Spanish
to listen to bass!,(Please / You have to) listen to the bass!,"('INTJ', 'PUNCT', 'PRON')",Spanish
But I heard that the provision was broken in 6 hours after DQ was reliesed and were handed them on net.,"But I heard that the provision was broken in 6 hours after DQ was released and were handed them on net. (Sorry, I'm a little confused about 'were handed them on net')","('INTJ', 'PUNCT', 'PRON')",Spanish
I feel as if I was talking to the DJ.,It feels as if (or like) I am talking to the DJ.,"('INTJ', 'PUNCT', 'PRON')",Spanish
oh~it`s very cold today !,Oh! It's very cold today!,"('INTJ', 'PUNCT', 'PRON')",Spanish
"well, I'm really excited to go to Kyoto!","Well, I'm really excited to go to Kyoto!","('INTJ', 'PUNCT', 'PRON')",Spanish
I rent something by the hour paying $100.,"I rent something by the hour paying $100. [No, this is confusing, because we are not sure if $100 was the hourly rate, or the total cost. It's ambiguous.]","('INTJ', 'PUNCT', 'PRON')",Spanish
I rent something by the hour paying $100.,"I rent something by the hour paying $100. [No, this is confusing, because we are not sure if $100 was the hourly rate, or the total cost. It's ambiguous.]","('INTJ', 'PUNCT', 'PRON')",Spanish
I rent something by the hour paying $100.,"I rent something by the hour paying $100. [No, this is confusing, because we are not sure if $100 was the hourly rate, or the total cost. It's ambiguous.]","('INTJ', 'PUNCT', 'PRON')",Spanish
That was my first experience.,"That was the first time I had a MRI checkup (Do you mean ""MRI scan""? Sorry, I don't know what a MRI is! m(__)m ).","('INTJ', 'PUNCT', 'PRON')",Spanish
I don't have to back to my hometown because I live in hometown now!,"Well, I don't have to because I am living in my hometown now!","('INTJ', 'PUNCT', 'PRON')",Spanish
"well,What day do you like?","Well, what day do you like?","('INTJ', 'PUNCT', 'PRON')",Spanish
"Hi, I'm Naoki in Tokyo Japan.","Hi, I'm Naoki. I live in Tokyo, Japan.","('INTJ', 'PUNCT', 'PRON')",Spanish
"I don't know exactly in case that we you ""the"" or ""a"".","I don't know exactly in which case that we use""the"" or ""a"". Hehe, I often make typo like that xD :D","('INTJ', 'PUNCT', 'PRON')",Spanish
wow its already been 1 year.,"Wow, it's already been 1 year.","('INTJ', 'PUNCT', 'PRON')",Spanish
"hey im watching a tv show which is there at this time everyday, ppl are always fighting.","Hey, I'm watching a tv show that is everyday, ppl are always fighting.","('INTJ', 'PUNCT', 'PRON')",Spanish
I think they need to prepare to be parents before becoming.,"I think they need to prepare to be parents before becoming. I think that preparation is necessary before becoming parents. Eh, I just thought your sentence sounded kind of funny","('INTJ', 'PUNCT', 'PRON')",Spanish
"well, it's time to think when I go back:)","Well, it's time to think of when I go back:)","('INTJ', 'PUNCT', 'PRON')",Spanish
"No, he doesn't deserve to live.",He doesn't deserve to live.,"('INTJ', 'PUNCT', 'PRON')",Spanish
"No, there wasn't everybody was revenged.","No, there wasn't, everybody was revenged.","('INTJ', 'PUNCT', 'PRON')",Spanish
I hope it may hold everyday!,I hope it may hold everyday! (Huh? What did you mean here?),"('INTJ', 'PUNCT', 'PRON')",Spanish
I hope it may hold everyday!,I hope it may hold everyday! (Huh? What did you mean here?),"('INTJ', 'PUNCT', 'PRON')",Spanish
Well I have to decide plan of travel.,"Well, I have to decide where I plan on traveling. (I hope I didn't change what you wanted to say when I edited this sentence...)","('INTJ', 'PUNCT', 'PRON')",Spanish
Do you enrich everyday?,"Do you enrich everyday? / Do you lead an enriching/fulfilling/productive life everyday? / Are you productive everyday? (Sorry, I'm not exactly sure what you want to say)","('INTJ', 'PUNCT', 'PRON')",Spanish
"OH, during afternoon, I was cuting some letucce when I heard a strong sound rising among the sounds of the kitchen, as people talking and a knife hiting the table.","OH (what's OH?), during the afternoon, I was cutting some lettuce when I heard a loud sound rising through the sounds of the kitchen, such as people talking and a knife hitting the table. // a better ending would be: ... and knives thudding against the tables. There's probably a better verb, but that's the best I can think of right now.","('INTJ', 'PUNCT', 'PRON')",Spanish
"Well, my priority now is English, because next year i'll make the entrance university test, and i chose English as foreign language, but i'm falling in love with Japonese!","Well, my priority now is English, because next year I'll take the entrance test at the university, and I chose English as my foreign language, but I'm falling in love with Japanese!","('INTJ', 'PUNCT', 'PRON')",Spanish
"Well, I like,however, study English.","Well, I would like to study in English.","('INTJ', 'PUNCT', 'PRON')",Spanish
"Well, I like,however, study English.","Well, I would like to study in English.","('INTJ', 'PUNCT', 'PRON')",Spanish
Then the president told me that He wanted me to wait for a coming to until then.,"Then he told me that he wanted me to wait until then. (Sorry, I did not understand what you meant by ""coming"". Please clarify.)","('INTJ', 'PUNCT', 'PRON')",Spanish
"when he said ""Hey, you here, so early,"" I answered "" So are you!","when he said ""Hey, you here so early,"" I answered "" So are you!","('INTJ', 'PUNCT', 'PRON')",Spanish
"Well, my experience about this is they don't send me any information if I don't get the job.",I have learned from experience that employers rarely follow through with this process.,"('INTJ', 'PUNCT', 'PRON')",Spanish
"Well, I'll go on (keep on?","Well, I'll go on (keep on? ""Go on"" is fine, but ""carry on"" works too.","('INTJ', 'PUNCT', 'PRON')",Spanish
"Well, we agree I don't like him for his ideas and philosophy, but he has a fucking charisma!","Well, we can agree that I don't like him for his ideas and philosophy, but he has fucking charisma! ""I'd say it as, ""... but fuck, he has charisma!"" Swearing is very individual, though, you have to develop your own style :)","('INTJ', 'PUNCT', 'PRON')",Spanish
"Well, we agree I don't like him for his ideas and philosophy, but he has a fucking charisma!","Well, we can agree that I don't like him for his ideas and philosophy, but he has fucking charisma! ""I'd say it as, ""... but fuck, he has charisma!"" Swearing is very individual, though, you have to develop your own style :)","('INTJ', 'PUNCT', 'PRON')",Spanish
"Well, we agree I don't like him for his ideas and philosophy, but he has a fucking charisma!","Well, we can agree that I don't like him for his ideas and philosophy, but he has fucking charisma! ""I'd say it as, ""... but fuck, he has charisma!"" Swearing is very individual, though, you have to develop your own style :)","('INTJ', 'PUNCT', 'PRON')",Spanish
"Well, we agree I don't like him for his ideas and philosophy, but he has a fucking charisma!","Well, we can agree that I don't like him for his ideas and philosophy, but he has fucking charisma! ""I'd say it as, ""... but fuck, he has charisma!"" Swearing is very individual, though, you have to develop your own style :)","('INTJ', 'PUNCT', 'PRON')",Spanish
"Well, i don't think so, I don't understand the lyrics without reading 'em.","Well, I don't think so, but I don't understand the lyrics without reading 'em. [the ""but"" here is optional, but I think it sounds better]","('INTJ', 'PUNCT', 'PRON')",Spanish
"Oh , i just write something for funny.",Oh I just wrote something just for laughs.,"('INTJ', 'PUNCT', 'PRON')",Spanish
"A:Oh, it's not far from today.","A:Oh, it hasn't been that long, then.","('INTJ', 'PUNCT', 'PRON')",Spanish
"I '' No, I'm sorry but I have a bullshit commitment.''","I '' No, I'm sorry but I have a bullshit commitment.'' Hahaha, this sentence made me laugh :) because 'bullshit' is so casual and 'commitment' sounds so business-like :) I guess it'd sound more natural if you said 'a bullshit meeting' or something; that would mean that someone (your boss, etc) said you have to go to the meeting but you didn't want to or think it was necessary","('INTJ', 'PUNCT', 'PRON')",Spanish
"I '' No, I'm sorry but I have a bullshit commitment.''","I '' No, I'm sorry but I have a bullshit commitment.'' Hahaha, this sentence made me laugh :) because 'bullshit' is so casual and 'commitment' sounds so business-like :) I guess it'd sound more natural if you said 'a bullshit meeting' or something; that would mean that someone (your boss, etc) said you have to go to the meeting but you didn't want to or think it was necessary","('INTJ', 'PUNCT', 'PRON')",Spanish
"When I managed to meet her, I was like squeezed.","What does ""I was like squeezed""? Wow, it sounds so interesting but I can't quite figure out what you mean :)","('INTJ', 'PUNCT', 'PRON')",Spanish
I lose my weight despite debauch.,"(Sorry, I don't understand this. What are you trying to say?)","('INTJ', 'PUNCT', 'PRON')",Spanish
"Hi,my name is Elaina from Taiwan and native","Hi, my name is Elaina, I am from Taiwan and my native language is Mandarin.","('INTJ', 'PUNCT', 'PRON')",Spanish
"Oh, I should have etaten it with beer!",I shouldn't have drank beer as well.,"('INTJ', 'PUNCT', 'PRON')",Spanish
How should I do?,"How should I do? .. Hmm, what is the best thing to do in that situation...?","('INTJ', 'PUNCT', 'PRON')",Spanish
Today was gorgeous meal day.,"Today was a gorgeous meal day. (maybe say glorious instead of gorgeous. gorgeous tends to be more if you are looking at the food and say ""Wow, it's gorgeous!"")","('INTJ', 'PUNCT', 'PRON')",Spanish
hello!everyone!I am a chinese girl !my English is very bad.,Hello! Everyone! I am a Chinese girl! My English is very bad.,"('INTJ', 'PUNCT', 'PRON')",Spanish
hello!everyone!I am a chinese girl !my English is very bad.,Hello! Everyone! I am a Chinese girl! My English is very bad.,"('INTJ', 'PUNCT', 'PRON')",Spanish
"Hi,this is the first entry in Lang-8","Hi,_this is my first entry in Lang-8","('INTJ', 'PUNCT', 'PRON')",Spanish
"Sure, I have two reasons.","I have two reasons: (You might try ""well"" rather than ""sure"", but I think that it's okay if you say sure. I noticed, when reading through your response, that you didn't really get to your personal reasons until you were well into the second half. Maybe you could say that you trust yourself more than you trust others to do the best job, or that you want to take on as much responsibility as possible because you want to help everyone at the company as much as possible.)","('INTJ', 'PUNCT', 'PRON')",Spanish
"Hi i am a English poor gril ,hope that we care a lot ,today i feel very bad ,i am feeling very bad, my temper is not bad ah.","Hi, I am a girl poor at English. I hope that the people here care a lot. Today I feel very bad. I am feeling very bad, but my temper is not bad.","('INTJ', 'PUNCT', 'PRON')",Spanish
"yes , we have but it is a few .",yes we a few .,"('INTJ', 'PUNCT', 'PRON')",Spanish
"Can I drop working and just study?No,we need money to support ourself.","Can I drop working and just study? No,we need money to support ourselves.","('INTJ', 'PUNCT', 'PRON')",Spanish
hello my name is Daniela and i'm portuguese.,"Hello, my name is Daniela and I'm Portuguese.","('INTJ', 'PUNCT', 'PRON')",Spanish
"hi ,everyone,my name is lily, I hope we can make friends,my English is no good,Don't laugh at me,I thingk that you can help me,and you can make me a great progress.","hi ,everyone,my name is lily, I hope we can make friends,my English is no good,Don't laugh at me,I thingk that you can help me,and you can make me a great progress.Hi Everyone, my name is Lily. I hope we can make friends. My english is not good, don't laugh at me. I hope you can help me progress with my English.","('INTJ', 'PUNCT', 'PRON')",Spanish
"hi ,everyone,my name is lily, I hope we can make friends,my English is no good,Don't laugh at me,I thingk that you can help me,and you can make me a great progress.","hi ,everyone,my name is lily, I hope we can make friends,my English is no good,Don't laugh at me,I thingk that you can help me,and you can make me a great progress.Hi Everyone, my name is Lily. I hope we can make friends. My english is not good, don't laugh at me. I hope you can help me progress with my English.","('INTJ', 'PUNCT', 'PRON')",Spanish
"And yah, I will be older then : ""(.","However I will be another older then : ""(. (Try not to use and at the start of a sentence, it is incorrect and often actually doesn't make any sense anyway...sorry if I sounded rude then, I am editing in a rush and your writing is fantastic, but many people say it is ok to do this, however I argue strongly against it, as English is complex enough without people trying to teach you how to use words incorrectly.)","('INTJ', 'PUNCT', 'PRON')",Spanish
"Well, everything is easy to type in my native language, but when I try to figure out in English, not translating, I just don't know what to say...","Well, everything is easy to type in my native language, but when it comes to writing in English, I don't know what to say. NOTE: 1. Running sentence. One sentence should only have one idea, you should separate different ideas into different sentence. 2. ""not translating"" is confusing. You can eliminate it in this sentence.","('INTJ', 'PUNCT', 'PRON')",Spanish
"Well, everything is easy to type in my native language, but when I try to figure out in English, not translating, I just don't know what to say...","Well, everything is easy to type in my native language, but when it comes to writing in English, I don't know what to say. NOTE: 1. Running sentence. One sentence should only have one idea, you should separate different ideas into different sentence. 2. ""not translating"" is confusing. You can eliminate it in this sentence.","('INTJ', 'PUNCT', 'PRON')",Spanish
"Well, I think other countries are difference here, but I don't know it in detail, Please let me know your country's Valentine's day.","Well, I think (the custom of Valentine's day in)other countries are different from here, but I don't know that in detail, so please tell me how's going on of your country's Valentine's day.","('INTJ', 'PUNCT', 'PRON')",Spanish
So I guessed that story link 'HELO'.,"So I guessed that was the story of the link using 'HELO'. [Sorry, I am not sure what you are really trying to say here.]","('INTJ', 'PUNCT', 'PRON')",Spanish
"so please,I want to check a sentence!",So please check my sentences!,"('INTJ', 'PUNCT', 'PRON')",Spanish
"PLease, I need that correct that questions","Please, I need these questions to be answered / these sentences to be corrected.","('INTJ', 'PUNCT', 'PRON')",Spanish
The last one of coupon tickets.,"I used the last of my coupons. *Sorry, I guessed the meaning of this sentence.","('INTJ', 'PUNCT', 'PRON')",Spanish
"Hi, It's a pleasure to meet you.",Hi It's a pleasure to meet you.,"('INTJ', 'PUNCT', 'PRON')",Spanish
"hi,everyone ,my name is olina.","Hi everyone, my name is Olina.","('INTJ', 'PUNCT', 'PRON')",Spanish
"hi,everyone,nice to meet you,i am first come to this address,my english is poor,so pls help me and i will appresite you, and i can speak fluent and standard chinese,i want to practise oral english,i want to make frend with all of you,so ,welcome to china and i think you will love the great coutry,i love her.","Hi, everyone. Nice to meet you. This is my first visit to this website. My English is poor, so please help me and I will appreciate it. I can speak fluent standard Chinese. I want to practice oral English. I want to make friends with all of you. So welcome to China. I think you will love this great country. I love her.","('INTJ', 'PUNCT', 'PRON')",Spanish
"hi,everyone,nice to meet you,i am first come to this address,my english is poor,so pls help me and i will appresite you, and i can speak fluent and standard chinese,i want to practise oral english,i want to make frend with all of you,so ,welcome to china and i think you will love the great coutry,i love her.","Hi, everyone. Nice to meet you. This is my first visit to this website. My English is poor, so please help me and I will appreciate it. I can speak fluent standard Chinese. I want to practice oral English. I want to make friends with all of you. So welcome to China. I think you will love this great country. I love her.","('INTJ', 'PUNCT', 'PRON')",Spanish
"hi,everyone,nice to meet you,i am first come to this address,my english is poor,so pls help me and i will appresite you, and i can speak fluent and standard chinese,i want to practise oral english,i want to make frend with all of you,so ,welcome to china and i think you will love the great coutry,i love her.","Hi, everyone. Nice to meet you. This is my first visit to this website. My English is poor, so please help me and I will appreciate it. I can speak fluent standard Chinese. I want to practice oral English. I want to make friends with all of you. So welcome to China. I think you will love this great country. I love her.","('INTJ', 'PUNCT', 'PRON')",Spanish
"well, I am feeling something weird, because I have thought that ""give"" means opposite to ""take"" generally.","Well, I am feeling confused, because I have thought that ""give"" is opposite of ""take"" generally.","('INTJ', 'PUNCT', 'PRON')",Spanish
"well, I am feeling something weird, because I have thought that ""give"" means opposite to ""take"" generally.","Well, I am feeling confused, because I have thought that ""give"" is opposite of ""take"" generally.","('INTJ', 'PUNCT', 'PRON')",Spanish
Okay I think I will stop now...,"Okay, I think I will stop now...","('INTJ', 'PUNCT', 'PRON')",Spanish
Hi!!My name is koume.,Hi!!My name is koume. Hi! My name is Koume.,"('INTJ', 'PUNCT', 'PRON')",Spanish
"Well, I'm likely to faint with fatique, because I didn't rest enough.","Well, I'm likely to faint with fatigue, because I didn't rest enough.","('INTJ', 'PUNCT', 'PRON')",Spanish
"Well, this sounded like very lovely idea to me when he propose that, because I've thought about that either.","Well, it sounded like a very lovely idea to me when he proposed it, because I've thought about that too.","('INTJ', 'PUNCT', 'PRON')",Spanish
Hi I'm a member of World Friends and find one person but he's gone so I write this.,"Hi, i'm a member of World Friends and I found one person but he's gone, so i'll write this.","('INTJ', 'PUNCT', 'PRON')",Spanish
Hi I'm a member of World Friends and find one person but he's gone so I write this.,"Hi, i'm a member of World Friends and I found one person but he's gone, so i'll write this.","('INTJ', 'PUNCT', 'PRON')",Spanish
"anyway I always wish best thing for you, especially complete your final exam...","anyway, I always wish the best for you, especially for your final exam...","('INTJ', 'PUNCT', 'PRON')",Spanish
It's better to live and to get pleasant!,"It's better to live and to get (hmm, what Russian word would you use?)!","('INTJ', 'PUNCT', 'PRON')",Spanish
"Oh,I drank two bottles of beer,I three days ago,and I think they taste ok.","Oh, I drank two bottles of beer three days ago, and I think they taste ok.","('INTJ', 'PUNCT', 'PRON')",Spanish
haha It took almost 6 hours to get there.,"Haha, It took almost 6 hours to get there.","('INTJ', 'PUNCT', 'PRON')",Spanish
hello my name is angela nice to me you today is rining day,"Hello, my name is Angela. Nice to meet you. Today is a rainy day","('INTJ', 'PUNCT', 'PRON')",Spanish
": No, I know what your first basketball game ever, and I know its pretty exciting, but when it's so __ __ the season wouldn't be long enouh.",": I know it's your first basketball game ever, and I know its pretty exciting, but when it's all said and done, the season will have been long enough.","('INTJ', 'PUNCT', 'PRON')",Spanish
I have three-day holiday from tomorrow.,"I have three-day holiday tomorrow. //Yay, me too XD","('INTJ', 'PUNCT', 'PRON')",Spanish
"hello ,My name is Echo ,nice to me you!",Hello! My name is Echo. Nice to meet you!,"('INTJ', 'PUNCT', 'PRON')",Spanish
"Hi,My name is junjun.",I am junjun. is better.,"('INTJ', 'PUNCT', 'PRON')",Spanish
(What do you say in English like this restaurant?),"(What do you call such restaurant in English?) [Hmm ... I can't think of any words except ""small restaurant"". However, if it's run by a small family, we call it ""mom and pop restaurant""]","('INTJ', 'PUNCT', 'PRON')",Spanish
Then I was able to eat for a while though I was not able to eat it because it was the food that was indispensable to me.,"Then I was able to eat for a while though I was not able to eat it because it was the food that was indispensable to me. Sorry, I can't figure this one out.","('INTJ', 'PUNCT', 'PRON')",Spanish
Hello!My name is Tsukasa.,Hello! My name is Tsukasa.,"('INTJ', 'PUNCT', 'PRON')",Spanish
"Hi, my name is Jacson, it's my first time here, I wait to talking and learn english more good.","Hi, my name is Jacson. It's my first time here, I'm waiting for someone to talk to and make my English good.","('INTJ', 'PUNCT', 'PRON')",Spanish
I still have known about it.,"I still have known about it. <<Sorry, I don't know what this means...>>","('INTJ', 'PUNCT', 'PRON')",Spanish
Ah ha my job is magician and magic teacher.,"Ah ha, my job is as a magician and magic teacher.","('INTJ', 'PUNCT', 'PRON')",Spanish
"Well,but I can understand a little words due to studying for certification.","Well, I can understand some of them, due to my studies for certification.","('INTJ', 'PUNCT', 'PRON')",Spanish
"I said to my mother ""Yes,I see!Shortly after world war,the boys who can't buy glove used the one which was swoed up by cloth.""","I said to my mother ""Yes, I see! Shortly after world war I, the boys who couldn't buy a glove used ones which were sewn out of cloth.""","('INTJ', 'PUNCT', 'PRON')",Spanish
"""Well,I'll be out charge and change to next operator soon,so you should call after that.""","""Well, I'll be out charge and change to next operator soon,so you should call after that."" You may have wanted express ""Well, my shift is changing so you'll have to call when the next operator gets in.""","('INTJ', 'PUNCT', 'PRON')",Spanish
"Well,I think that the fall season has come at last in thid year.","Well, I think that the fall season has come in at last this year. You may also want to consider ""Well, I think (feel) that fall has finally arrived this year.""","('INTJ', 'PUNCT', 'PRON')",Spanish
I thank my family for their feelings.,"(I thank my family for their feelings) Sorry, I'm not really sure what you mean by this. Do you mean that you thank them for taking care of you?","('INTJ', 'PUNCT', 'PRON')",Spanish
"sorry, maybe I wrote too much,, I'll write Tommorow","Sorry, I think that I wrote too much. I'll write more tomorrow.","('INTJ', 'PUNCT', 'PRON')",Spanish
Well this is not the first time to make homegrown organic vegies.,"Well, this is not my first attempt at growing homegrown organic veggies.","('INTJ', 'PUNCT', 'PRON')",Spanish
Did you finish your Christmas shopping?,"Did you finish your Christmas shopping?Yes. Yes, I did. Thank you.","('INTJ', 'PUNCT', 'PRON')",Spanish
"well, I'll go to work after drinking coffee!","Well, I'll go to work after drinking coffee!","('INTJ', 'PUNCT', 'PRON')",Spanish
"hmm, I feel Lang-8 interesting.","mm, I feel Lang-8 interesting.","('INTJ', 'PUNCT', 'PRON')",Spanish
Sod that for a lark!!!,Sod that for a lark!!! Ah.. I'm not quite sure what you are trying to say here kkkk.. ^^,"('INTJ', 'PUNCT', 'PRON')",Spanish
Sod that for a lark!!!,Sod that for a lark!!! Ah.. I'm not quite sure what you are trying to say here kkkk.. ^^,"('INTJ', 'PUNCT', 'PRON')",Spanish
"er, There are many people waiting the subway .",There were many people waiting for the subway .,"('INTJ', 'PUNCT', 'PRON')",Spanish
"haha ,everyone look like very tire ,but i'am very verdure.","Haha. Everyone looked very tired, but i was very verdure? I don't quite get this.","('INTJ', 'PUNCT', 'PRON')",Spanish
"haha ,everyone look like very tire ,but i'am very verdure.","Haha. Everyone looked very tired, but i was very verdure? I don't quite get this.","('INTJ', 'PUNCT', 'PRON')",Spanish
Ok that all for today.,"Ok, thats all for today.","('INTJ', 'PUNCT', 'PRON')",Spanish
"Oh, there are nine people, counting me.","Oh, there are nine people including me in the photo.","('INTJ', 'PUNCT', 'PRON')",Spanish
"Yeah, I owe what I am now to him.","Yeah, I owe what I am now to him. (""yeah, because of him I am who I am now."" there is no problem with your sentence but you could also say this.)","('INTJ', 'PUNCT', 'PRON')",Spanish
"Hehe, this is a little exaggerated.","Hehe, this is a little exaggerated. (or, maybe I'm exaggerating..)","('INTJ', 'PUNCT', 'PRON')",Spanish
I'd like to active all over the world.,"I'd like to active all over the world.I am not sure about what you mean by ""active all"". Could you rephrase your sentence please, it doesn't make sense. Sorry!!!","('INTJ', 'PUNCT', 'PRON')",Spanish
"well, what i like to do is watching movies, listening to music, sleeping, dreaming, eating tasty food, hanging out, going abroad, drawing pictures...","Well, what I like to do is watch movies, listen to music, sleep, dream, eattasty food, hang out, go abroad, and draw pictures... *You wouldn't use the present progressive tense here because you are actually not doing all of these things right now, instead use the infinitive!^^*","('INTJ', 'PUNCT', 'PRON')",Spanish
"well, what i like to do is watching movies, listening to music, sleeping, dreaming, eating tasty food, hanging out, going abroad, drawing pictures...","Well, what I like to do is watch movies, listen to music, sleep, dream, eattasty food, hang out, go abroad, and draw pictures... *You wouldn't use the present progressive tense here because you are actually not doing all of these things right now, instead use the infinitive!^^*","('INTJ', 'PUNCT', 'PRON')",Spanish
"well, what i like to do is watching movies, listening to music, sleeping, dreaming, eating tasty food, hanging out, going abroad, drawing pictures...","Well, what I like to do is watch movies, listen to music, sleep, dream, eattasty food, hang out, go abroad, and draw pictures... *You wouldn't use the present progressive tense here because you are actually not doing all of these things right now, instead use the infinitive!^^*","('INTJ', 'PUNCT', 'PRON')",Spanish
"well, what i like to do is watching movies, listening to music, sleeping, dreaming, eating tasty food, hanging out, going abroad, drawing pictures...","Well, what I like to do is watch movies, listen to music, sleep, dream, eattasty food, hang out, go abroad, and draw pictures... *You wouldn't use the present progressive tense here because you are actually not doing all of these things right now, instead use the infinitive!^^*","('INTJ', 'PUNCT', 'PRON')",Spanish
"well, what i like to do is watching movies, listening to music, sleeping, dreaming, eating tasty food, hanging out, going abroad, drawing pictures...","Well, what I like to do is watch movies, listen to music, sleep, dream, eattasty food, hang out, go abroad, and draw pictures... *You wouldn't use the present progressive tense here because you are actually not doing all of these things right now, instead use the infinitive!^^*","('INTJ', 'PUNCT', 'PRON')",Spanish
"well, what i like to do is watching movies, listening to music, sleeping, dreaming, eating tasty food, hanging out, going abroad, drawing pictures...","Well, what I like to do is watch movies, listen to music, sleep, dream, eattasty food, hang out, go abroad, and draw pictures... *You wouldn't use the present progressive tense here because you are actually not doing all of these things right now, instead use the infinitive!^^*","('INTJ', 'PUNCT', 'PRON')",Spanish
"I was a hug a ""dull"" koala!","I was a hug a ""dull"" koala! ---> sorry, I'm not sure about this...did you mean ""I was able to hug a ""dull"" koala""?dull koala?","('INTJ', 'PUNCT', 'PRON')",Spanish
"heck, I'm lonely, bitch!","Heck, I'm lonely,That's not the right place for that word.","('INTJ', 'PUNCT', 'PRON')",Spanish
"She said ""yes"" Oh my god, I really like her.","She said ""es"" Oh my od, I really like her","('INTJ', 'PUNCT', 'PRON')",Spanish
"Hi, I am interested in emoticons recently.","Hi, I have recently become interested in emoticons. (Lately, I've been interested in emoticons.)","('INTJ', 'PUNCT', 'PRON')",Spanish
"Well, I have to accept the truth, just behaving as adult and getting up early every morning,preparing the breakfast, and then going out to earn money for myself and my future family.","Well, I have to accept the truth, just behaving as adult and getting up early every morning,preparing the breakfast, and then going out to earn money for myself and my future family.Well, I just have to accept that fact that I'm an adult. I have to get up early every morning, prepare breakfast, and go out of my way to earn extra money for myself and future family.","('INTJ', 'PUNCT', 'PRON')",Spanish
"Well, I have to accept the truth, just behaving as adult and getting up early every morning,preparing the breakfast, and then going out to earn money for myself and my future family.","Well, I have to accept the truth, just behaving as adult and getting up early every morning,preparing the breakfast, and then going out to earn money for myself and my future family.Well, I just have to accept that fact that I'm an adult. I have to get up early every morning, prepare breakfast, and go out of my way to earn extra money for myself and future family.","('INTJ', 'PUNCT', 'PRON')",Spanish
"Well, I have to accept the truth, just behaving as adult and getting up early every morning,preparing the breakfast, and then going out to earn money for myself and my future family.","Well, I have to accept the truth, just behaving as adult and getting up early every morning,preparing the breakfast, and then going out to earn money for myself and my future family.Well, I just have to accept that fact that I'm an adult. I have to get up early every morning, prepare breakfast, and go out of my way to earn extra money for myself and future family.","('INTJ', 'PUNCT', 'PRON')",Spanish
"hello,i use lang-8 for first time my level an english is bad","Hello,_I am using Lang-8 for the first time. My level of English is bad!","('INTJ', 'PUNCT', 'PRON')",Spanish
"hello my name is claudia, i would like to be teacher, i like voliball, a love the romanic movies, and anime, i like music but a hate the banda music or something like that, i would like to improve my writing.","Hello, my name is Claudia I would like to be teacher I like volleyball, romanic movies, and anime like music but a hate the banda music or something like that. I would like to improve my writing.","('INTJ', 'PUNCT', 'PRON')",Spanish
"hello my name is claudia, i would like to be teacher, i like voliball, a love the romanic movies, and anime, i like music but a hate the banda music or something like that, i would like to improve my writing.","Hello, my name is Claudia I would like to be teacher I like volleyball, romanic movies, and anime like music but a hate the banda music or something like that. I would like to improve my writing.","('INTJ', 'PUNCT', 'PRON')",Spanish
"ah, they were base strict with me growning up, and um, i used to have to sit at the piano for hours to practice.","Ah, they were very strict with me growing up and, um, I used to have to sit at the piano for hours to practice.","('INTJ', 'PUNCT', 'PRON')",Spanish
Well they said they fixed it for me.,"Well, they said they fixed it for me.","('INTJ', 'PUNCT', 'PRON')",Spanish
Oh I also went to a fancy restaurant for dinner to make up myself.,"Oh, I also went to a fancy restaurant for dinner to make it up to myself.","('INTJ', 'PUNCT', 'PRON')",Spanish
"Yes,I do agree the socity is cruel sometimes,but we people make up the socity,or rather,people are cruel sometimes.","Yes,I do agreesocietyis cruel sometimes, but people are what makes a society, and sometimes people themselves are cruel.","('INTJ', 'PUNCT', 'PRON')",Spanish
