text,correct,predicted_native_language
"so I have to learn English and practice English, and I have to decide what I should do in here side by side.","Therefore, I have to learn and practice English, and I have to decide what I should do in here side by side. (I'm not sure what ""side by side"" means in your sentence, would you like to say ""next""?)",Spanish
"If it will come true, pigheaded people(like my teacher) will know a natural thing that changing handedness means nothing.","If it does, people like my teacher could see how changing handedness means nothing.(again, you don't have to specify in this case what kind of person your teacher is since you already described her actions. Saying ""people like my teacher"" suggests that she is a certain type of person, and the reader should be able to guess what kind of person you mean from your story. It sounds more polite this way.)",Spanish
"Some friends had babies in the womb, other decided to leave the company.","Some of my friends were pregnant (or: were about to have a baby). Others had decided to leave the company. (Do they all work at the same company? Or do you mean to say, Others had decided to quit their jobs. ??)",Spanish
I'm writing a thesis for the coming academic meeting of information science.,"I'm writing a thesis for the coming academic meeting of information science.Option 1: I am writing a thesis about the coming meeting of academic information science.Option 2: I am writing a thesis to be presented at the coming event of academic information science.(I am not sure if I understood what you were tryingto say, but I hope this helps.)",Spanish
And Nagoya's population of foreigner is getting increasing these years.,"BECAUSE YOU ARE RETURNING TO A PREVIOUS TOPIC, IT IS BEST TO SAY AT THE BEGINNING OF YOUR SENTENCE: As I was saying, Nagoya's population of foreigners has increased in recent years.",Spanish
"I haven't thought seriously before, honestly.:) Well, if that land is located in downtown area, I'd like to build some rental house called one-room in Korea.","I haven't thought about that seriously before, honestly.:) Well, if that land is located in the downtown area (Or you can just say: ""located downtown""), I'd like to build some rental houses, called one-rooms in Korea. (A better way to say this would be: ""I'd like to build some rental houses; in Korea they're called one-rooms."")",Spanish
"All time I said to other people anopatopeia like ""OK"", ""Yeah!"", ""Aha!""...","The whole time, all I said was things like ""OK"", ""Yeah!"", ""Aha!""... (anopatopeia isn't a word -- I'm going to assume you meant to say onomatopoeia, but even then, that isn't what it means; onomatopoeia is when the sound of the word reflects its meaning, such as ""buzz"" or ""zip"".)",Spanish
"Besides, I healed by marvelous senery from the cafe.","I feel refreshed (?) by the marvelous scenery from the cafe (it is usual to state what from eg window, door, wall etc). Alternatice "" It is possible to observe soem pleasing scenery from/on the .... which leaves me feeling rejuvinated.",Spanish
"Especially, the meaning of ""principle duties"".","Especially, the meaning of ""principle duties"".""principle duties"" in this case means ""main role"" or ""mission"" or ""main thing that the museum can do"". Let me know if this isnt clear for you still and I will try to find an equivalent in Japanese",Spanish
I felt like drinking alcohol to relieve my stress.,"I felt like drinking to relieve my stress. (This sentence was good, but in English, we usually don't say 'drinking alcohol.' When we want to talk about drinking alcoholic drinks, we usually just say 'drinking'. )",Spanish
"I don't have classes on Thursday, so I usually go jogging around my apartment.","I don't have classes on Thursday, so I usually go jogging around my apartment building. [ Better, because you are definitely outside. I know, I know. Apato isn't big enough to run around inside, ne. We think ""apato"" by itself is an ""apato"" one of many inside the ""apato"" building.] ;-)",Spanish
"When I came to China to study Chinese, my roommate was a Korean university student who is major in Chinese.","When I came to China to study Chinese, my roommate was a Korean university student who was majoring in Chinese. The tense needs to agree here. You came to China (past), and your roommate was (past) a student who was (again, past).",Spanish
if you do not mind,"However, I can't speak English very well, so if you don't mind, please message me on twitter or lang-8 or skype, or leave a comment below.",Spanish
"At first, I'd like to polish my English skills.","At first, I'd like to polish my English skills. [this sentence is correct! Based on the end of your entry, I suggest "", I'd like to polish my English skills""]",Spanish
"Then, I'd like to tell young people about my way of learning English effectively.","Then, I'd like to tell young people about my way of learning English effectively. [this sentence is correct! You could also write ""Then, I'd like to share with young people my personal tips to learn English more effectively."" or ""Then, based on my personal experience, I'd like to help young people learn English more effectively.""]",Spanish
"On the other hand, in Japan, even if you did not pile up your effort on studying, it was easy to get credits.","On the other hand, in Japan, even if you did not your effort on studying, it was easy to get credits.""Pile up"" is a bit of a funny expression, we don't really use it in English. It makes sense, but a better way to say that sentence would be: ""even if you did not your effort into studying, it was easy to get credits.""",Spanish
I ate lot of nice food because I couldn't eat raw fishes now because Nayoro city don't have sea.,"I ate lot of good food because I couldn't eat raw fishes now because Nayoro city don't have sea. I believe you want to say this: ""I ate a lot of good food. Raw fish is hard to get in Nayoro city because it is surrounded by land while Hakodate lies at the sea."" Am I right?",Spanish
The purpose is that they raise their hands to spear their time so that we Japanese who are not good at English can improve our conversation skill by eating with them.,They want to help Japanese people improve their English by chatting with them at lunch time. They are kind enough to work for it at their lunch time.,Spanish
Cher and Christina Aguilera star in BURLESQUE.,Cher and Christina Aguilera star in Burlesque. (I've noticed that Japanese speakers often put titles in all caps. I wonder why this is?),Spanish
"For me, there is the physical measurement at my collage.","For me, there is the physical measurement at my college. ('Collage' is a type of art where you use many different materials to make something. I still make this mistake myself sometimes!)",Spanish
After that we went to the MacDonald to make paln for my trip to Spain,"After that we went to MacDonald's to plan my trip to Spain.(I read your Japanese sentence, but you didn't mention Spain. How would the read in Japanese know you were planning to go to Spain?)",Spanish
of the second choice that I passed during this period,of the second choice that I passed during this period (??? i don't understand the school system in Japan I guess.),Spanish
My mother cooked a potaufeu for dinner tonight.,"My mother cooked Pot-au-feu for dinner tonight.You can't 'a', because then it means there are many kinds of Pot-au-feus and your mother only cooked one of them. It is not a count noun.Check out this site-it will help you:http://www.youtube.com/watch?v=fqrKMIrN8wQ",Spanish
"However, I felt regrettable there.","However, I felt regrettable there. (In this case, when using however it needs to a conjunction such as taking this sentence and combining it with the previous or following sentence i.e. However, it was unfortunate that I could not speak English and was not able to enjoy my travel. )",Spanish
"Compared with men, women have more physical disadvantages.","Compared with men, women have more physical disadvantages.I am not sure if this is for an essay submission for school, but if it is, please take note that if you are arguing a certain point (in your case, there is gender inequality in China), do not bother trying to explain the other side of the story as it weakens your argument.",Spanish
I also need to do part-time jobs.,"I also have part-time jobs. In English, you don't ""do"" a part-time job, you ""have"" a part-time job, or you ""go to"" a part-time job. Since it's a job, it's assumed that going to your part-time job means you're going there to ""do"" the job. Does that make sense?",Spanish
but I can't speak not only english but also local language so that my work don't progress the way I want it to.,"but I can't speak not only english but also local language so that my work don't progress the way I want it to. I can't speak English or the local language, so my work doesn't progress the way I want.",Spanish
"I have to replan my life for the incoming exam next year, otherwise I will fail in the important exam which I don't want to.","I have to plan my life over again for the incoming exam next year; otherwise, I will fail in the important exam, which I don't want to. The word ""replan"" doesn't exist. It's considered slang, and it could affect your written work. Hence, I put the adverbial phrase ""over again."" (semicolon) ""Otherwise"" is an adverb acting as a conjunctive adverb, and therefore, requires a semicolon and a comma.",Spanish
We contact with Chengmai university such as each country's good point in there.,I don't understand what you are trying to say,Spanish
He said that I have not ate rice for perfect body since 10 years.,He said that he has not eaten rice in 10 years in order to get the perfect body.,Spanish
"Today, I read 'TOEIC is for know to how bad English parson is'","Today, I read an article titled 'TOEIC is for you know to how bad a person's English is' (I think you can also say 'Today I read an article that mentioned about how lousy one's English standards are according to TOEIC')",Spanish
I was saprised because of spectators's cheering!!It was interested for me!,"I was surprised because of the spectators' cheering!! It was interesting for me!//You don't need to add ['s] after a noun that ends with an ""s"", you only need the apostrophe('). Here's another example: Chris' car is very expensive.",Spanish
"For example, must i write ""Hello, John!"" or ""Hello John"" as we usually write in chats?","For example, must I write ""Hello, John!"" or ""Hello John"" as we usually write in chats? The exclamation mark is used to indicate strong feeling or high volume. So, if you were to write ""Hello John!"" it would indicate that you are yelling, or saying it in an excited manner. However, if you were to say ""Hello John"" it would indicate that you are using a normal conversational tone.",Spanish
"I tried to write just about the fact of ""anata"" in the last entry.","I tried to write some facts about f ""anata"" in the last entry.(An english person would understand this, but it would be more natural to say ""In my last entry, I tried to explain some facts about 'anata'"". ""tried to write"" kind of sounds like you attempted to write an entry, but were unable to.)",Spanish
"I have said to Chrysegle,that I felt he was very lovely.","A while ago, I told Chrysegle that I thought he was cute because when he uses Chinese to express his thoughts, he sounds like a child. [Your original sentence is grammatically correct (except you don't need the comma)].",Spanish
"Oh, I almost forgot to say, I am still on my way to ""ultimate English""~ My goal is to use English same as native speakers.","Oh, I almost forgot to say, I am on my way to ""ultimate English""~ My goal is to use English same as native speakers. Oh, I almost forgot to say, I am on my way to ""ultimate English"". My goal is to speak english like a native speaker",Spanish
I think that I must learn English to work foreign company.,I think that I must learn English to work foreign company.I think that I must learn English to work for a foreign company.,Spanish
"Yesterday, The semester was going on a long time, good finish, it will be a relief ^^",The semester was really long. It will be a relief to finally be finished. ^^,Spanish
"For now,time to see my grandmother,father,mother and relatives.","For now, it's time to see my relatives. (It sounds more natural to just say relative since the people who you were listing, already fit into that category.)",Spanish
"If I passed the test, I'd be able to praise myself.","I will have more confidence in myself.**You do not have to write each time, ""If I pass the test"" because you're writing a list of pros and cons.",Spanish
"Mine is "" I'll be able to speak an exclellent English and help English learners who don't know how to learn English effectively.",My resolution is to be able to speak perfect English and help other learners who are having trouble with the language.<-- this is just a better way of rephrasing your sentence without sounding so repetitive.[/sline][/sline][/sline][/sline],Spanish
"Hello, my name is Jane,I was born in Hainan.","Hello, my name is Jane, and I was born in Hainan. Make sure to use a conjunction to add on to your sentence. You can also just make two sentences: Hello, my name is Jane. I was born in Hainan.",Spanish
I am looking forward to the end.,"I am looking forward to the ending. (It's ok to say ""end,"" but it has a different connotation. ""Ending"" suggests that you are excited about the last part of the series, while saying ""the end"" implies that you are looking forward to the time when there are no more books to release! This is a little subtle, though. Haha)",Spanish
"Just now, I watched Lady Gaga on the TV show.",I watched a TV show showing Lady Gaga just now. (Your English is excellent so I just wanted to make it sound more Natural. We often don't start off with comments like 'just now' and it would be more like 'saw Lady Gaga' as it isn't really natural to say you watch someone.),Spanish
"Email 2, Title: Setting DVR","Email 2, Title: Setting DVR You might not want to use ""DVR"". I don't know about England or Australia, but no one in America knows what this means. It is a term that Japanese use.",Spanish
"It's Naruto."" At first, I had a prejudice that they were strange and nerd.","It's Naruto."" At first, I felt I had prejudged them for thinking they were strange or nerdy. ""Nerdy"" is a good adjective to describe someone who is a nerd. ""This person is nerdy"", for example. It's same for ""dorky"" to describe ""dorks"", ""geeky"" to describe ""geeks"", ""dweeby"" to describe ""dweebs"". All of these describe about the same thing. Fascination with something maybe a little too much.",Spanish
"But I love the one on Saturday, which is in the church, there are many native speakers at there, most of them have been living in china for many years, so there will be no problem in our communication.","[When writing, try to avoid starting a sentence with if you can. In a sentence 'but' sounds better when it is used to connect two sentences.] I love the English club on Saturday, which is in (the) church. There are many native speakers there. Most of them have been living in China for many years, so we will have no problem communicating. [If you want to keep your sentence, you can say: ""Most of them have been living in China for many years, so there won't be a problem with the communication.]",Spanish
The clinical psychologist is a main character.,"(Since you neveer mentioned clinical psychologist before you cant use ""THE"". ""THE"" is used when the subject has been inTROduceD before or WELLknown clinical psychologist is (If main character, use THE, since main, its implied ""a"") the main character.",Spanish
"Japanse road is well maintained,but it is so narrow and crowded that we can't enjoy speed.","Japanese roads are well maintained, but they are so narrow and crowded that we can't enjoy speed. (If you want to drive for entertainment, please drive on a race course. My family is on the road, sweetheart. We don't need any more daredevils than there already are out there. Don't bring ""speed"" to America, please. Especially considering, most people believe that Asian women are among the worst drivers in the world. Also, you know Europe's roads are far more narrow. They speed their butts off. I drove on The Audubon. It's so awesome. Give it a shot, someday, if you have the balls. *huhuhu*)",Spanish
"I become you and a pen pal, and want to practice English.","I become you and a pen pal, and want to practice English. I'm not sure on this but do you mean ""I want to make friends, pen pals, and practice English?",Spanish
It smells like a peach actually.,"It smells like a peach, actually. (Something about grammar: When using adverbs, you can add a comma to indicate that something surprising has happened. Commas are also used in this context to illustrate a change from positive to negative or visa versa.)",Spanish
I love singing in my car!,One of my favorite things to do in my car is sing to my favorite band Maroon 5.,Spanish
"Songs, dances, music, even magic was shown on the party.","Their was music, dancing, and even magic at the party. (not sure what you mean by song. Are you thinking Karaoke?)",Spanish
"Just to buy necessary staff for start living, my weekend will finish.","Just to buy necessary stff start living, my weekend will finish. (I think you must mean ""My whole weekend will be taken up with buying the things that we need to start our new life here."")",Spanish
If you celebrated Thanksgiving day and can u tell me?,"If you celebrated Thanksgiving and can you tell me?(because ""Thanksgiving"" is such a well known holiday here, you don't need to add the word ""day"" after it. People usually ask, how was your Thanksgiving? Or, have a happy Thanksgiving. And it is understood what they are talking about.)",Spanish
But it often confuses me if I should correct the outcome from Google translation.,"But it often confuses me if I should correct the outcome from Google translation.(Yes you should, Google translation is a good starting point if you don't know how to say something. I would use it as well as other dictionaries and translation guides.)",Spanish
It is National Founded Day today.,"It is National Foundation Day today. I don't know what this day is but I think ""foundation"" sounds more correct.",Spanish
I can`t listen it.,"I can`t listen to it, and I can't express my feelings and opinions in English. ""Understand"" may be a better word to use than ""listen"", but I am not entirely sure. The English speakers speak so fast that you can't listen to what they're saying, right?",Spanish
"I still don't know which word is Japanese English or real English and why, who and for what purpose Japan started using KATAKANA instead of English.","I still don't know which word is Japanese English or real English and why and who started using KATAKANA instead of English. (""Why"" and ""for what purpose"" mean the same thing here, so you don't have to say both. Saying ""who Japan started using katakana"" isn't right.)",Spanish
There were a lot of overtaking moves on the track and different race strategies contributed for dramatic results.,"There were a lot of overtaking ( maybe you meant ""breathtaking""? ) moves on the track and different race strategies contributed ( maybe ""applied"" is more natural, and the sentence will be something like this: ...and different racing strategies applied (or just ""used"") for gaining (dramatic is not very natural world for combining it with the word result i think, you can try using some other adjective that you like) ... results ) for dramatic results.",Spanish
I had an operation on my nose today to cure a disease which my nose is stopped.,I had an operation on my nose today because of nasal congestion.,Spanish
"What do people who aren't Japanese feel to the prime minister,Naoto Kan?","do people who aren't Japanese feel the prime minister,Naoto Kan?How do people who aren't Japanese feel about the prime minister, Naoto Kan?",Spanish
"but he was said ""I can't bougt"" taht he company hasn't money in the moment because the Japanese YEN has storanged against doller.","Due to the current strength of the Japanese Yen against the US Dollar, he said that they could not afford the goods.",Spanish
"I'm going to buy a not so large TV, because I don't hope that a TV plays the principal role in my house.","I'm going to buy a small TV, because I don't want the TV to play the principal role in my house. <==or ""I'm not going to buy a large TV,..."". You can also say ""I'm going to buy a not-so-large TV..."", but this kind of construct is quite uncommon apart from (very rare) slang and literary works.",Spanish
I want to live a life which I like.,"I want to live a life which I like. (""I want to live my own life"", and ""I want to live a life of my choosing"", are other alternatives)",Spanish
I have been heard that it is only Japanese who has the stiff neck and lumbago.,"I have heard that it is only Japanese who have stiff necks and lumbago. (I'm sure there are people who are not Japanese, who also have stiff necks and lumbago. Perhaps it is common in Japan because of something Japanese people do a lot ? )",Spanish
I have been to Yeongwol with my family on 25th July.,"I went to Yeongwol with my family on July 25th. (When you mention a specific time [last year, May 1st, 5 years ago], you want to use If you want to use you have to just say 'before', and you cannot use a specific time) I went to Yeongwol with my family on July 25th. <-- GOOD! I have been to Yeongwol before. <-- GOOD! I have been to Yeongwol 10 years ago. <-- BAD!",Spanish
"When I felt that I answered enough questions, there still was a ""next page"" button.","When I felt that I had answered enough questions, I looked and there still was a ""next page"" button at the bottom. (It would be more natural to say something like ' answered lots of questions, I looked and there was still a 'next page' button'. This makes emphasises that finding the 'next page' button was a surprise)",Spanish
Its berry is delicious.,Its berry is delicious.I don't think berry is the right word here hehe maybe you mean belly? :),Spanish
Send attached copies of theses documents and plus I am bachelor in Philosophy and Theology.,I also have a bachelor degree inPhilosophy and Theology.(Again you don't have to say that you are sending documents here),Spanish
I asked you to care for my canary while I was taking my mother out for a change?,"I asked you to care for my canary while I was taking my mother out ? (if you say ""for a change""it makes it confusing. The reader might think thather mother had to change something, or thatrarely rarely takesher mother out.) If you are trying to imply that Jack is the one who rarely takes care of the canary, you could say: ""Why didn't you take care of my canary for a change? You know I had to take my mother out!""",Spanish
When I was in elementary school I had done my town research for shool home work.,"When I was in elementary school I had done my town research for home work. (You do not need to repeat SCHOOL homework, you had already said elementary SCHOOL in the same sentence.)",Spanish
"I wonder if there were some kind of coating on my teeth so I didn't feel anything when I eat, but the construction was going on under the coating.","I wonder if there were some kind of coating on my teeth, so that I didn't feel any pain when I ate, but at the same time the caries / tooth decay continued to spread underneath.<em style=""color: blue;""></em> (I don't know if this is exactly what you wanted to express. If it's not, then I'm sorry! I didn't understand what you meant with the word ""construction"".)",Spanish
Also many young people leave their family after they finish school.,"Also many young people leave their families after they finish school. (Your sentence was fine for spoken English, but in formal writing, you want the words to agree: ""their"" is plural, so you should use the plural form ""families"".",Spanish
Japanese public English education,"Japanese public English education - I think I would probably say ""English in Japanese Public Education"" (using capitals only because it is a title - if it wasn't a title I would say ""English in Japanese public education) Why: because public education is a commonly used term, and it just sounds a little awkward to add something between those words, it becomes a bit of a mouthful.",Spanish
I hope taht my heart will clean more.,I hope taht my heart will clean more.I hope to purify my heart. Warning: not sure again what you mean... kokoro can be the soul too right?,Spanish
"Sushi was born Japanese food, but amuzingly Korean tended to be japanese.","Sushi is originally Japanese food, but amusingly . [This doesn't make sense as you wrote it. Perhaps you mean ""... some Korean foods were sold with the name ""sushi."" Or do you mean that some Koreans (Korean people) pretended to be Japanese?]",Spanish
I will develop my English skill continuesly.,"I will continue to develop my English skills. [The word you were looking for is ""continuously,"" but it is not appropriate here-- that means to do something without ever stopping for a break.]",Spanish
My major was established for making talented student who has management mind and engineer mind.,"My major was established for making talented student who has management mind and engineer mind. ->> I wouldn't use ""established"" and ""mind""...maybe ""My major was intended for talented students who have an interest in management and engineering.""",Spanish
"I stood up, went to the kitchen and saw this cute little fluffy nubbin.","I stood up, went to the kitchen and saw this cute little fluffy nubbin. (I personally have not heard of ""nubbin"" before, so I cannot speak to its proper use here. The Internet tells me ""nubbin"" usually refers to fruits or corn.)",Spanish
this is my first time,"This is my first time on Lang-8. (You may want to change this as ""first time"" means first time having sex. XP But it's no big deal.)",Spanish
Do study until 0 am!,"Study until 12 am! ((In military/Japanese time, it's 0:00. In American 12-hour time, it's 12:00a. Earlier you said 9:00p so I corrected the time here to match the same timekeeping method.))",Spanish
"He wasn't black neither blond nor roux, but he had rose tain, he had a face shined with glow (nour).","He wasn't black neither blond nor roux, but he had rose tain, he had a face shined with glow (nour). (His hair wasn't black, blond, or red, but he had a rose tan, and his face shined with a glow.)",Spanish
"if I eat Cup-O-Noodle-Soup too much, I find my bowel movement become bad.","If I eat Cup-O-Noodle-Soup too much, I tend to get irregular. (In America, ( I think in the western world)...we don't discuss our bowel movements publicly. We might say ""I feel irregular"", or to close family/friends only - or to a doctor, ""I'm constipated"", or ""I have diahrrea""... if we have a change in our bowel movements.)",Spanish
"The participants only have 1 euro a day, it actually means they ain't got no money (or ain't no money?","The participants only have 1 euro a day, it actually means they ain't got no money (or ain't no money? ""Ain't"" is mostly used in the south-east US (often just called the South), so it sounds odd from anyone who isn't from there (even me, from Boston!). ""Actually"" has to mean that something is true. If they have 1 euro per day, it isn't true that they don't have any money. They have 1 euro! You can say, ""In effect, it means that they have no money"" or ""They have almost/practically no money."" Double-negatives (are not = ain't.... no) are not standard English, and only used in certain dialects like Southern US English.",Spanish
"Because tonight I'm fedding up with talking about movies or video games in whole, I choose to only talk about characters.","Because tonight I'm fed up with talking about movies or video games, so I choose to only talk about characters. ""Fed up"" works like an adjective, so it never changes tenses. The ""so"" tells readers that you're going to say something that contrasts with what you previously said, but is still a consequence of it. In a sentence ""A, so B"", B wouldn't be possible or make sense without doing/knowing A. I didn't pick ""however"", which is similar, because that doesn't imply consequence like ""so"" does.",Spanish
"I '' No, I'm sorry but I have a bullshit commitment.''","I '' No, I'm sorry but I have a bullshit commitment.'' Hahaha, this sentence made me laugh :) because 'bullshit' is so casual and 'commitment' sounds so business-like :) I guess it'd sound more natural if you said 'a bullshit meeting' or something; that would mean that someone (your boss, etc) said you have to go to the meeting but you didn't want to or think it was necessary",Spanish
#NAME?,- go to the man and give him his money back because Islam tells us to be fair to* all people. (give money back = return money; *I hope that this is what you were trying to say),Spanish
"I have collected some of my favorite Tang poems,and the English translation of them,Premier Wen Jiabao really likes to use Ancient Chinese poetry,if I want to be a great interpreter or translator,I must know how to use them as fruently as mother tongue.","I have collected some of my favorite Tang poems,and the English translation of them,Premier Wen Jiabao really likes to use Ancient Chinese poetry,if I want to be a great interpreter or translator,I must know how to use them as fruently as mother tongue.I have collected some of my favorite Tang poems and the English translation of them. Premier Wen Jiabao really likes to use Ancient Chinese poetry. If I want to be a great interpretor or translator, I must know how to use them as fluently as the mother tongue.{in a sentence using the word ""and"" to connect two thoughts is okay. In this case you do not have to use a coma (,) to separate the thoughts.}",Spanish
#NAME?,"-We have varied products for your options. (not sure if I would use the term varied in this sentence, I think I would still use various. Try ""Our products varied according to their choice"" )",Spanish
"However, I just like BSS's female vocal, such as Feist.","I like BSS's female vocal, such as Feist. NOTE: You have already used ""I like"" on the previous sentence, so you can try other vocabulary to make your paragraph more interesting. For example: ""Feist is the female vocal of BBS, which I enjoy the most"".",Spanish
Those are the context he was writing and growing affection about living in Korea.,I am not sure what you are trying to say here. sorry.,Spanish
I should come up with sprouted brown rice for weekday's lunch.,"I sprouted brown rice forday's lunch. I don't understand what you mean by ""weekday's"". Do you plan to have the same meal every day this week?",Spanish
"It was the first time in three days that I cooked, because I visited to my parents' house and my parents in low's house for new years greeting.","Today was the first time in three days that I cooked, because I was visiting my parents' house and my parents-in-law's* house for New Year's. . (*Ah, I think you've got that right but it's not a very common way to say it... we usually use the word ""inlaws'"". Or actually, I usually just say ""my wife's parents"" ^^)",Spanish
The cons of the video cameras are the privacy of people and it is necessary to tell other people about installing them.,"The cons of the video cameras are the privacy of people and it is necessary to tell other people about installing them. (I think it sounds better as: ""The cons of video cameras include that it may infringe on people's privacy, and thus it is necessary to tell other people about installing them."")",Spanish
"It was because he was a foreign wrestler, he did not follow former customs of sumo.","He did not follow the former customs of sumo,this was because he was a foreign wrestler, .",Spanish
"It was the miracle of the Stone Age, wasn't it?","It is the miracle of the Stone Age, isn't it? I think this sentense represent your own idea about the Stone Age ,so it does not happen in the past , you needn't use the past time.",Spanish
"If you are in Japan or you can buy it, there is no alternative of using Kotatsu in winter.","If you are in Japan or you can buy it from somewhere, you will find that there is no substitute for a kotatsu during the winter. Note: I did not want to change the sentence too much and confuse you, but I think this may sound ok.",Spanish
I like making an eating tour.,I like organising eating tours. (I don't know what 'eating tours' are.. I get this picture in my mind that you go from restaurant to restaurant eating different dishes! But maybe I'm not right. ^^;),Spanish
"Recently,I am worried about one thing that if I need to spent money learnning english,because my pronunciation is bad and there are a few opportunities to speak english, However,my family is poor and my parents do not have money to give me .","Recently I am worried about one thing, that if I need to spent money * English because my pronunciation is bad, and there are a few opportunities to speak English. However,my family is poor and do not have money . Recently I am worried about one thing. There are few opportunities to speak English, if my pronunciation is bad I might need to spend money learning English. However, my family is poor and don't have the money.",Spanish
"I think Stephen King have an impresive talent, and amazing imagination and I hope that he'll live for a lot of years to finnish The Tower book serie, he'll need it.","I think Stephen King has an impressive talent, and amazing imagination and I hope that he'll live long enough to finish The Tower book series; he'll need a lot of time to complete it.",Spanish
"And the KTV is a place for a group of people to get together, drinking, having popcorn, and sing whatever you want.","the KTV is a place for a group of people to get together, drink, hav popcorn, and sing whatever you want. When you have a list of verbs, they should have the same shape. Also, you don't need ""And""!",Spanish
"After having come home, did my work(making material) in Cafeteria,laundry,It's a fullfilling day.","After coming home, did my work(making material) in Cafeteria,laundry,It's a fullfilling day. [I don't know what you mean by ""fulfilling day."" Did you mean a busy day, or a satisfying day?]",Spanish
I think if we Japanese need to English collection from anyone.,"I think if we Japanese need to English collection from anyone.[I didnt quite understand this sentence. Suggestion: I think that we, the Japanese people, need English corrections from everyone/anyone.(?)]",Spanish
"This is my first dairy, I will start from describe what I had been through last day.","This is my first dairy, and I will start by describing what I did yesterday since, though it is already the afternoon, I have not done anything yet today. (This is one way to convey this related thoughts. You could keep them as separate sentences, but that would require rewording the second line's sentence construction.)",Spanish
It is a second qualify of the prefecture which I live in.,"It is a second qualify of the prefecture which I live in.(I'm not sure what you mean by qualify.Did you mean,""It is the second time the prefecture's team has qualified for the championship."")",Spanish
"I'd like to ask your opinion Americans or any other country people,","I'd like to ask your opinion Americans or any other country people,Americans or people from other countries, I'd like to ask your opinions",Spanish
Mother bought pretty good shoes to me!,"My mother bought pretty shoes for me! (If the shoes are ""pretty"" then don't write ""good"" because ""pretty good"" means the shoes are ""in good shape"" ... which isn't what you wanted to say I think.)",Spanish
"But, one day I fell down and broke my right wrist.","One day, I fell down and broke my right wrist.(It is incorrect to start the sentence off with 'but'. You could say: ""Fortunately, one day, I fell down and broke my right wrist."" The word 'Fortunately' was used because you thought that breaking your wrist was a good thing.)",Spanish
"Hey baby!""""Don't give me and hear acting silly now.""""hahaha, you know taping this are you?"" ""hahaha!""""eit it?(I can't listen this part..)","Hey baby!""""Don't get me in here acting silly now."" (This sentence has very bad grammar, but it basically means ""don't make me act silly"") ""hahaha, you're not taping this are you?"" ""hahaha!""""Edit?(I can't hear/understand this part..) (I don't know this song, but I checked the lyrics online, so I'm pretty sure my corrections are right!)",Spanish
I usually got back home after next day.(about 1 o'clock in the morning),"I usually get back home the next day.(about 1 in the morning) (You can use am = gozen, pm = gogo. You sure do work alot! Thats crazy ! How can you sleep well and be ready the next day ! Hope they pay you well xD)",Spanish
people are accomplished marathon race.,people are accomplished marathon race.(I'm not quite sure what you are trying to say with this sentence...),Spanish
"However, I want her to finish it early and really enjoy this summer and make a good memory!","However, I want her to finish it early and really enjoy this summer and make some good memories! (You can not use the words ""make a good memory"" in English because the noun memory is uncountable. Do you understand my explanation ?)",Spanish
"Thank you so much for a long time,my Mac-chan!","Thank you so much fora long time,my Mac-chan! A more natural alternative: ""You've served me well over the years, my Mac-chan, but it's time to say goodbye!""",Spanish
I am crazy to cook coolies?,I am crazy to cook cookies? ---------- maybe you meant I am crazy about cooking cookies or are you asking a question? Am I crazy to cook cookies? :-),Spanish
"Only the first injection in gum is a little bit hurt, after that no hurt at all.","Only the first injection (numbing solution) in gum hurts a little , after that it didn't hurt [It's okay to use the verb ""hurt"". In fact, use it instead of the ""is"". ]",Spanish
I think it's time to better to use air conditioner.,"I think it's time to use air conditioner.""Better"" is a strange synonym for ""Should"" as in, ""It's hot, I better use the air conditioner.""Without ""Better"" the sentence would be, ""I think it's time to use the air conditioner.""Also, you need to put the article ""the"" before using any noun.",Spanish
"They are very happy we would like to dinne with them, and grandmother said, my auntie every week will telephone them twice, but my mother has long time no contact with them, she worried about my monther because her was busy for her busniess.","They were very happy that we wanted to dine with them. randmother said that while my auntie called them twice every week every week , my mother had not contacted them in a long time. she worried about my mother because she was busy with her business.",Spanish
"I can enjoy those powerful wind at that time, haha~ I like run against wind,because I like the feeling when wind go through my heart.","I like strong wind, since I like to run against it I like the feeling when wind go through my heart. (I didn't understand this last part...)",Spanish
"Today, I have so strong wind that I can not walk smoothly.","Today, the wind was so strong that I could not walk smoothly.""I have wind"" = ""I have to fart"" -- I changed the expression to past tense, because this is more common. If you want to use present tense, you can use this for earlier in the day time: ""The wind is so strong today that I cannot walk smoothly.""",Spanish
"# Is ""it"" appropriate for ""human""?","Is ""it"" appropriate for ""human""?I'm not certain, but I think what you mean to say is ""Are these stories appropriate for humans?"", or ""Is Santa Claus appropriate for humans?""",Spanish
and Jasso stands for,"Jasso stands for ""Japan Student Services Organization"". (This is not really part of the earlier lines, even though it is related. In English, we don't have sentences that have large spaces in them. (Of course, you will find it in blogs and such. But it's not proper form.) The address is considered to be in its own ""space"" and is not in a sentence, per se.)",Spanish
"The other foods, Udon, Ume-boshi""pickled apricot"", Uri""cucumbers"")","The other foods are, Udon, Ume-boshi ""pickled apricot,"" and Uri ""cucumbers."" You don't really need parenthesis. They are normally used if you want to add a side-note inside a sentence. You woulnd't normally start a whole new sentence with parenthesis.",Spanish
It is because this week has three holidays except Saturday and Sunday!,"It is because this week has three holidays except Saturday and Sunday! (I don't understand. Maybe you can say, ""This is because, this week there are three consecutive public holidays excluding Saturday and Sunday, which means that Japanese can enjoy a short vacation during the week"".)",Spanish
