text,correct,predicted_native_language
so sometimes I do art.,"I would just combine these two sentences. I understand your words but this is better English. Also, you might want to say, ""make art"" instead of dp, but the important thing is I understand you ^^.",Russian
but I don't know what is the Correct Sentence of these,but I don't know what is the correct sentence of these (It sounds more natural if you say I don't know which of these sentances is correct.),Russian
"Because,I was very busy by my many working items of office.","Because,I was very busy by my many working items of office. I was very busy at my office because there's a lot of work to do. <-- Is this what you meant? :)",Russian
"My last week's goal was to control my lifestyle, but I couldn't complete it.","My last week's goal was to control my lifestyle, but I couldn't it. (Your original sentence is OK, I made this change to make it a little more natural. The reason it sounds odd is that when you say ""complete it"", you want ""it"" to refer to ""goal"". But a pronoun like it usually refers to the most recently mentioned eligible noun. In this case, ""lifestyle"" could be the ""it"" as well, and ""lifestyle"" is closer to ""it"" in the sentence. Changing to ""do it"" makes the ""it"" refer to ""lifestyle"" and makes it sound more natural. Now it means ""My last week's goal was to control my lifestyle, but I couldn't control my lifestyle."")",Russian
Second question is that what do I do if I after graduate school.,The second question was what I would do after I graduate from school.,Russian
So I'm waiting for his coming so much.,"So I'm waiting for his arrival very much. -- This last part technically works, but it sounds a bit clunky. You could instead say - ""So I'm very excited for his arrival"" or ""I'm very excited for him to arrive"".",Russian
"<4>Team A is considered the frontrunners to win the championship, and cruising to victory with big point gap with its rival team.","<4>Team A is considered the frontrunner, and (who) will win the championship. They are expected to cruise to victory by a big margin over their rival.",Russian
">Does ""be versed in"" means to get used to something or receive something well?","""To be versed in"" means to already be very familiar with or to already know everything (all) about some situation or information (or how someone behaves).",Russian
"As the government strictly controlled its foreign exchange market, most of Koreans were widely engaged in black-market to transact the foreign currency.","[I'm not 100% clear on what you are saying. Do you mean something like,""When the government began to strictly control its foreign exchange market, most Koreans were widely engaging in black market activity in order to transact in foreign currency.""]",Russian
I've got a personality which I can't easily turn down when asked to do other's favor.,"My personality is such that I have a hard time saying ""No."" when someone asks me to do them a favor.",Russian
"I'm confused when explaining something in English and it makes some misunderstandings, mainly due to word order and choosing between this and that","It's really (frustrating and) confusing when I explain something in English and it results in a misunderstanding, mainly due errors in word order or how I tell them to say it. For example I might say, ""Say it like,"" or ""Say it like this.""",Russian
However there is another wise way to save him from company's punishment.,However there is a way he can avoid negative consequences for his mistakes.,Russian
"But I am decided challeger for my life, looking back now it was on of the best dicisions I ever made.","But I am decided challeger for my life, looking back now it was on of the best dicisions I ever made.I make the challenging decisions in my life, looking back now it was one of the best decisions I have ever made.",Russian
To make sure how much I can grow up is impossible because it is invisible.,"to measure how much i have grown up is impossible, because it is all on the inside. . .(or do you really me height?)",Russian
Because I stayed up late yesterday.,"Because I stayed up late yesterday. This sentence should be with the last one. ""I was so sleepy this morning because I stayed up late yesterday."" Or, if you wanted to separate the two sentences, you could say ""It is because I stayed up late yesterday.""",Russian
"When we eat in Kaiten-Zushi, we should use chopsticks in eating them because we eat them from dish, however we should use finger in this traditional style sushi-bar, because we eat them from the counter directly.","When eating at a Kaiten-Zushi, we use chopsticks as we are eating sushi from a dish. However, in these traditional style sushi bars we eat by hand straight from the counter.",Russian
Both of them are apt to eat and to drink a lot during the end-of-year season.,"In both cases people are apt to eat and drink a lot during the end-of-year season. (""Them"" refers to New Year's because it's the subject of the previous sentence, but it's people who eat and drink.)",Russian
So I can do as like this if I think about to study English is the same as doing surf.,"So if I can do like this and think about studying English in the same as surfing, it is possible.",Russian
"childehood is fun, fukuoka i wish again live i want to in future.","childehood is fun, fukuoka i wish again live i want to in future. My childhood was fun, I wish I could live in Fukuoka again. You don't have to add in the future.",Russian
I know englich at the level school and writing for easer please.,"I know Englich at the level school and writing for easer please. (I don't understand. Are you saying that writing English is easier for you? When you say, ""level school"" what does this mean? Which level are you talking about?Your level of English proficiency, perhaps?)",Russian
"I like to take breakfast at the cafe before work, routine.","I like to take breakfast at the cafe before work, routine. Although this sentence sounds okay, it would be more natural to say something like ""I like to eat breakfast at a cafe before work, it's my routine.""",Russian
"After class I attend to writing class,3:45 to 5:00pm.","After that class I attend a writing class, from 3:45 to 5:00 pm. [Although not essential, you might want to use 'that' to make it clear you are talking about the class in the previous sentence, since there are now 2 classes. Again the article 'a' is not essential and may be left out.]",Russian
"I think, that each one lives as fast as learned to do it.",I think that each person lives as fast as he learned to do it. I'm not entirely sure what you mean here...are you talking about the pace of life each person has according to their personality? As in whether they are laid-back or are always rushing to get somewhere?,Russian
"They also offered Japanese food such as okonomiyaki, somen, ozouni and dango etc.","They also offered us/to the people Japanese food such as okonomiyaki, somen, ozouni and dango You can add it, just to make the sentence more natural!",Russian
The job is so attractive and exciting for him that he said his optimize forecast.,"The job is so attractive and exciting for him that he said he's maximizing his options. *I'm not sure if you meant he has more options, or if he sees a brighter future ahead for him.",Russian
"I saw one of news paper articles which said that If when I want to do something, I really want to sleep.","I saw one of news paper articles which said that If when I want to do something, I really want to sleep. I saw a newspaper article about what to do when you are sleepy and yet there are other things you want to do.",Russian
"After that, I peeled a pear and I put it on a table.","After we finished dinner, I peeled a pear and I put it on a table. ( Did you just put the pear on the table? I think you ate it for dessert, so it's more important to say it than your sentence.) After we finished dinner, we had a pear for dessert and it was delicious.",Russian
"Because of lacking of writing English, I think It's difficult to translate something which I want to say into English.","Because of the lack of exposure to (OR practice in) English, both written and spoken, I think it is difficult to translate something I want to say into English. <Did you want this to refer to your experience back in Osaka? If yes, then everything would be in past tense>",Russian
"Sure, I have two reasons.","I have two reasons: (You might try ""well"" rather than ""sure"", but I think that it's okay if you say sure. I noticed, when reading through your response, that you didn't really get to your personal reasons until you were well into the second half. Maybe you could say that you trust yourself more than you trust others to do the best job, or that you want to take on as much responsibility as possible because you want to help everyone at the company as much as possible.)",Russian
"I knew that Amakudari is huge social problem in Japan, and also, it became complicate problem like too big to fail through this researching.","I knew that Amakudari is a huge social problem in Japan, but through my research, I found that it is also a complicated problem.",Russian
"my money was running out ,could be work at japanese restaurant easily if I was trying , but If I would do that ,it was no point for me the reason which I came over there so I wanted to work at the restaurant except that but it wasn,t easy for me because I couldnt speak english and didnt have qualification in particular",My money was running out. I thought maybe I could get a job at a Japanese restaurant. But it wouldn't be easy because I couldn't speak English and didn't have a particular qualifications.,Russian
"I'm going to take the examination in the middle of October, so, I applied for it.","I'm going to take the examination in the middle of October, so, I applied for it.I applied for the examination which I will be taking in the middle of October (This sounds more natural)",Russian
- A one teacher in school owner wearisom lessons so it feel me sleep .,"- One teacher at school teaches in a very wearisome way, so it makes me sleepy.(- One of my teachers at my school have very wearisome/tiresome lessons, they make me sleepy.)(What do you mean by owner ? Is it the headmaster you are talking about?)",Russian
This is my fist daily in English.,"This is my first diary(this word is a better translation for the word you used in Japanese, so I think this is what you mean)in English.",Russian
#NAME?,"- Toulousains: they are rugbymen./rugby players [Someone who actually plays seriously or professionally is a ""player"", whereas ""rugbyman"" could be just someone who enjoys the sport, maybe a fan, maybe plays as an amateur. I assume both apply to Toulousains, I just mention it, as it is different from the French usage]",Russian
I have been looking for a Laboratory researching artificial intelligence .,"I have been looking for a Laboratory that researches this particular subject, but I couldn't find that in my college.",Russian
"However, I kept walking all the days with strong spirit, endeavor and ...","However, I kept walking all the days (going through my days is a possible way to say it more naturally) with strong spirit, endeavor and ...",Russian
"However, I don't want to discuss everytime, because discussion makes me tired, so in my opinion, I am welcome to discuss something with someone.","However, I don't want to discuss every time because discussing makes me tired, so in my opinion, I am welcome to discuss something with someone (?). (Not quite sure what you mean in the second part? Do you mean: ""However, if someone would like to discuss, I would welcome it."")",Russian
"Firstly this year in order to adjust my ear to English pronounciations, I had listened to my CDs of English sources which I bought on some occasions which I felt the neccesarry of study English, though I couldn't.","This year, in order to adapt (or ""get used to"" if you prefer) to English pronunciations (note the spelling), I listened to my English CDs, which I had previously bought on some occasions when I felt the necessity of studying English.",Russian
"And yah, I will be older then : ""(.","However I will be another older then : ""(. (Try not to use and at the start of a sentence, it is incorrect and often actually doesn't make any sense anyway...sorry if I sounded rude then, I am editing in a rush and your writing is fantastic, but many people say it is ok to do this, however I argue strongly against it, as English is complex enough without people trying to teach you how to use words incorrectly.)",Russian
"Therefore, translators and interpreters play an important role in tourism translation because they are the only professionals capable of sending one idea to English without jeopardizing understanding by literality, without causing more problems than solutions by mistranslations to customers, and finally because they are trained to provide ease of communication when conveying ideas.","Therefore, translators and interpreters play an important role in tourism translation because of the following reasons. They are the only professionals capable of correctly translating one idea to English without jeopardizing understanding by literality and without causing more problems than solutions by mistranslations to customers. The other reason is that they are trained to provide ease of communication when conveying ideas. (The sentence seemed too long and confusing. To make it easier to understand, I broke it up into a few sentences.)",Russian
"Sometimes, we do not actually change and you just never know who we really are.","Sometimes, we do not actually change and we just never know who we really are. Since you've been using ""we"" for most of the sentence and the sentences before, it would sound better to use ""we"" here, too. ^^",Russian
"As there is a terrible crush every year,wish to see it from my room of the veranda!","When you use the word, ""crush"", do you mean, ""crowd""? It would be correct if this is so.",Russian
Decent themes can be counted on the fingers of one hand.,"Decent themes can be counted on one hand. [But I think your version is fine too...just I personally wouldn't say ""fingers""]",Russian
"Japanese's characters can be pronounced lots of ways even if it is same character, when we have it combine with others.",The same Japanese character can be pronounced lots of different ways when it is combined with other characters.,Russian
I and my neighbor who named John studied in the same school when we were kids.,"My neighbor John and I studied in the same school when we were kids. (It is more natural to put 'I' last, after the other person)",Russian
"So, I'll raise money and make the thing my habit.","So, I'll raise money and make the thing my habit. (""The thing"" is a colloquialism for something you hold contempt for. For example, if I hate my car that always breaks down and someone asks me, ""how's your car?"" i would maybe say, ""why do you ask, you know the thing is no good."" I don't know if you meant it in that sense, so I left it alone :) Otherwise, ""it"" works well. )",Russian
After that I went to a internet cafe near my school for using a Fax.,"After that I went to an internet cafe near my school to use the Fax. [We use the definite article because we are thinking something like 'to use the fax machine that I am sure they would have', or 'the fax machine that I know they have' or 'the fax machine that these places usually have', etc. You could also say 'to use their fax'.]",Russian
"Afterward, when I walked around my house I met accidentally my friend, just finished part-time job.","Afterward, when I was walking near my house I accidentally met my friend, who had just finished his part-time job. [Probably more natural to say: I bumped into my friend... The expression 'bump into someone' already contains the idea that it was by accident, not planned.]",Russian
She is so beautiful and kindness.,"The sales staff was so beautiful and kind. (if you want to refer to ""she"" you can say ""The woman I talked to was so..."")",Russian
It's very small shop what has 6 sheets.,It's very small shop what has 6 sheets.It's a very small shop that has only 6 seats.You don't need to have only in there but it sounds very odd without it.,Russian
"They are a lion, an elephant, a monkey, a horse, a sheep.","They are a lion, an elephant, a monkey, a horse, a sheep.*I think here you the word they may not work as well for the subject of your sentence.In my opinion it sounds a bit weird when I read this. I would say: the animals include....",Russian
"No matter I can't enjoy the privileges in that ages and didn't live together with them but, I just posted like this as the history, footprints, musics which they left is still remain, so there are no reason that I can't.","No matter I can't enjoy the privileges in that ages and didn't live together with them (?) Maybe => I haven't lived with them and experienced that age, but I am just writing a post like this, as the history, footprints and musics which they left still remains, so there is no reason that I can't. (Sorry, I understand broadly what you're saying, but I'm not sure exactly how you want to express it in the first part of this sentence.)",Russian
I choose this song and told him that this is really great and wrote it down name of this song on your notebook.,"I chose this song and told him that this one was really great, and that he should write its name down in his notebook. (Sorry man i'm not sure what you mean in this sentence, i hope this is okay.)",Russian
"I live near Shinookubo, so I knew there since my youth, and I realized it has changed a lot comparing to it used to be.","I live near Shinookubo, so I knew there since my youth, and I realized it has changed a lot comparing to it used to be.I have liked near a Shinookubo since my youth, and i have noticed many changes in contrast to what it use to be.",Russian
"Recently, I was starting new the use.","Recently, I found a new way to use it .OrRecently I started using it in a new way. Recently I decided to use it in a new way.",Russian
"When I opened this web set,my first reaction is to find someone's new chinese diaries and check it out.","When I opened this web set,my first reaction is to find someone's new chinese diaries and check it out. When I opened this website, my first reaction was to find someone's chinese diaries and check them out.",Russian
Especially I was surprised at shouts to keep time to drink.,"(""keep time to drink"" -- do you mean to drink in unison, in a synchronized fashion? I am not sure if there is a term for that. There probably is!)",Russian
"Today,I'm going to talk about a Japanese famous song.","Today I'm going to talk about a famous Japanese song. (do you see a space between the comma and ""I""? )",Russian
Recentry My PC is browse to very difficult on Lang-8.,Recentry My PC is browse to very difficult on Lang-8. This is an awkward sentence:( But since I'm not a native speaker it is difficult for me to correct it. I would say something like that: Some time ago I failed to access Lang-8 web-site.,Russian
However it will be a good experience for me becouse they are famous musician and it's not that everyone who wants to get the ticket can buy it.,However it will be a good experience for me becouse they are a famous band and it's not that everyone who wants to get the ticket can buy it.Maybe it's better to just say ... and tickets are all sold out.,Russian
"According to the graph, the No.1 cause of death has been the malignant neoplasm or the cancer for over two decades, and the number has increased steadily.","According to the graph, the No.1 cause of death has been malignant tumors or cancer for over two decades, and the number has been increasing steadily. << I had to look up ""neoplasm"", I think ""tumor"" would be better but it depends on who you think your audience is.",Russian
I hope I can do it.,"I hope I can cope up with learning all the languages.I hope I can do it.( is also correct, if u want to say for one thing or task)but you mean by the languages so it's better if you say the first sentence",Russian
You may not find it in foreign country.,"You may not find them in other countries. ""Foreign"" to me includes Taiwan, so, you can see, the term is meaningless.",Russian
"I am sure that I will be a little busy today,because today is my classmate called Lily's birthday,and she has asked me to give a present since last Tuesday.,The biggest trouble for me is I have thought too much,but I really don't khow which present I should give her,and,in summer holiday ,we live in different city,she is far away from me.","I am sure that I will be a little busy today because it's my classmate Lily's birthday. She has been asking me to give her a present since last Tuesday. The biggest trouble for me is thinking about which present I should give her. In the summer ,we live in different citys and she is far away from me.",Russian
"But, I have some regret of that behavior these days.","But I regret that these days. // ""behavior"" would be a little strange since it wasn't exactly a behavioural problem. perhaps you can say ""I regret having this/my attitude..""",Russian
I don't want you to get a Chihuahua.,I don't want you to get a buh buh buh. (I think this is kind of hard to explain cause I think he mumbles on purpose here. It's kind of like a short cut to explain that he doesn't want to talk about the dog the whole interview and make her upset cause she can't have one.),Russian
"Second one is ""The way you speak English and the way you speak Japanese is different.""","Second one is ""The way you speak English and the way you speak Japanese is different."" [This sounds awkward to me. I would say, ""The way you speak English is different from the way you speak Japanese.""]",Russian
I arrived at a town in the middle of which was a tall tower.,"I arrived at a town in the middle of which was a tall tower. (<- I think this is technically correct. But it would be more natural to say, ""The town I arrived in had a tall tower in the middle.""",Russian
The bouquet I have was given by our friend to adorn the room.,"My friend gave me a bouquet to adorn* the room. (*'Adorn' works here, however it sounds quite formal. It would sound more natural to say something like 'brighten up')",Russian
"And, she was much delighted at my drawing then.","And she was very delighted at my drawing then. A more casual way to say this would be ""She really liked it."" because we already know that it was the drawing from high school that she liked.",Russian
"The most important thing is what you think, what you do and what you feel.","The most important thing is what you , what you do and what you feel. [[In the above sentence you stated that your thoughts don't matter, so this becomes contradictory. What were the original words in Japanese?]]",Russian
Macaroon are popular these days and I can see the variety tastes.,Macaroons are popular these days and you could choose from a variety of flavors.(<--I'm not sure if this was what you meant.),Russian
I thought that the nature is living.,"(Because of this,) I thought that nature is . -In English this sounds a little strange... nature IS alive (all the plants and animals...), but I think what you mean is that ""sometimes nature seems like it is human""",Russian
"Giving you full of bouquet isn't only love, you know.","Giving you a full bouquet isn't only love, you know. [This line confuses me. Does it mean 'love is more than giving a bouquet of flowers' or does it mean 'I'm not giving you these flowers just because I love you'. If the first one, it should be 'Giving you a full bouquet isn't all that love is' and the second, 'I'm not giving you this bouquet just because I love you']",Russian
"I will read newspapers, magazines and new books by a tablet or a smartphone.","In the future I will probably read newspapers, magazines and new books on a tablet or a smartphone. [When talking about electronic devices, we usually say 'on'. I was on the computer. I read the news on my phone. etc] Also, I added 'in the future' and 'probably' here because the next sentence leads me to think you are not talking about something you will DEFINITELY do, just a hypothetical situation.",Russian
"The dictators, Hitler and Mussolini, were ruling their countries and they embodied the national wills.","The dictators, Hitler and Mussolini, were ruling their countries and they embodied the national wills. [Do you mean that there were no people in those countries who opposed fascist policies? I think this is historically inaccurate.]",Russian
At that time she could only speak Hungarian and she began to learn French while working at a small factory in the countryside.,"At that time she could only speak Hungarian, and so she began to learn French while working at a small factory in the countryside. These two parts need something to connect them, or they feel very unrelated. You could break it into two sentences, but then that would feel a bit short. I don't know the precise relation between these two statements, but in my opinion your original sentence feels a bit off.",Russian
And keep a diary in English everyday.,"I decided to study English and keep an English diary, in which I will write in everyday. This is a sentence fragment. You should merge it with the previous sentence.",Russian
"In my opinion, we get together that we will be happy.","In my opinion, we get together so that we will be happy. (it's a correct sentence, but for the sake of the flow in your writing, I would rewrite it this way: I thought we got together to have fun.)",Russian
"If we went to the net bar ,he will go home.","If we went to the net bar, he will go home. ? You mean, ""If we went to the net bar, he would have gone home."" ?? So you guys didn't go on the net bar to keep your friend from going home? Or did he leave for real?",Russian
"That night, I went to my brother's house, I had watch the Koinobori and Kabuto for my nephew Itsuki.",I went to my brother's house that night to watch the Koinobori and Kabuto for my nephew Itsuki. (Do you mean you watched it with your nephew?) I am not sure about this sentence.,Russian
We only got terrible tan but we couldn't have money.,"We only got terrible sunburns, but for all our trouble, we didn't even make much money. (""tan"" is correct, but usually, a ""tan"" is considered a good thing :) When we want it to express it as a bad thing, we call it a ""sunburn"".)",Russian
And we display it in the new house.,And we display it in the new house.And it is displayed in the house. - this sounds more natural.,Russian
"Yesterday, I watched the movie ""Harry Potter and the deathly hallows"" with my husband.","Yesterday, I watched (the movie) ""Harry Potter and the Deathly Hallows"" with my husband. You don't need to say ""the movie"" because it's unnecessary.",Russian
I hope my parents has good health ever though they are very healthy now.,"I hope my parents have good health in the future, even though they are very healthy now. Or... ""I hope my parents continue to have good health in the future"" <-- this implies that your parents are already healthy, so you want them to continue being healthy.",Russian
"Sometimes, it's a little too tragic, with girls sick, but the result is beautiful.","Sometimes, the dramas are a little too tragic, especially when the girls get sick, but the ending is always beautiful. (I am not sure what you mean by this sentence.)",Russian
"I hope it works, and I can leave it for good.","I hope it works, and I can leave it for good. (Here, ""it"" is not clear.I assume it's the state of having migraines. For a formal essay, you would probably be asked to replace ""it"" with what you're referring to.)",Russian
That is because these phrases come from the ideas of Christianity.,"That is because these phrases come from the Christianity. In this case, one may use passive voice, because we do not know exactly who invented these terms.",Russian
The reasons why I can keep studying English are that I like English and my family's cooperation with me.,I can study English because I like it - this sounds a little strange. 'Can' means 'have the ability to do~'. You could say: I am still studying Englishbecause I really enjoy it (and that motivates me). The second part of the sentence is okay: I can keep studying English because .,Russian
"yesterday I had been thinking of one question,which is how to improve my english especially spoken english,sometimes I thought my english is bad,it's because my words in my head is a few,it's not enough to use in daily life and I don't remember its pronounce, so I can't understand when someone speak with me.","Yesterday I was thinking of how I might improve my English, especially my spoken English. I sometimes think that my English is not good enough, because my vocabulary is fairly limited. It's not enough to use in daily life and I often don't rememberthe pronounciation of words, so I can't understand conversation e.",Russian
"(Because there was no coffee maker in my new workplace, and I definitely need coffee.)","(because there was no coffee maker in my new workplace and I definitely need coffee.) Or you could say I did this because... Remember that in English, ""because"" makes a clause subordinate and thus not a complete sentence.",Russian
"Today, I also go to a school to teach children.","Today, I went to a school to teach children. [this makes it sound like an unusual event. If it's your normal job, say 'Today I went to work. I am a teacher in an elementary school / a high school / whatever.']",Russian
"So we went as it was, and fianally we found the Kimono shop.","So we went on our way, and finally we found the Kimono shop. to is a common expression used when perhaps you could have taken another route, or stopped for something, but then continued on your way to a place you were going",Russian
"Can I always use,""figure out"" instead of ""understand"" in any case?","Can I always use,""figure out"" instead of ""understand"" in any case? You pose a very interesting question. It makes us think about our own English! ;-)""I can't understand you"" can have two meanings: (1) There is too much noise in the background, or over the cell phone. So it would be understood as ""I can't hear (understand) you very well."" Or hear well but the person trying to talk to you (you're physically close to the person standing near you) is talking too softly or is mumbling. ""Speak up, please, I can't understand you (hear you). (2) For example; husband and wife are having an argument. He says, ""I can't understand you!"" He hears her OK, and she is not mumbling, but , to him, she makes no sense at all. You think she is talking nonsense, irrationally.",Russian
"When I saw her at first time,I didn't know he(she) is female.","When I first saw her, , I didn't know he/she was a female. [You know if ...back at that time = ""was."" Present time: ""I know if he/she a female.]",Russian
"""I was always you."" is unnatural ??","""I was always you."" is unnatural ?? [Very unnatural. It just doesn't work in English. Makes no sense at all in English The translation ""I've been loving you"" is almost excellent. I would add to it, "" ... forever"" or ""... since we first met."" We English speakers/writers say, ""I love you."" If I'm not mistaken, you, in Nihongo say, ""Daisuki desu ..."" exact translation into English = ""Love exists,"" ne? You like the phrase, ""It's always been you."" Remember, the word ""it's"" can mean two things: ""it "" and ""it ."" Example: ""It's been (it been) a long time since we've seen each other."" Then there is it's = it . Example: It's (it ) nice to see you again."" ""It's always been you"" means ""It always been you."" Another way to say the same thing: ""You have always been the only one I've ever loved."" Does this help you understand any better? I hope so!]",Russian
i must keep fighting.,"i must keep fighting. (I understand your meaning, but this isn't a common expression in English. Instead, we might say, ""I must keep trying!"")",Russian
I went shopping at the department store,"I went shopping at a department store. (In English, the is for specific nouns and a and an are for general nouns. Here you don't tell us which department store you are talking about. So you have to use a. If you want to use the, you can say ""I went shopping at the department store, which is the closest to one to my house"". Here you are being specific about which department store you went to. Understand? )",Russian
I cant believe there are persons who understand what he says in the world!,(This is a difficult sentence in English). probably: I can't believe anybody in the entire world can understand his ideas.,Russian
"if you are eating dinner, and meal smell good, you can save your compliment, because you compliment a meal, it won't be happier, or more delicious, so that eat it directly is the best way to do.","If you are eating dinner, and meals smell good, you should eat them directly without any compliment.",Russian
Because the taste is best for cooking the rice when I use earthenware pot.,This is due to the taste being superior when cooking the rice in an earthenware pot. ( I totally agree. I don't like rice cooker rice. It tastes like plastic ),Russian
"Unfortunately my brain cells declease day by day,so I give them a piece of chocolates and encourage them a little.","Unfortunately, my brain cells declease day by day,so I give them a piece of chocolates and encourage them a little. You may have wanted to express ""Unfortunately, some of my brain cells die each day, so I give them some chocolate to encourage them a little.""",Russian
My temperature is enough hot not to feel the coldness when I put ice on me.,"My temperature is enough hot not to feel the coldness when I put ice on me. You may have wanted to express ""My body temperature was so high that I didn't even feel the coldness of the ice I placed on myself."" You may want to discard ""the coldness of,"" if you like.",Russian
"Of course I somehow am not well with my condition, especially having running nose today.","Of course I somehow am not well , especially since I've had a runny nose today.",Russian
"2, She will dismiss herself from our company to take a responsibility.","2, She will dismiss herself from our company to take a responsibility. [ I have a problem with this, and I'm not sure why. It's seems that she's firing herself. ""She's leaving our company to take a higher-paying job with a new company in Brazil."" ]",Russian
"5, Could you teach me the way of courteous greeting in this country?",5. Could you teach me the courteous greetings of this country? Could you teach me how to greet someone courteously in this country?,Russian
"Yesterday, I organized a activity and invited my friends from my high school and my university.","Yesterday, I organized an activity and invited my friends from my high school and my university. (Activity is correct and people will understand you, however native speakers might not use it. A common way we could express this is ""I organised to go with my friends to KTV "" or something""",Russian
The fraction of girls gets along well with my male friends.,"Themost of the girls I know get along well with my male friends. (I'm not sure what you mean by ""the fraction""- do you mean ""most"")",Russian
"He is famous director as Akira Kurosawa, Kenji Mizoguthi, and Yasujiro Ozu.","He is as famous as Akira Kurosawa, Kenji Mizoguthi, and Yasujiro Ozu. (You already said he is a director, so you don't need to say ""he is as famous a director as..."")",Russian
I met them for the first time in a year.,"I met them for the first time in a year. 1. (I met them again since a year ago.) 2. (I met them for the first time a year ago.) Not sure what was meant here, so I threw out some guesses. If you've already met your relatives, then it isn't necessary to use ""for the first time,"" since that's usually used for something that's actually happening for the first time.",Russian
I have some concern though.,"I have some concerns though. Or you could write ""a concern."" Some implies more than one.",Russian
"Now, I moved down to the South side of the US due to my husband's job.","Now, I moved down to the South side of the US due to my husband's job.This sentence is correct, but you can also say it like this : Now, I moved down South, due to my husband's job",Russian
"Because not all the people could afford to attend to colleges or universities, but almost every residents in a country would attend to kindergardens or elementary schools.","This is (in this situation, beginning the sentence with ""because"" makes it an incomplete sentence) because not all people can afford to attend colleges or universities, but almost every resident of a country attends kindergarten and? (I think you mean ""and"" - it is unlikely that a child would attend only kindergarten) elementary school. (On second thought, it common to attend elementary school but kindergarten... this is a tough one. I'm just reluctant to leave ""or"" because it implies an either/or relationship. I guess that if you want to be explicit, you should try to rephrase the sentence. Sorry I can't be of more help on this one!)",Russian
"According to the first theory, when somebody travels to the past, he can change the history.","According to the first theory, when somebody travels to the past, he can change history. ( I think, the more abstract the noun , the less likely it is to have the article with it in English, e.g love, time, hate etc.... )",Russian
"Although it's old age, this movie doesn't need any indulgence, except a couple of door-punch scenes at the beginning (and, - yes, you get it correctly, - it is a comedy, directed by Alfred Hitchcock.","Although it's old , this movie doesn't need any indulgence (""indulgence"" is an excess and usually has a connotation of ""greed"". Do you mean ""Although it's old, it is not cheesy""? Cheesy, in this case, does not mean ""like cheese"", it means something you roll your eyes at, something that is uncool/lame. I don't know if it's only an American expression, though), except for a couple of door-punch scenes at the beginning (and,yes, you read that correctly - it is a comedy, directed by Alfred Hitchcock.",Russian
And I am ready to eat the poods of your mustard salt,"And I am ready to eat the of your mustard salt (I had to look this up in the dictionary. According to the dictionary, a ""pood"" is a unit of measurement in Russia. We don't use this in the States, and I don't think they use it in the UK either. Unless you meant ""pod"", which means something completely different and would make perfect sense here)",Russian
It was a fulfilling vacation.,"It was a fulfilling vacation. i dont think you can say ""it was a fulfilling vacation ""its better to say i fulfilled many things in my vacation or just give it another adjective...",Russian
"I searching some information about woodstone in internet,I fond many people said they was delicious,but some people disagreed,I wishing we could have a good meal tonight.","I searching some information about oodstone internet I fond many people their was delicious, but some people disagreed I we c have a good meal tonight. * is a better word to use in this sentence instead of wishing. They mean roughly the same thing, but sounds better.",Russian
1) a warm bag you sleep in especially when camping: *********k** (sleepingbag?,Sleeping bag is the ONLY thing I can think of. There is no way it isn't that.,Russian
I wonder it is influenced by the global warming.,I wonder it is influenced by global warming.I wonder it is influenced by global warming.,Russian
"The collision on Tuesday involved the working satellite owned by US based Iridium company that does work with the US defence department, and that there defunct the Russian communication satellite.","The collision on Tuesday involved the working satellite owned by US based Iridium company that does work for the US defense department, and a <word>(haha I can't make it out...either I can't spell it or it's a Russian word.) Russian military communication satellite.",Russian
"I often feel sleepy while I am reading, even if it is written in Japanese.","I often feel sleepy while I am reading, even if it is written in Japanese. This is grammatically correct, however if you were to say it like this to a person it would also sound awkward. It is best to say, In fact I get tired as I am reading things in Japanese.",Russian
"You should wear a contact lens.""","You should wear contact lens"" You should wear contact lenses (because there is more than one lens you will need to wear, we make it plural)",Russian
"I'd like to pay tribute to all the fabulous father: thank you dad, for all you've done for me.","I'd like to pay tribute to all the fabulous fathers: thank you dad, for all you've done for me. //If you use 'all' then you must use the plural noun 'fathers'.",Russian
Sometimes I wrote down the good words or colloquial conversations during the program.,"Occasionally/Every so often I wrote down good words or colloquial expressionsduring the program. //'Sometimes' is used over long periods of time, for example: Sometimes I go for long walks. Also, 'the' shouldn't be used here since you're using the disjunct 'or'. 'Or' makes the sentence ambiguous, for example: 'I ate an apple or two' (this means that you don't remember or that you don't want to say specifically how many apples you actually ate). So, combining something specific (the) with something unspecific (or) make the sentence sound strange. You can keep 'the', but you must change 'or' to 'and'.",Russian
But I have affection for here.,"But I have affection for this place.<<This would be better if combined with the previous sentence. ""Asakusa is my wife's hometown, not mine, but I have affection for it (or ""but I like it"").""",Russian
"Last week, I went to the Ethiopia Restaurant with my friend.","Last week, I went to the Ethiopia Restaurant with my friend. (You could also say ""...I went to an Ethiopian restaurant..."")",Russian
"I still love and will always love English, but it seems that I can no longer be that ""fearless"" of making mistakes.","I still love and will always love English, but it seems that I can no longer be that fearless of making mistakes. Not really anything wrong with this, just don't need quotes there, I understand the emphasis though.",Russian
Although a regular notebook for taking notes would be alright but I prefer one specially for new words.,"Although a regular notebook for taking notes would be alright I prefer one specially for new words. You don't need but because you ve already used although. Although is what's called an introductory phrase in this sentence. It's introducing that inspite of one thing, something else happened. ""Although it was raining outside, she went for a walk anyway. ""Although the crowd traffic was bad, we arrived at our destination on time"" etc.",Russian
