text,correct,predicted_native_language
i study a lot normaly and i need a break sometimes..,"I normaLLy study a lot and I need a break sometimes..(usually adverbs, which end in ly are put before the verb although a native would not find a problem with where you put it.)",Chinese (Mandarin)
"Few days after I cleaned my room, threre are many things ......,unbelivable!!!!!!","A few days after I cleaned my room, there are many things (on the floor, out of place.... (you need to finish your thought here))......unbelievable!!!!!!",Chinese (Mandarin)
New shoes hurt my foot.,New shoes hurt my foot.I think you need to say both feet .. unless you mean only one foot that hurts?!just remember in english (foot=single) and (feet=2 or more),Chinese (Mandarin)
I wish they spend wonderful days till the end of August.,"I wish they spend wonderful days till the end of August.I hope they have a good summer till the end of August.Usually if we use the word 'spend', we would say I hope they spend time having fun till the end of the August. Something like that, 'spend' needs to be with another verb.Whilst the use of ""I wish"" seems more of a personal request. Whereas 'I hope' is not as strong in meaning.",Chinese (Mandarin)
Messi at national football team.,"Messi (I'm not sure what you wanted ot say with ""at national football team"". Maybe reword the sentence ""Japan's national football team beat Argentina, even with Mr. Messi on their team."")",Chinese (Mandarin)
"I think Jew is not a good word) In this case, Dreyfus was a target by the person who took a big bite.","I think Jew is not a good word) In this case, Dreyfus was a target by the person who took a big bite. *In history the word ""Jew"" actually has no negative implication. I think you're confusing them with ""German"" Lol. Just clarifying ^_^",Chinese (Mandarin)
"So , before this lesson , i must finish washing , cleaning ,and homeworks on AM.","So, before this lesson, I must finish washing, cleaning, and doing my homework . ('Homework' means any amount of homework (not much or a lot). You said 'before this lesson', so 'before midday' is not needed again)",Chinese (Mandarin)
"Many people dislike Monday , means start day .","Many people dislike Monday, it means back to work. ( with other languages I know that you put a space before the punctuation, but in english we do not. so instead of ""Mondayit..."" it should be ""Monday it...""",Chinese (Mandarin)
"it's allways someone earlier than me preconcerted, China has a too large population...",Always someone buys the ticket before me. China's population is too big ...,Chinese (Mandarin)
Sometimes I learn English at night.,"Sometimes I study English at night. (It's confusing to go from German to English (or from English to German) for the words study/learn and studieren/lernen. ""Lernen"" is used when ""study"" would be used. ""Ich habe letzte Nacht Englisch gelernt"" is ""I studied English last night."" You study something in order to learn it... You can say: ""I'm studying a vocabulary list."" and once you're done studying it, you can say, ""I learned new vocabulary today."" I hope that makes sense.)",Chinese (Mandarin)
"Second stereotype I could be said that is not true too, maybe in the south, people signing and dancing more than the north, but we do not spend all our time only in this things.","Second stereotype I could be said that is not true too, maybe in the south, people signing and dancing more than the north, but we do not spend all our time only in this things. (your ideas are mixing. Try something like: ""Second stereotype: people spend all their time signing and dancing. One could argue against this too. People sign and dance more in the South than in the North, but we do not spend all our time doing this.)",Chinese (Mandarin)
But I cannot understand about English CD.,"But I cannot understand English CDs. Note: either say ""... understand English CDs"" (plural) or ""...understand the English CD"" (singular, refers to specific CD by using ""the"", but in this case, you have to have told us what the specific CD is)",Chinese (Mandarin)
Assisting as the team won through was happy though I had not expected of the Japanese varsity so much before the World Cup started.,Assisting as the team won through was happy though I had not expected of the Japanese varsity so much before the World Cup started.Supporting the team as it won its matches made me happy though I had not expected much from the Japanese team before the World Cup started.,Chinese (Mandarin)
"So when I decided that I have free time, I learn English on this site.","So when I realised that I have free time, I decided to learn English on this site. / So then I decided that in my free time, I will learn English on this site. (?)",Chinese (Mandarin)
"But anyone didn't say to him ""Stop the dance!"".","But no one said ""Stop dancing!"". ""Said"" (sei-do) the past tense of ""Say"". Hope that helps (o:",Chinese (Mandarin)
"Athough I don't use it very much now, I hope I can improve myself with English one day.","I don't speak English often at the moment, I wish to improve my English.",Chinese (Mandarin)
"They do speak English quite well, but at least, I'd like to know natural expressions, if there are.",", I'd like to know if these expressions are used in daily conversation and if they sound natural to you.",Chinese (Mandarin)
"It's really bloody (not sure about the word, I heard it can mean ""fucking"" but I have no more knowlegde about that) and there are some almost erotic scenes.","It's really bloody (not sure about the word, I heard it can mean ""fucking"" but I have no more knowlegde about that) and there are some almost erotic scenes. Eep, two complicated words here! For Americans, ""bloody"" means simply covered in blood. ""He had a bloody gash on his leg after the car accident"". For British, it's an intensifier that can be used in pretty much any situation that Americans (at least, Americans who swear) might use ""fucking"" or ""damn/ed"". (""That damned dog won't stop barking!) Think ""maudit"". It is so closely identified with Brits, however, that as a non-Brit I would never use it that way.See this for details: http://alt-usage-english.org/excerpts/fxbloody.html ""Erotic"" is less strong than ""explicit"", which I'm guessing is what you meant. Romance novels are erotic, porn is explicit. However, just to annoy you, ""erotic"" is often used as a euphemism for explicit, so look at the context carefully. ;)",Chinese (Mandarin)
The feeling I got when I got into Compton was creepy since there are many house painted by gang and ambiance was like dark.,"When I got into Compton it felt creepy (to me) since there are lots of house sprayed with gang graffiti and it's really dark. Or you can say ""When I got into Compton felt really creeped out since.....""",Chinese (Mandarin)
I guess skills to listen to English have been improved for these five years while I've stayed in the U.,I guess skills to listen to English have been improved for these five years while I've stayed in the U. (I guess my English listening skills have improved during these five years while/that I've stayed in the U. S.),Chinese (Mandarin)
I try to write a little thing from my ordinary life in English EVERYDAY!,I try to write something in english everyday! Something relating to my life. (making two sentences makes it easier to understand the two points),Chinese (Mandarin)
"Today, my daughter Sixtine left for England for week with her middle school .","Today, my daughter Sixtine left for England to spend a week there with her middle school . You can also say, ""My daughter Sixtine left with her middle school today to spend a week in England.""",Chinese (Mandarin)
I am now applying for a temporarily job with an organisation which will assign 15 participants to several host organisation.,"I am now applying for a temporary job with an organisation which will assign 15 participants to several host organisation. [In American we write it ""organization"" with a ""z"". British is with the ""s"", just to let you know. Both are correct.]",Chinese (Mandarin)
And I study Enlish.,"And I study English. (You can probably combine these two sentences: ""I get up at 5 o'clock everyday to study English."")",Chinese (Mandarin)
"I am Della Young, in the last Christmas Day, I experienced a sad and happy event.","I am Della Young, on the last Christmas Day, I experienced a sad and happy event. I think that it might be better to say ""I am Della Young, last Christmas I experienced a sad and happy event."" The way that you have it phrased now ""on the last Christmas Day"" kind of sounds like she is no longer alive and is telling a story about her last christmas day. Does that make sense?",Chinese (Mandarin)
I have no idea about my English at all.,I have no idea about my level of English at all. (I have no idea how good my English is?),Chinese (Mandarin)
"Maybe I shoud try to write down in Chinese, and then translate to English for the previous five diaries.","Maybe I shoud try to write down in Chinese, and then translate them to English for the previous five diaries. NOTE: Put your subject in the beginning of the sentence is easier to read and understand. For example, ""May be I should try to write my previous five diary down in Chinese, then translate them into English"".",Chinese (Mandarin)
"If Via Campesina had let me translate some documents till someday, I submitted that in time.","If Via Campesina had let me translate some documents till someday, I submitted that in time. If Via Campesina had let me translate some documents, I would have submitted them on time. If Via Campesina lets me translate some documents, I would submit them on time. Note: I'm not sure whether you're recounting some disagreement you had in the past or simply giving an example.",Chinese (Mandarin)
You have to stop the Q-tip when there's resitance,"You have to stop the Q-tip when there's resistance Q-tips are used for cleaning ears (I don't know if the Q-tip brand is in Japan?). This means if you're cleaning in your ear with a Q-tip, you meet resistance when you hit your eardrum.&nbsp; If you pop your eardrum, you go deaf.",Chinese (Mandarin)
I think that especially spend it easily in Japan because they are also in their countries.,I think that they can especially spend time at this Starbucks easily in Japan because Starbucks are also in their countries. (when you use pronouns make sure that people know what you are talking about),Chinese (Mandarin)
"Needless to say, the verbal test in GRE is extremely hard, especially for ESL learners like me.","Needless to say, the verbal test in GRE is extremely hard, especially for ESL learners like me. (I would say ""Needles to say, the verbal part of the test is extremely hard, especially for ESL learners like me."" You can say ""the test"" instead of ""GRE"" because we already know you are talking about the GRE)",Chinese (Mandarin)
"I get many new stuff in it, however ,my english is still so bad..","It has a lot of new information in it, however, my English is still very bad.",Chinese (Mandarin)
"When you put your legs into the table with the thick blancket, and turn on the heater, you never feel like standing up no more, even though you get a nature call!","When you put your legs into the table with the thick blancket, and turn on the heater, you never feel like standing up no more, even though you get a nature call!( xD I've got the point, but I feel in English it sounds a bit different )",Chinese (Mandarin)
There is his parents house in Nagasaki.,"His parents have a house there. (you've already mentioned Nagasaki, so the pronoun there is fine.)",Chinese (Mandarin)
We repeated to advise that they had to be careful of their name alphabet on the application sheet for the passport.,"We repeated to advise them that they had to be careful of the romanization of their name on the application sheet for their passport. (""Romanization"" is the term I always hear for converting kana to romaji.)",Chinese (Mandarin)
We took a few kind of Onsens before dinner.,"We took a few kinds of Onsens before dinner. ( You can also say "" We took some Onsens before dinner"")",Chinese (Mandarin)
i frist plan to call back my parents and my grandparent.,"When I arrive in Phoenix, the first thing I plan to do is call my parents and my grandparents to tell them I have arrived safely in the USA.",Chinese (Mandarin)
I'm grad to hear that.,"I'm glad to hear that. (I've noticed Japanese have a hard time distinguishing between ""r"" and ""l,"" because there is no distinction in Japanese. I'll try to think of a way to help Japanese people distinguish between the two, and I'll let you know if I think of something. ^_^)",Chinese (Mandarin)
"ah, I was playing Nintendo DS on the seats and was coming for my home.","There were two cute, young girls.",Chinese (Mandarin)
"6, They should learn courteous expression in English to communicate with their customers smoothly.",6. They should learn courteous expressions in English to communicate with their customers smoothly. They should learn courteous expressions in English to help them communicate with their customers more professionally.,Chinese (Mandarin)
"I correct other Japanese, so I understand Japanese deeply.","I am well-versed in the Japanese language, so I correct other Japanese.",Chinese (Mandarin)
"Others who often come here with little footprint,just have a glance,no entry,no message,what are we doing?Waiting,waiting for new message,waiting for others' entry.","Others who often come here with a little footprint (what do you mean by this?),just take a look ,no entry,no message; what are we doing?Waiting,waiting for new messages,waiting for others' entries.",Chinese (Mandarin)
"Career seminar @Kyoto gave essences, which are what next paradigm is, to us.","Career seminars in Kyoto gave the essence, of what the next paradigm is",Chinese (Mandarin)
"Though I often see on the television,foreigner eat the California Roll.","Though I often see on the television foreigners eating California rolls. ( You should combine this sentence with the one that follows so that it reads, ""Though I often see on the television foreigners eating California rolls, do they not eat slices of raw fish?"")",Chinese (Mandarin)
"And in Summer time,temperature in Tokyo raise till 35 degrees.","In summer time, temperatures in Tokyo rise to 35 degrees. (Are you referencing the need for more power to run air conditioning? You will want to put that in this if you do.)",Chinese (Mandarin)
"I woke up at 8 a.m. and then Rosemary and I walked the energetic petdog, Morgan.","I woke up at 8 a.m. and then Rosemary and I walked our energetic dog, Morgan. //We nearly always omit 'pet' when talking of pets like dogs, cats, etc... Also, 'the' is used on nouns that we want to point out or specify and so using 'the' can make ones attitude toward the noun a bit unfeeling or cold. 'The' ca also be used to refer to widely known or famous things. In your sentence, 'the energetic dog' almost sounds as if you're referring to a famous dog that everyone would know of.",Chinese (Mandarin)
"After studying the sonnet, I was fascinated by it.","After studying the sonnet, I was fascinated by it. Shakespeare wrote many sonnets, so you will need to refer to the particular sonnet otherwise you can say you were fascinated by as number of his sonnets.",Chinese (Mandarin)
I lived and around in Australia for working holidy last year.,I lived and around in Australia for working holidy last year. Not quite sure what you mean...Maybe1. Last year I lived and worked in Australia for a working holiday. OR 2. Last year I lived all around Australia during my working holiday.,Chinese (Mandarin)
"If you get the chicken for me, I will assure we have relationship forever.","If you get the chicken for me, I will assure we have relationship forever.This is kind of true, but I think in this episode, what they are doing is pretending to bea drug dealer anddrug addict. So ""hook you up"" means supply you with the drugs you need---or, in Cartman's case, chicken!",Chinese (Mandarin)
"(1) We would like to visit Studentenwerk in Muenchen on 14th July, instead of visiting Paris, because of Bastille Day in France.","First, we would like to visit Studentenwerk in Muenchen on July 14th instead of visiting Paris because of Bastille Day in France. (I think the other commas are not needed in this sentence.)",Chinese (Mandarin)
"(5) Concerning interpreter, we need two Japanese-English conference interpreters in Berlin (11-13.","Fifth, concerning an interpreter, we need two Japanese-English conference interpreters in Berlin (July 11-23) and one Japanese-German interpreter for when we visit Studentenwerk. (You wrote that Studentenwerk was in Muenchen earlier, so it sounds slightly overbearing to repeat that. Note: you cannot use a comma with a parenthesis. The parenthesis has its own pause.)",Chinese (Mandarin)
7/14 Visit to Studentenwerk in Muenchen,"July 14th: Studentenwerk in Muenchen (I deleted ""visit to"" because it varied from the pattern above. In other words, if you started your explanation with ""Visit Berlin. Visit Muenchen."" etc. then it would fit in the pattern.)",Chinese (Mandarin)
You better be careful of changing seasons.,"You better be careful of changing seasons. Hmm, I don't think this sentence translates as well into English. Do review my suggestion again as it does seem a reasonable translation. We would not usually attribute a cold to the change from Winter to Spring, you see.",Chinese (Mandarin)
"If this news is the truth, I can not show my sentiment by English.","If this news is true, I can not show my sentiments in English. (Or, 'I cannot express how I feel in English'.)",Chinese (Mandarin)
"By the way, I want to teach japanese, if someone learn from me.","""BTW,I'd love to give you a hand if someone needs my help with japanese."" will be closer to your japanese translation.",Chinese (Mandarin)
"At the meeting, the bride asked me to be ready for BGM at the party.","At the meeting, the bride asked me to be ready to DJ at the party. do you mean play the music? I'm sorry, I don't know the word ""BMG.""",Chinese (Mandarin)
On the weekend I was watching House series.,"Over the weekend I watched House, the tv series. (Or simply ""Over the weekend I watched House"" because most people know what it is. ;) )",Chinese (Mandarin)
It means I read sentence after mixing sequence up because English and Korean are difference with sequence each other.,It means I read sentence after mixing sequence up because English and Korean are difference with sequence each other. What I mean is that I get the English grammar mixed up because the sentence structures of English and Korean are different.,Chinese (Mandarin)
"Allah fotm water below her and she should shake the bole of palm, it will drop ripe dates fot her, and she should ate from them, drink water and be happy.",God then created water next to her. She then shook the palm tree to drop the dates to the ground and she ate and drank happily.,Chinese (Mandarin)
About 2 months ago I just pass a text about International Chinese Language Teacher Certificate Of Qualification.,"About 2 months ago, I happened to read a text about International Chinese Language Teacher Certificate Of Qualification. 'happened to' means unintentionally ---or---- About 2 months ago, I just passed the International Chinese Language Teacher Certificate Of Qualification Exam. I don't know which one is your actual meaning, since this is my first time hear 'pass a text'.",Chinese (Mandarin)
Are there similar puddings in your country?,"Are there similar puddings in your country? Yes. A popular pudding originating in Mexico is Flan. It is a custard, made with eggs, cream, and sugar. It has a caramelized sugar topping, which is at the bottom, so you must invert the flan to serve it on a dish. Your Pulin looks suspiciously like Flan.",Chinese (Mandarin)
And I came home at 22:00.,"I finished at 21:00 today, and I came home at 22:00.Note: I would join these two sentences to make it sound more conversational. Also, you can use time formats like 7am for 7:00 and 10pm for 22:00 - only if you like!",Chinese (Mandarin)
Some Japanese insisted that Japanese Government should boycott foreigners and change Syougun into the emperor because Syougun accepted American request and yielded to the US.,Some Japanese insisted that Japanese Government should boycott foreigners and change Syougun into the emperor because Syougun accepted American request and yielded to the US. (Do you want to say make Syougun into the emperor or change the current emperor Syougun to someone else? Your sentence would indicate the latter.),Chinese (Mandarin)
"they try to make circle kit, and enjoy the show.","hey tr to make circle, and enjoy the show. //I wasn't sure what you meant by ""circle kit"", this is not a phrase we use in English, so I shortened it to circle. However, I think you meant ""mosh pit"" which is a group of individuals together at a concert (usually near the stage) that dance and jump around a lot. Sometimes band members from on stage will ""dive"" or jump into the mosh pit and be handed around the audience above the heads of the crowd.",Chinese (Mandarin)
"We are,I believe, the group most accostmed to earthquakes,I can say that Japanese is a ethnic group living with earthquakes.","We are,I believe, the group most accostmed to earthquakes,I can say that Japanese is a ethnic group living with earthquakes.We are, I believe, the group most accustomed to earthquakes. I can say that the Japanese are used to earthquakes. (Sounds more natural)",Chinese (Mandarin)
"As you know, many people move to meet their family and friends.","As you know, many people travel to meet their family and friends.(When using ""move,"" the meaning implied is ""to relocate for a long period of time."" And since Thanksgiving visits are usually pretty temporary, I changed it to a word that implies this better ^^)",Chinese (Mandarin)
I have a trauma.,"I have a phobia. (""phobia"" is better if you mean a fear of something).",Chinese (Mandarin)
"And the woman who saw him turns his bag say "" That's awesome""","A woman who saw him turn his bag into skittles said ""That's awesome."" [Do you mean that he turned his bag into skittles, and she saw him do that? What kind of bag? Bag is a very vague term in English, so this sentence does not convey any clear picture.]",Chinese (Mandarin)
Here is my translation.,"Here are my translations. [You gave more than one translation, so in English, this requires a plural noun.]",Chinese (Mandarin)
What's different between these two phrases?,"If you are telling someone to go lay down in bed and sleep, you will say, ""go to bed."" Also, if you are going to lay down, you will say ""I will go to bed"" or ""I'm going to bed."" If you say ""go to the bed"" it only really works as a description of someone's motion, like ""Matt and Tom had a pillow fight. Tom dropped his pillow, and tried to go to the bed to get a new one, but Matt got in the way, so Tom lost.""",Chinese (Mandarin)
"Because i don't normally like science fiction movies, they are out of touch!","I don't normally like science fiction movies; they are out of touch! Never start a sentence in written English with a words such as ""because"" or ""so,"" it's considered bad writing.",Chinese (Mandarin)
"I will go to school from Saturday, so I have to wake up early!","I will go to school from Saturday, so I have to wake up early! I'm not sure what this sentence means. If you're starting school on Saturday, you would say,""I'm starting school on Saturday, so I need to start waking up early."".",Chinese (Mandarin)
"I went to the city center in Leicester to buy some cocking utensils, such as a knife and a cutting board.","I went to the city center in Leicester to buy some cooking utensils, such as a knife and a cutting board. (in Australia, we say 'chopping board', but I don't know about the UK)",Chinese (Mandarin)
Now I hope it is in my car.,"Now I hope my wallet is in my car. (Using the word ""it"" in English can be a bit confusing. &nbsp; People typically expect ""it"" to refer to the subject or topic of the previous sentence.&nbsp; In this sentence, ""it"" sounds like it might refer to some coke or tea.&nbsp; Since you changed subjects, it makes more sense to say ""my wallet"" again to let the reader know which thing you mean.)",Chinese (Mandarin)
I bought a car seat for my baby who will come from Japan in a week at Toysarus.,"I bought a car seat at Toys R Us, for my baby who will come from Japan in a week. (the way you wrote it, it sounds like the baby is coming from Japanese Toyarus). Usually in English we try to keep words close to the words they modify, since we don't have particles to identify their function in the sentence. It's not always true, but it's a good idea.",Chinese (Mandarin)
I wish she become famous singer in korea,I wish she become famous singer in korea I wish that she will become a famous singer in Korea.,Chinese (Mandarin)
It's been almost 7months since I came to America.,"It's been almost seven months since I came to America. (When writing, a simple rule to follow for numbers is you spell out anything less than 11. One, two, three, ... Unless you are writing an address 20 North Street.)",Chinese (Mandarin)
Right now I'm doing the Social Service in the Self-Acces Center of my Faculty.,"Right now I'm doing the Social Service in the Self-Access Center of my Faculty. The terms sound a bit weird in English...I don't know what you mean by ""Social Service"", and by ""faculty"" I think you mean department. Faculty = the professors.",Chinese (Mandarin)
I'm going to ski with my friend next Sunday,I'm going to ski with my friend next Sunday. [Alternative: I'm going skiing with my friend next Sunday.],Chinese (Mandarin)
Maybe I should make a T-shirt which's printed by words said,"Maybe I should make a T-shirt (Or just: ""a T-shirt that says"")",Chinese (Mandarin)
I work at University in japan.,"I work in administration at a University in Japan, so I need to communicate with English professorate.(you can delete the next 2 sentences if you combine them this way)",Chinese (Mandarin)
and she told that in that English class there are 89years old parson and 90 years parson.,"And she told me in that English class in England there is an 89 year old person and a 90 year old person, who came from foreign countries to learn English.",Chinese (Mandarin)
There are rich space unlikely to exist in japan.,So much space in one building is unlikely to exist in Japan (Do you mean there was a lot of space?),Chinese (Mandarin)
I have taken IELTS exam many times last year and put myself in school in London since the middle of August.,"I have taken the IELTS exam many times last year and enrolled myself in a school in London since the middle of August last year. -> did you enrol first before taking the IELTS exam? if you did, you should instead put 'I enrolled myself in a school in London since the middle of August last year and have taken the IELTS exam many times last year.'",Chinese (Mandarin)
- Actually living in Japan sometimes piss myself off that I watch TV program long time even though I think It's so bullshit.,#NAME?,Chinese (Mandarin)
My school is dongwang middle school.,[My school is]/[The school I attend is]/[The school I go to is] Dongwang Middle School. (You always want to capitalize names),Chinese (Mandarin)
"When I started to read, I remembered my interest towards the English language in an earlier time.","When I started to read, I remembered my interest the English language an earlier time.(You could have written more simply: When I started to read, I remembered my earlier interest in the English language. )",Chinese (Mandarin)
"I appriciate Victor all the time and I like his writing style, especially the first journal.","I appreciate Victor all the time and I like his writing style, especially the first journal. (simplified: I like Victor and the way he writes, especially in his first entry)",Chinese (Mandarin)
"Dog were clever, he smell the taste and just sit front of you, waiting your awards, you can ask him ""sit"" or ""stand"", he can make a hand shake too, and really good at it.","TheDog was clever, hecouldsmell the taste and just sit front of you, waiting your rewards.And you can ask himto""sit"" or ""stand"", he canalsogive you a hand shake too, and s/he isreally good at it.",Chinese (Mandarin)
"Some Mexican dishes are hot, so I love Mexican dishes too.","Some Mexican dishes are also hot, so I love Mexican dishes too.(because you had a list of things, Chinese, Indian, etc. after you emphasize something else in the list you say also, as in these things (Chinese, Indian, etc.) are hot, and also this is too (Mexican).",Chinese (Mandarin)
I feel good that exhilaration of writing Englich.,I feel exhilarated when writing in English. (It is easier to just use the adjective (exhilarated) here instead of the noun (exhilaration). It is more natural to say it this way.),Chinese (Mandarin)
The problem came into being in Tokyo.,"The problem came into being in Tokyo. [Or: 'The problem arose in Tokyo', 'The problem manifested itself in Tokyo', etc. You weren't wrong; just giving you some options!]",Chinese (Mandarin)
(Is this sentence correct as a inverted expression?,"(Is this sentence correct as a inverted expression? (No, you would say, ""In Hollywood movies there are many actors from Europe."" but the nuance is different. If you want to say, ""Many actors from Europe act in Hollywood movies,"" I don't think you can invert it without changing the nuance. If you say ""In Hollywood movies there are many actors from Europe"" you are just saying that a lot of actors from Europe act in movies. However, you are NOT saying that MANY of the actors in Europe go to Hollywood. In the first sentence, there might be many actors in Hollywood from Europe, but there might not be that many compared to the number of actors in Europe. Does this make sense? It is hard to describe.)",Chinese (Mandarin)
"There are beautiful natural scenery, everybody love to here.","<meta http-equiv=""content-type"" content=""text/html; charset=utf-8"">There is beautiful natural scenery here. Everybody loves to come to this place.",Chinese (Mandarin)
"""Children said ""Thank you for working hard at the train"" to the station worker.","""Children said Thank you for working hard on the train to the station worker. *When you have a quote within a quote, you use ( ' ) to separate the second quote. For example: Johnny said, ""Trina said, 'it's getting late.'""",Chinese (Mandarin)
The court of justice negated the vote because of dirty tricks.,"[BLUE]Usually you ""negate"" an effect. Effect A is turned off or undone by cause B. So ""His mom said yes, but his father negated it."" His mother's yes became a no. For a vote, ""The court of justice ruled the vote invalid because of dirty tricks.""",Chinese (Mandarin)
"Recently, I was thinking about if I should start to learn a little japanese; however , I was never touch japanese before, which means I even don't know its alphabet like A.","Recently, I was thinking about if I should start learning a little japanese; however , I've never studied any japanese before, which means I even don't know what the alphabet is like.-- They have two alphabets, .In addition, they have a symbolic language, which is borrowed mostly from Chinese called",Chinese (Mandarin)
I saw some so detailed corrections for beginners who were studying Japanese.,I saw some detailed corrections for beginners who were studying Japanese.I saw some really detailed corrections for beginners who were studying Japanese.,Chinese (Mandarin)
"The other day, I went to a concert of the band, TAIL TO NOSE, after a long separation (If I want to use an expression of ""it's been a long time since..."", how should I say?).","The other day, I went to a concert of the band, TAIL TO NOSE, after a long separation (If I want to use an expression of ""it's been a long time since..."", how should I say?).The other day, I went to see TAIL TO NOSE. It was the first time in a long time.",Chinese (Mandarin)
We left Sydney for the Echo Point in the Blue Mountains and we got there.,"We left Sydney for Echo Point in the Blue Mountains and we got there.This sentence is awkward for me. I think if you combine this sentence with your next sentence, it will sound better. For example, ""We left Sydney for Echo Point in the Blue Mountains and when we got there, we saw that the mountains were as blue as people have said!""",Chinese (Mandarin)
"Although my personal concern almost shifted toward Chinese, both the skill I need over the course of time and the expertise the surroundings expect me for are still English.","Although my personal concern almost shifted toward Chinese, in the long run, proficient English is the better skill to have and society expects this from me. (I apologize if I accidentally changed the meaning.)",Chinese (Mandarin)
"The most surprising contact was ""I'll go to Macao!","The most surprising contact was from an old friend who said she (he) is going to Macao! ""I'll go to Macao!",Chinese (Mandarin)
"At first, go straight this way and when you see the post office on your left hand, turn to the right.","At first, go straight this way and when you see the post office on your left , turn right. +it is more natural English to say 'on your right' & 'turn left'.+",Chinese (Mandarin)
A man who I follow on the twitter said that to improve speaking skill you have to write or speak.,"A man who I follow on Twitter said that to improve speaking skill you have to write or speak.You would use if you said something like""A man I follow on website called Twitter"" but in this case it is just ""A man I follow on Twitter """,Chinese (Mandarin)
We have thought that God exists in the all universe.,We have thought that God exists in the all universe.We believe that God exists throughout the universe. (Alternative way of saying it. You didn't make any mistakes),Chinese (Mandarin)
I'm so into mango pudding with fresh cream!,I'm so into mango pudding with fresh cream!This sounds like an American teenager. If you wanted to make it more formal try: 'I really love mango pudding...' or 'I'm addicted to mango pudding.' Just some other expressions you might want to try :),Chinese (Mandarin)
Actually it have passed 5min since I had begin it.,"Actually, 5 minutes have passed since I began it. ""Begin"" is the present tense. You want to say that you started typing in the past, so you say ""began"". Check out this cool site> <A href=""http://www.usingenglish.com/forum/ask-teacher/3323-began-vs-begun.html"">http://www.usingenglish.com/forum/ask-teacher/3323-began-vs-begun.html</A>.",Chinese (Mandarin)
"I have a family of 5, father, mother, brother, sister and me.","I have a family of 5, father, mother, brother, sister and me./ I have a family of five: my father, mother, brother, sister, and I. ( Technically, you would put ""I"" instead of ""me"", but when speaking, it doesn't really matter.)",Chinese (Mandarin)
"First,I'm going to ANZ bank to check my accouont list because my list is very confusion.","First, I'm going to ANZ bank to check my account list because my list is very confusing. *First, I will go to ANZ bank to check my account because it is very confusing.",Chinese (Mandarin)
Because usually froeigners who live in japan as english teachers.,"Because usually foreigners live in Japan as English teachers.[Foreigners who live in Japan as English teacher] = noun modification.Because usually foreigners who live in Japan are English teachers. Even though Japanese people want to speak with these foreigners, they do not want to use English outside of school because they feel like many Japanese people only talk with them to practice their English.",Chinese (Mandarin)
"On another note, I'm studied English for fast-food shop.","On another note, I studied English in a fast-food shop. (Or did you mean: ""I practiced English at a fast-food shop"" or ""I studied English phrases used in a fast-food shop""?)",Chinese (Mandarin)
"so i went to top up my mobile,then i was stand in front of a business hall of China mobile suddendly,the strange thing was the business hall was in my highschool.",So i went to charge(? fill your battery up with power) my mobile. Suddenly I was standing in front of a business hall of China mobile (is China Mobile the name of a store? What do you mean by business hall?) . The strange thing was the business hall was in my highschool.,Chinese (Mandarin)
"However, happy moments never last too long for that I have to prepare for another job interview which is work and travel in the United States.","However, happy moments never last too long. I have to prepare for another job interview for a work and travel scheme in the United States. (""happy moments never last too long, since xxx"" implies that XXX is the reason why in general they don't last)",Chinese (Mandarin)
"But he grew up in Sydney, so he can speak English as a native language.","But he grew up in Sydney, so he can speak English as a native language. If he grew up in Sydney, English might be his first, or native, language. Anyhow, it is odd to say it this way. You could say, ""He speaks English fluently,"" ""He speaks English very well,"" or ""He speaks English like a native.""",Chinese (Mandarin)
"I might be just ignorant, but in Kyoto, the only famous place for arts","I might just be ignorant, but the only place in Kyoto that I know of which is famous for decorating coffee is Yojiya Cafe.",Chinese (Mandarin)
"There are not so many Japanese most of time, but is it because Christmas is coming?","There are not so many Japanese most of time, but is it because Christmas is coming?Usually there are not many Japanese here, but maybe it is because of the Christmas holiday.",Chinese (Mandarin)
"My friend Patxi asked a mojito cubano when the guy gived the drink this was poor in licor and it had too much ice, patxi became hunger, he was feel anger, I thougth ""My friend look like Hulk!"".","My friend Patxi asked a mojito cubano when the guy gived the drink this was poor in licor and it had too much ice, patxi became hunger, he was feel anger, I thougth ""My friend look like Hulk!"".My friend Patxi ordered a Cuban Mojito. However, when the drink arrived, there wasn't much liquor, and it had too much ice. Because Patxi had not eaten and was hungry, he became angry. I thought, ""My friend looks like the Hulk!""",Chinese (Mandarin)
"We shall find many of our lessons very hard, but let us consider that the harder they are the better they will do to us if we will persevere and learn them thoroughly.","We shall find many(MEN-ee)of our lessons very hard, but let us consider that the harder they are (PAUSE)the better they will do to us (PAUSE)if we will persevere(pur-suh-VEER) and learn them thoroughly.--- I heard you having a problem with the timing on this sentance. Try taking a small pause after you say ""the harder they are"" and than after ""will do to us"". It'll help you sound more fluent.",Chinese (Mandarin)
"Now, I would like to find person got together and learned from each other ,I reached the level of Taekwondo Red.","Now, I would like to find someone to get together with so we can learn from each other; I obtained a red belt.",Chinese (Mandarin)
