text,correct,predicted_native_language
When I woke up in the morning I feel better because I was in LA.,When I woke up in the morning I felt good because I had a dream in LA.,Chinese (Mandarin)
If you reading her gossip news please tell me some news for me.,If you're reading her gossip news please keep me updated.,Chinese (Mandarin)
"I'd like to improve my English skill, and communicate in English.","I want to improve my English, and I'd like to communicate with my friends in English.",Chinese (Mandarin)
"Just as the name implies, 100 yen shop is popular in Japan, since quite many kinds of goods including groceries, household, and clothing are sold only by 100 yen.","Just as the name implies, the 100 yen shop is popular in Japan, since they sell many kinds of goods including groceries, household items and clothing for only by 100 yen.",Chinese (Mandarin)
We went to 63 building and saw variety sea animal.,"We went to 63 building and saw many sea animals. ""various"" and ""variety"" are very rare words in English... it sounds like Konglish... it's more common to say ""a lot of, all kinds of, many, or many different"" for example: The teacher gave us information. I saw animals.",Chinese (Mandarin)
"My friend told me about this site and this is the first time I write my diary, or entry?","My friend told me about this site and this is the first time I write my diary, or entry? (""Write in my diary"" or ""Write an entry"" would work)",Chinese (Mandarin)
so i seldom renew diary.,So I write new entries in the diary seldom.,Chinese (Mandarin)
The person who was able to make it to the name of the airport was almost a politician of towering stature though there was De Gaulle or Kennedy's example.,"Usually the people airports are named after are important political figures, like DeGaulle or Kennedy.",Chinese (Mandarin)
My wanting to learn is Samurai in the image of the corrector.,I want to know the image that corrector has of the Samurai.,Chinese (Mandarin)
Vories from teaching job of prefectural Commercial High School in only two years---It has been saying that the mastermind behind crime was one buddist monk of locak Pure Land Buddhism.,Vories from his teaching job at the prefectural Commercial High School in only two years was said to be a Buddhist monk of the local Pure Land Buddhism.,Chinese (Mandarin)
Especially Ryoma's surroundings are man's treasure houses.,"Especially Ryoma's surroundings are man's treasure houses(?). What's more, Ryouma was surrounded by a plethora of human treasure... (still sounds weird orz)",Chinese (Mandarin)
I can't stop sending a longing look at my graceful aging Empress and feel happy,"I can't feel happy for my empress,",Chinese (Mandarin)
One of merit to live in Japan is having peacuful circumstance .,One of the merits of living in Japan is security. -> I would say 'benefits' instead of 'merits' but the latter is okay too,Chinese (Mandarin)
Perhaps it is difficult for the people who live in the rising nation to understand our mental climate.,Perhaps it is difficult for the people from younger and emerging nations to understand our spiritual climate.,Chinese (Mandarin)
The person in the Japanese whole country knows that.,Everyone in Japan knows this person.,Chinese (Mandarin)
Mother received the bullying from her classmate when there was the person who was named Yukishige Chikamatsu injured because it was not a master swordsman.,My mother was bullied by her classmates when Yukishige Chikamatsu was injured because it was not (by?) a master swordsman.,Chinese (Mandarin)
"It was a simple question only that you need to classify thouse Samurais by the rank of the family of quality, and apply the linearly-ordered position.","It was a simple question in which you were only needed to classify those Samurais by their family ranking, and arrange them in a line orderly.",Chinese (Mandarin)
"We wish that we could investigate minutely as Ryoma Sakamoto on the point of view to his skill for ""Venture entrepreneur"" .","We hope to gain an understanding of Ryoma's perspective on (or talent for) ""venture entrepreneurship.""",Chinese (Mandarin)
Ryoma goes out of hometown Tosa and he is wandering.,"Ryoma left his hometown of Tosa, in Japan, and began to wander.",Chinese (Mandarin)
we look back on his drawn figure basing where there were high realistic sensation from the naval battle that become a crossroads in the end of shogunate Japan.,"At close inspection, we can see the pictures were based on highly realistic sensations from the naval battle that become a crossroads at the end of shogunate Japan.",Chinese (Mandarin)
"The one thing that I could comprehend was the poor results by the Study of Modern History, Hirohito our Emperor of Sowa was not user of supreme command right although he was only one Mighty owener in the entitlement.","The one thing that I could comprehend was the poor results by the Study of Modern History, Hirohito our Showa Emperor did not have the right of supreme command although he was the only one entitled to exercise it.",Chinese (Mandarin)
To think about the end of Tokugawa shogunate is to put something that becomes a guidance of a Japanese living today in the hand.,Thinking about the end of the Tokugawa shogunate can help put into perspective and give us guidance on the way the Japanese live today.,Chinese (Mandarin)
"I think that there is the reason most of people who lived at that time, were disgusted at long Warring States Period, and would be having him thanks that Yamanouchi groups ended war disturbances.",I imagine most of the people who lived at that time were disgusted with how long the Warring States Period had lasted and felt grateful to Yamanouchi and his followers for ending the fighting.,Chinese (Mandarin)
The samurai squire who were the samurai of Chousokabe origin were generated,"Chousokabe samurai became ""samurai squires.""",Chinese (Mandarin)
"If the trouble occurred, the upper samurai rulers of Tosha was permitted to kill cutting the samurai squire.","If there were any problems, the samurai elites were permitted to kill samurai squires.",Chinese (Mandarin)
"The maintenance of the bad law,right to cut someone down was the domain duties of Tosa clanakuho.",The Tosa clan could maintain the unjust laws and possessed the right to kill whomever they pleased.,Chinese (Mandarin)
It is likely to compare unfavorably from Ryoma even if marginate with what kind of man.,It is likely to compare unfavorably from Ryoma even if marginate with what kind of man. [ Makes no Sense] Suggestion: There was no man who would equal Ryoma or Againts Ryoma other men of vigor looked pale.,Chinese (Mandarin)
Watching him is added to my amusement of seeing Sumo.,Watching him has made Sumo that much more fun to watch.,Chinese (Mandarin)
Burning hot of the day has gone.,"Burning hot (you need a noun here! Or say heat instead of ""hot"") of the day has gone.",Chinese (Mandarin)
"My office building have more than 20th floor, so I worried that the building would collapse.","My office building has more than 20th floors, so I worried that it would collapse. In English, a word changes when you mean more than one - one floor, two floors. (My friend studies Japanese and she told me that in Japanese, the word doesn't change; but it does in English.)",Chinese (Mandarin)
"Around me, the train stopped working, we couldn't buy any lunchboxes and instant noodles at convenience-stores, and express road stopped working and it caused heavy traffic jam which interrupted moving ahead.","Around me, the train stopped working, we couldn't buy any bento/ready-made lunches (I know what you mean, but in English, 'lunchbox' means the thing you use to carry your food to school; we do use 'bento') or instant noodles at convenience-stores, and the highway shut down and it caused a heavy traffic jam which stopped people moving ahead.",Chinese (Mandarin)
"I approached them considering what happen, then some members of Yokohama Marinos(Japanese Pro Soccer League Team) were doing a charity drive for the victims of the earthquake.","I approached them wondering what was happening, and it turns out some members of Yokohama Marinos (a Japanese Pro League Soccer Team) were doing a charity drive for the victims of the earthquake. ""Considering"" means ""thinking about"" in the context of a choice. For example: 1. He was considering going to either Japan or Taiwan. 2. I'm considering applying for a job, but I'm still not sure.",Chinese (Mandarin)
Many people were lining up for the donation and shaking hands.,"Many people were lining up to donate and shake their hands. ""Lining up for"" means that you want to receive something. For example: 1. They were lining up for free t-shirts. 2. The beggars lined up for rolls and gravy.",Chinese (Mandarin)
"It is a good thing if it can be exported to foreign countries, but the other country have lower number of vending machine than Japan.","It is a good thing if they can be exported to foreign countries, but other countries have fewer vending machines than Japan.",Chinese (Mandarin)
"Since I would like to buy shoes which suit with the pants, I ordered shoes at online store.","Since I would like to buy shoes with the pants, I ordered shoes .",Chinese (Mandarin)
Today it was appeared on some news site that new service we developed will be released.,Information about the release of the new service that we developed appeared on some news site today. [OR: about the release appeared on some news site today. ],Chinese (Mandarin)
"My wife caught a cold, following my daughter.","My wife caught a cold from my daughter. (""following"" sounds unnatural here. ""from"" makes sense if you believe that your wife got the cold directly from your daughter (as opposed to getting it from work or somewhere else). If you don't think your wife got the cold from your daughter, I would write it like this: ""My daughter had a cold the other day and now my wife has one too"")",Chinese (Mandarin)
She said that she could not sleep last night because she felt a chill.,She said that she could not sleep last night because she had chills. (this is like a set expression).,Chinese (Mandarin)
"Some times it did different actions I intended to do, so I think iPhone is superior to Xperia.","Sometimes it acted differently than I intended it to. Therefore, I think the iPhone is superior to the Xperia.",Chinese (Mandarin)
Though we are developing various things for the progress of human being.,"Although we are developing various things for the progress of human beings, does that have to mean (result in) destruction of the environment?",Chinese (Mandarin)
"A system trouble happen again, so I had to call several times during the party.","There was more trouble with the system, so I had to call several times during the party.",Chinese (Mandarin)
"Neko Cafe is a kind of cafes, and we can enjoy playing with cats.",Neko Cafe is a kind of,Chinese (Mandarin)
"I have become elder sister(in actually she has not become elder sister yet), so I never hold hands with you."" and she walked without holding hands.","I have become an elder sister"" (in reality she has not become elder sister yet), ""so I won't hold hands with you."" and she walked without holding hands.",Chinese (Mandarin)
"I tried to down grade the OS version of iPhone3G, because its process has been very slow and some favorite applications had not worked well since I upgraded iPhone OS.","I tried to downgrade the OS version of iPhone3G, because some of its processes had been very slow and some of my favorite applications had not worked well since upgrading.",Chinese (Mandarin)
Help me! What dose it mean??? Please Japanese><,Help me! What does it mean??? Please Japanese><. (I'll write in easier English),Chinese (Mandarin)
Today was Job Interview..,Today I had a job interview..,Chinese (Mandarin)
"Im going to a company's Opening Ceremony in Aoyama, which Im joining its internship program.",Im going to the Opening Ceremony of a company I'm joining through a internship program in Aoyama.,Chinese (Mandarin)
"Does somebody know there is a sentence or (""slang""?) called ""mini mani mani mo, catch up a tiger glow, my mom picks the best, and you are it"" I think I made some mistakes on it, does anyone know the whole sentence.","Does anyone know the rhyme called ""Eeny-Meeny-Miney-Mo?"" I think I made some mistakes on it. Does anyone know the whole phrase?",Chinese (Mandarin)
The first reason is that I heard the news that an overseas supermodel was refused to participate in fashion show because of loses weight too much.,The first reason is that I heard the news that an overseas supermodel was refused to participate in a fashion show because she lost too much weight.,Chinese (Mandarin)
"I like korea, but there is one of things I hate in korea.","I like orea, but there is one thing I hate about it.",Chinese (Mandarin)
"I had an ordinary day, studying and taking a nap as normal :P","I had an ordinary day, studying and taking a nap as normal :P - You can also say, ""I had an ordinary day studying, and taking a nap as usual. ""Usual"" is just like normal.",Chinese (Mandarin)
"""Glory Road""(a movie) was similar feeling with ""Coach Carter"" fun, but ""The Departed"" can`t match the original.","""Glory Road"" had a similar feeling as ""Coach Carter"". Both of them were fun, but ""The Departed"" can`t match the original.",Chinese (Mandarin)
"Eskimos have more kind than Japanese,I heard.","I heard Eskimos have even more ways to say it than the Japanese.The language the Eskimos use has even more ways than Japanese, I heard.",Chinese (Mandarin)
"Second, I want to increase the number of passive vocabularies.","Second, I want to increase my passive vocabulary (in English). [We don't generally use 'vocabulary' in the plural. We usually treat it as an uncountable noun.]",Chinese (Mandarin)
I live in south China where we call water towns There are so many beautiful lakes that it be called the hometown of the fish and rice.,I live in south China where we call water towns There are so many beautiful lakes that it be called the hometown of the fish and rice. (Wrong order of sentences.)I live in South China where there are so many beautiful lakes that we call them water towns.My hometown is known as the town of fish and rice.,Chinese (Mandarin)
We can exchange languages from each other by talking about any interesting things.,"We can exchange languages from each other by talking about any interesting things. (better sentence choice)I would love to exchange cultures with each other, and talk about our interests.",Chinese (Mandarin)
I need to get 700 points to achieve the standard that My School required.,I need to get at least 700 points (in order) to achieve the standard that my school requires.,Chinese (Mandarin)
My name is joe Suzuki.,My name is Joe Suzuki. (First and last names are both capitalized.),Chinese (Mandarin)
I hope that I'll travel the U.,I hope that I'll travel to the U.S. and use my English skills in the future.,Chinese (Mandarin)
And I think it is important to teach our children manners.,"I think it is important to teach our children manners. (In English, we avoid starting a sentence with ""and"" as it is a joining word)",Chinese (Mandarin)
I must take 800 points by May next year.,"I must get at least 800 points on May next year.(I assume 800 is the minimum score, so I added ""at least."")",Chinese (Mandarin)
I hope he can make a girlfriend in this year and best wishes for him.,I hope he finds a girlfriend this year and best wishes for him. (it sounds weird to wish that someone finds a girlfriend :p),Chinese (Mandarin)
"I want to learn english well,so I hope someone can help me.","I want to be good at English, so I hope someone can help me.(or ""I want to improve my English"" or ""I want to learn English to a good level"")",Chinese (Mandarin)
"It was snowed three times this year in changsha, when snow scattered everywhere, I begin to miss the place that I visited last year.","It snowed three times this year in Changsha. When snow scattered (or ""was"") everywhere, I begin to miss the place that I visited last year.",Chinese (Mandarin)
"Before it, we went to Dairy Queen which is Sofia's favorite fast food shop and we ate an ice cream in spite of fucking cold<33 We had no time till hockey game so we went to hockey game studium in a hurry so we were seriously freezing and we couldn't even talk that much lol <33 lol","Before we went to the rink, we went to Dairy Queen which is Sofia's favorite fast food shop and we ate an ice cream in spite of it being so fucking cold<33. We had no time left till the game, so we hurried to the stadium. We were seriously freezing and we couldn't even talk that much. lol <33 lol +Are there no Robins' or Coffee Time's in Kamloops?+",Chinese (Mandarin)
At least kamloops is really tiny city so there is no wonder that you happnen to see ur friends lol),"At least in Kamloops. It's a really tiny city, so there is no wonder why you happen to see ur friends everywhere. lol)",Chinese (Mandarin)
"Market Aim : We will open up our company frome the aspects like production, technique, market, where have human where exist D.","Market aim: We will open up our company by aspects such as production, technique, and marketing. Where there are people, there is D.",Chinese (Mandarin)
"shin said 'I care just what I am watched by people, and I don't know what I like.' and she went Paris.",Ms. Shin says that she only cares about what others think of her and doesn't know what she really wants. She goes to Paris.,Chinese (Mandarin)
"Today, I went to a cafe which I want to work and said to an stuff that I want to work there.","Today, I went to a cafe which I want to work and told them I want to work there. (more naturally ""applied for a job."")",Chinese (Mandarin)
"They live outside the prefecture to go to an university they wanna go, so we haven't seen each other for a long time, but we talked and laughed as we were.","They live outside the prefecture in order to go to the university of their choice, so we haven't seen each other for a long time, but we talked and laughed as we did before.",Chinese (Mandarin)
"Few hours later, most of the customer came home, midnight,we started talking with a shop assistant and a customer.","A few hours later, around midnight, most of the customers went home. We started talking with a shop assistant and a customer.",Chinese (Mandarin)
It was so good:-P I'm loving it.,It was so good:-P I loved it //did you get that from McDonalds? It's wrong haha.,Chinese (Mandarin)
"I didn't have much time to see them today, so I want to see them slowly next time(^_^)","I didn't have much time to see them today, so I want to next time (^_^)",Chinese (Mandarin)
My friends who have been going to England to study English are gonna return home tommorow!,My friends who have been going to England to study English are gonna return home tommorow! >> My friends who have been in England studying English are coming home tomorrow!,Chinese (Mandarin)
"It's storange, but interesting, so I wanna know all kinds of stuff around the world and tell many people who live another countries about Japan, but, at first, I have to study English harder to do that!!lol","It's a little weird but very interesting. So I want to learn about all kinds things from around the world and in exchange, teach people from around the world about Japan. However, I think I should study English a little more before I attempt that!! lol",Chinese (Mandarin)
They support homelss to stand on there own feet.,They support homelss to stand on there own feet. They support helping the homeless get back on their feet.,Chinese (Mandarin)
They participate as a cover model and alos many well-known person and a talent donor offer article for free,"They participate as a cover model and alos many well-known person and a talent donor offer article for free Celebrities appear on the cover, and many of them also contribute articles.",Chinese (Mandarin)
She has to get 100 yen 100 times at least.,"She has to get 100 yen 100 times at least. (She needs to get one hundred yen a hundred times at least in order to buy a Nintendo DS, ten thousand yen in total. That also means she needs to get one hundred ""Marute"" on her tests in school.)",Chinese (Mandarin)
"It's my happiness there are many tasks to have to fix though,","For the sake of my happiness (sanity) there are many tasks I have to complete,",Chinese (Mandarin)
"Well, I think many people does like this and we may see around the friend and neighbor.","Well, I think many people do this, such as friends and neighbors.",Chinese (Mandarin)
I acquire drawing with a new CG software now.,I acquire drawing with a new CG software now.I have acquired some new CG drawing software for my PC,Chinese (Mandarin)
I lose one's sense of time when begin to draw CG!,"I lose one's sense of time when begin to draw CG!When I start drawing, I lose all sense of time",Chinese (Mandarin)
It is necessary study of The SPI in the daily work...!,"It is necessary to study The SPI as part of my daily routine! ( More natural sentence: ""I need to make studying for the SPI part of my daily routine."" )",Chinese (Mandarin)
especially I love a hotdog by costco!,I especially love hot dogs made at Costco!,Chinese (Mandarin)
I improved my attitude attending English class little bit.,I had improved my attitude for attending English class by little bit.or you can say I had increased my initiative of attending English class by little bit.,Chinese (Mandarin)
I'm studying english but my english level is poor and i'm bad at reading writing listening talking and so on.,"I'm studying English, but my English level is poor. I'm bad at reading, writing, listening, and talking .",Chinese (Mandarin)
"In the world,All of products made in china only,but its also use English introduced.","In the world,_all of the products are made in China ,_but it's manufacturing process is introduced in English.",Chinese (Mandarin)
"I remember I have studied this words in school,but I forgot its.","I remembered studying these words in school but I forgot them. (*""Its"" means ""of it""... Kind of like ""Mary's"", etc)",Chinese (Mandarin)
Orange osmanthus has smelled sweet around my house.,"Orange osmanthus has smelled sweet [ or: ""I can feel the sweet fragrance of orange osmanthus"" ] around my house.",Chinese (Mandarin)
I came to talk about having an affair with a foreigner friend.,"<meta charset=""utf-8""> foreigner friend",Chinese (Mandarin)
And helped to clean up the destroyed town by Tsunami.,And helped to clean up a town that was destroyed by the Tsunami.,Chinese (Mandarin)
"God I hope not for long under the rain, or inconvenient, prices of some vegetable also.",I hope that a long rainfall does not arise again. Especially I hope to avoid the increase in vegetable prices that will follow from severe rain effects.,Chinese (Mandarin)
I hope I get a joy in such a nice website.,I hope we can have fun studying on this cool site!,Chinese (Mandarin)
"Hello everyone,my chinese name is Zhukaiman,and my english name is Kama, I like singing,playing and making friends.","Hello everyone y hinese name is Zhukaiman,and my nglish name is Kama I like singing, playing and making friends.",Chinese (Mandarin)
I very much enjoyed the vacation of boracay.,I very much enjoyed the vacation of boracay.I enjoyed my vacation in Boracay very much.,Chinese (Mandarin)
Sometimes I do homework very late.,Sometimes I am up until very late doing my homework.,Chinese (Mandarin)
I got the guitar that I wished for and I'm more then satisfied =),I got the guitar that I wished for and I'm more than satisfied =) Try not to confuse those! Even English spwaking people in America confuse them.. don't worry :),Chinese (Mandarin)
I have recieved a lagguage from Japan today,"I have received a package from Japan today. If she actually sent a suitcase to you then maybe you would say ""I received a suitcase in the post from Japan today"".",Chinese (Mandarin)
"nowadays, lots of country unite to Japan for working holiday.","nowadays, lots of country are cooperating with Japan to allow their people to go for a working holiday there.",Chinese (Mandarin)
This account is for using only English.,"This account is only for using English. (Or ""On this account I'll only use English."")",Chinese (Mandarin)
"However, my wife and daughters belong to chorus clubs, and I have been obliged to spend my free time for them.","However, my wife and daughters belong to chorus clubs, and I have been obliged to spend my free time them. [If you mean ""driving them to and from chorus concerts and practices"" say it that way -- instead of just ""for."" OR, you could mean, "" ... and I spend my free time them"". i.e., not only transporting them but staying and listening (and sleeping!) during the rehearsals and concerts.] ;-)",Chinese (Mandarin)
"Even worse, I had been lazy and relax at home during this summer holidays except for going to restaurants and eating a lot at the Bon parties.","Even worse, I had been lazy and relaxing at home during the summer holidayexcept when I was going to restaurants and eating a lot at the Bon parties.",Chinese (Mandarin)
"I know the people in the Philippines speak English, but I'm wondering if there are any differences among Filipino English and English in other countries.",I am sure there is a lot of difference. I watched a British show and even though I could understand it they had a lot of slang words I didn't know.,Chinese (Mandarin)
I hope it will be well soon.,"I hope it will be fixed soon. (We would use ""well"" for people.)",Chinese (Mandarin)
English is difficult for me.,"English is difficult for me, but I want to try and practice writing English in my diary everyday.",Chinese (Mandarin)
"When I studyed English grammar, I use to learn something in diary.","When I study English grammar, I will use them in my diary so I can learn them.",Chinese (Mandarin)
laugh of my friends was heard in my ears.,Their laughter would intrude in my thoughts.,Chinese (Mandarin)
Today is the first day of my visit,Today is the first day(This doesn't really make sense in this sentence.),Chinese (Mandarin)
All that he can do is just sleeping and sucking the breast.,"All that he can do is eat and sleep. . (Typically, people would say something more like that.)",Chinese (Mandarin)
Finally it goes collecting.,"Finally, it's off to collection. (This may look like a lazy way of putting it, but it's also easily understood. The proper way would be ""Finally, I went in for the collection process."")",Chinese (Mandarin)
"In the contrast to what I thought, it was a really difficult job at first.","compared to what I thought, it was a really difficult job at first. (""in contrast to"" is fine, but it sounds awkward; ""compared to"" is more natural I think)",Chinese (Mandarin)
It could leaves some people unbeatable disgusting memory.,It could leaves some people unbeatable disgusting memory. (It leaves people with a lasting terrible memory.),Chinese (Mandarin)
but they are not good at speaking.,but they are not good at speaking in their spoken English. / they have poor conversational skills,Chinese (Mandarin)
"Occasionally, in my view, my alram goes off without a sound.","Occasionally, it seems to me like my alarm goes off without a sound.",Chinese (Mandarin)
"Today,when i login the facebook,i find a website which different people from the world use their second language to write blog,and im so amazing,i think that we can help each other about our writing!haaha~","Today, when log facebook, f a website wdifferent people from the world use their second language to write blog and m so amaz, think that we can help each other about our ! haaha~",Chinese (Mandarin)
"Friday was his class,and I was happy on the way to school , I imagined that how I happy(i want ues the similar word as happy ) to see him again, when I arrived in class, I said HI to him,but he just replied me Hello as he treated strangers .",", and I was happy on the way to school, I imagined that how I to see him again, when I arrived in class, I said H"" to him, but he just replied Hello as he stranger.",Chinese (Mandarin)
"If I could live jn any country,I hope to live in Australia.","If I could live in any would like to live in Australia. put a space in between punctuation (country, I)",Chinese (Mandarin)
"I realize that i would cherich those who are optimistic and confident,and who enjoy doing something new,worry less about failure,they see in every activities in the process of self-discovery and self-fullfillment that can not be measured br an exam or a piece of experience.","I realize that I would cherish those who are optimistic and confident,and who enjoy doing something new, worry less about failure. They see in every activity the process of self-discovery and self-fulfillment that can not be measured by an exam . Lovely sentences.",Chinese (Mandarin)
my major's Architecture design..,My major is architecture design. // I major in architecture design.,Chinese (Mandarin)
I waited for entering it for fifteen minutes.,I waited for fifteen minutes before entering. ~OR~ I had to wait fifteen minutes before I could enter.,Chinese (Mandarin)
Then I went to Blue Note Tokyo to listen jazz piano music with my best friends.,"Then I went to Blue Note Tokyo to listen to jazz piano music with my best friends. (There are some verbs in English that have particles like ""listen to"" or ""look up"" (meaning research) or ""settle down"".) These verbs need there particles to have a complete meaning.)",Chinese (Mandarin)
"The countries of participate are North and South Korea, Japan, Australia(Joined in Asian Football Confederation) This season near east and central asian teams were fall into slump.","The countries that participate are North and South Korea, Japan, and Australia. (They joined the Asian Football Confederation) This season, eastern and central Asian teams fell into a slump.",Chinese (Mandarin)
My occupation Graphic designer was choose by my self like to do.,"My occupation is a graphic designer, which I choose for myself",Chinese (Mandarin)
My favorite team REDS were 6th place and no titles again.,The REDS is my favorite team and they placed 6th with no titles again this year.,Chinese (Mandarin)
The electric systems have broke and people can't go in the dangerous area have 1000msv radioactive.,The electric systems are broken and people can't go in the dangerous area because it has a radioactivity reading of 1000msv .,Chinese (Mandarin)
"At the 10:00 am ,i showed the productions schedule to our customer by e-mail as usual ,but the spcial thing was---i invited my PMC to join in my e-mail, i think if they also got the schedule maybe they can help me to push the produtions, at theother hand ,my customer can see we are trying very hard for the new project.","At 10:00am, I showed the productions schedule to our customer by e-mail as usual, but the special thing was---I invited my PMC to join in my e-mail. I thought if they also got the schedule maybe they could help me to push the productions. On the other hand, my customer could see we were trying very hard for the new project.",Chinese (Mandarin)
"but actually , we are flow this views and we fail at this case,,i don't understand.","But actually, following this view, we failed in this case, so I don't understand.",Chinese (Mandarin)
We do not have any difficulty to find everything in our life.,We do not have any difficulty in finding things while living in Japan.,Chinese (Mandarin)
He worked on the boat and I brought a book for spending my own time.,He worked on the boat and I brought a book,Chinese (Mandarin)
"During second stayed in NZ, she hospitalized from serious injury.","During her second stay in NZ, she was hospitalized for aserious injury.",Chinese (Mandarin)
"I do not know why, I am so grumpy today and I (what can I say in English?","I do not know why, I am so grumpy today and I am picking fights with my husband.",Chinese (Mandarin)
"I have made some mistakes on my English writing, but I am pretty sure that people are able to understand what I want to say.","I make mistakes in my English writing but I am pretty sure that people are able to understand what I want to say. (You almost never put a comma before ""but"" or ""and"".)",Chinese (Mandarin)
"To me the way of relieve the stress is sometimes go for walk, sometimes do window shopping and DO something that I like.","To me a way of relieving stress is sometimes to go for walk, sometimes to do window shopping and also to DO something that I like.",Chinese (Mandarin)
my name is sarutobi in japan .,My name is Sarutobi. I live in japan.,Chinese (Mandarin)
I feel Racism in London.,"I feel that there is racism in London. I think your original title could be correct as well, or something like: I experience racism in London.",Chinese (Mandarin)
There must be some damage in neighbor's wealth.,There must be some damage in neighbor's wealth.(Do you mean to say that the wall collapsing hurt your neighbour or their property?),Chinese (Mandarin)
"but I done them, my level will go down...","but if I do that, my level will go down... (i.e., ""If I get a job where I speak Japanese, my level will go down"")",Chinese (Mandarin)
#NAME?,do you call this kind of movies?,Chinese (Mandarin)
"because 4 is pronounced same to word ""sa"",means ""die"".","because 4 is pronounced same to word ""sa"",means ""die"". This is because 4 is pronounced in the same way as the word ""sa"", which means ""die""",Chinese (Mandarin)
#NAME?,- Your eyes could [tear up/water] when you eat sour fruits.,Chinese (Mandarin)
-It's a long time since sujin and I didn't keep in touch.,-It's been a long time since Sujin and I kept in touch. [I think this correction means the same as what you intended.],Chinese (Mandarin)
I think korean usually spend christmas more with their friends than family but English-speaking world people seem mostly spend with their family.,"I think Koreans usually spend Christmas more with their friends than with their family but in the English-speaking world, people seem to spend time mostly with their family.",Chinese (Mandarin)
This is a reading part of TOEFL that I'm studying.,This is a reading part of TOEFL that I'm studying.(This is one of reading parts in TOEFL that I'm studying.{suggession}),Chinese (Mandarin)
"most of students chose knitting muffler becuase it was the most easy activity, comparing with knitting hat and all that stuff.","Most of the students chose muffler knitting because it was the easiest, compared to knitting hats and all that stuff.",Chinese (Mandarin)
#NAME?,Actually she knows how to knit the start and end part too.,Chinese (Mandarin)
"A: Dad, I've heard bad news from my friend just now.","A: Dad, I just received some bad news from my friend. // Dad, I received some bad news from my friend just now.",Chinese (Mandarin)
"Most likely, you realize that the in U.","As you probably know, there is a lot of Polish immigrants in the U.S.",Chinese (Mandarin)
"Easier than a birdie she jumped up to him, bent down, hoisted a glass and submited it with motion of the body filled with Inexpressible charm:then she redden very much, looked back at the gallery and, having convinced that mum saw nothing, immediately calmed down.","(With motions lighter than a bird, she jumped up to him, bent down, hoisted a glass, and gave it to him in such a charming way, that it is inexpressible in words. Her face then reddened. She looked back down at the gallery, and once convinced that her mum saw nothing, she immediately calmed down.)",Chinese (Mandarin)
"Then he loses its reputation, and Johann disappears with her twin sister.",Then he lose his reputation. At the same time Johann disappeared with her twin sister.,Chinese (Mandarin)
"Then, I wanted to learn Sociology.","Then, I wanted to learn Sociology because I felt that Sociology must be useful for planning promotion campaigns, making advertisements, and everything else.",Chinese (Mandarin)
I felt a deep history of China.,I felt a deep history of China. Or maybe: I could sense the ancient history of China.,Chinese (Mandarin)
He decided to go to Fukushima to see a big beautiful cherry blossom with aikido companions in April.,"In April, he will go to Fukushima with them to watch the cherry blossoms.",Chinese (Mandarin)
The European Figure Skating Championships 2010 was held a few days ago.,"The European Figure Skating Championships 2010 was held a few days ago.The European Figure Skating Championship was held a few days ago. You do not need to really correct your sentence. It is just that English speakers tend to put the year of the competition first, like in Chinese(I think)",Chinese (Mandarin)
My favorite is Evgeni Plushenko who is Russian skater.,"My favorite is Evgeni Plushenko who is Russian skater.The word order would be best if you wrote your sentence like this.My favorite skater is a Russian skater by the name of Evgeni Plushenko.However if you want you could write it like this.My favorite is Evgeni PlushenkoThe bold part of the sentence is called an appositive phrase in English. You can and should try to use it anytime your describing a subject.For example, Japan, one of the wealthiest nations in the world, is an economic center.",Chinese (Mandarin)
"I had no choice, I took an empty DVD of 1 disc to a counter.",I had no choice;I took an empty DVD set for 1 disc to the counter.,Chinese (Mandarin)
"He is saying in commercial - ""Though the appearance is poor, the substance is good."" in Korean.","In the advertisement, he says in Korean, ""Though the appearance is poor, the substance is good.""",Chinese (Mandarin)
i am a chinese girl.,"I am a Chinese girl, and now I want to study English and Japanese.",Chinese (Mandarin)
"This aims for skills-up of the ability of expression in English to try to translate the Japanese words those are difficult to express in English,because of their subtle means.","This aim is to improve my ability to express myself in English and translate Japanese words which are difficult to express in English,_because of their subtle meanings.",Chinese (Mandarin)
"I think up first,how do fellows in this service calls themselves in?","First I'm wondering, what do people on this website call themselves ?",Chinese (Mandarin)
"I haven't know such words about here,use it without much thinking :p","I didn't know if there was a similar word here, I used it without thinking much :p",Chinese (Mandarin)
May all meets to be nice!,May all meets to be nice! I put the Japanese translation into Google Translate and it just came up with 'Thank you' - I guess 'Thank you for reading' would be a good way to end,Chinese (Mandarin)
This is my first diary in Lang-8.,"This is my first diary entry in Lang-8. [""Diary"" usually refers to the book that you write in, and a ""diary entry"" or ""entry"" is what you might call the thing in the diary.]",Chinese (Mandarin)
Few months ago my friend who lives in Austria tell me about Lang-8.,"Few months ago a friend of mine who lives in Austria tell me about Lang-8. [""my friend who lives in Austria"" would imply that that is only Austrian friend you have, but phrasing it as ""a friend of mine who lives in Austria"" makes where he lives incidental. Being picky here :P]",Chinese (Mandarin)
"After I graduated a junior college, I had worked as a bank teller for 4 years.","After I graduated a junior college, I had worked as a bank teller for 4 (four <- when writing in English, you should write out numbers ten and below) years. (Do you mean ""by the time you were a junior in college?"")",Chinese (Mandarin)
