text,correct,predicted_native_language
We even can not believe that he had never visit her at all since their marriage was broken.,It's hard to believe that he hasn't visited her at all since their marriage was broken.,Chinese (Mandarin)
"Because,I go to the school of English conversation every Friday.",I go to school for English class every Friday.,Chinese (Mandarin)
"And about a certain homework,I must submit perfect!","As for one of the homework assignments,,It has to be perfect when I submit it!",Chinese (Mandarin)
"be cause I can't speak Japneses and hard to make friends in Japan that let me feel so lonely ,and want to give up stady in Japan.","Because I can't speak Japanese, it's hard to make friends in Japan which makes me feel so lonely, and want to give up studying in Japan.",Chinese (Mandarin)
"First child is 4years old, second is 0year.",The oldest is 4 years old and the youngest has just been born!,Chinese (Mandarin)
"In the evening, I like it more in the morning.","Though, I am a night owl. (""night owl"" means you like to stay up late at night)",Chinese (Mandarin)
"It is that the ""Life- long Education"" is the education of night time, while the formal school education is the education of daytime.","An example is that the ""Life- long Education"" teaches at night , while the formal school education teaches during the daytime.",Chinese (Mandarin)
say something y u acting like a asshole right now whats wrong with u.,Say something why are you acting like an asshole right now? Whats wrong with you?,Chinese (Mandarin)
I'm a 22 years old girl and speak (and write) a better english is very important for me because I want to travel a lot.,I'm a 22 year-old girl and speaking (and writing) better English is very important for me because I want to travel a lot.,Chinese (Mandarin)
So most of Japanese start to think Hatoyama administration would come end in a short time.,Most Japanese are starting to think that the Hatoyama administration could come end in a short time.,Chinese (Mandarin)
"I think the purpose of apology is to heal victims feeling, so if victims need to heal their feeling by his apology, he should apologize, but if victims do not need his apology, he should not apologize.","I think the purpose of apology is to heal victims feelings, so if victims can heal their feelings through his apology, he should apologize, but if victims do not need his apology, he should not apologize.",Chinese (Mandarin)
"Someone who is a early 20's lady today I met think different ""sign in"" and ""log in"".","I met a lady who's on early 20's, ""sign in"" and ""log in""",Chinese (Mandarin)
"It's my best friend, she is 19-year-old and a college student.",My best friend is 19 years old and a college student.,Chinese (Mandarin)
"They should be told the culture or history face to face by curators, but it's difficult especially in Japan.","They should learn culture or history face to face (this is slang!) with curators, but this is difficult in Japan.",Chinese (Mandarin)
We're shocked and kick up when a bump is given to our knees.,When we receive a bump to our knees there is a shock and our leg kicks up.,Chinese (Mandarin)
"And sometimes I checked the reaction even now, when I've grown up enough.","Even now I sometimes check my reaction, after growing up.",Chinese (Mandarin)
It's so difficult for me to make an interview.,Interviews are so difficult for me.,Chinese (Mandarin)
It's impossible to compare size of rural spiders with that of urban spiders.,The size of rural spiders cannot even be compared to the size of urban spiders.,Chinese (Mandarin)
My sense of hands were always lost after the practice.,"The feeling in my hands, was always lost after practice.",Chinese (Mandarin)
So many many retailers adopted this prices to most of the goods.,"Many, many retailers adopted these prices for most products.",Chinese (Mandarin)
"I've visit to Korea at once before, I realy enjoyed the stay:)",I've visited Korea once and I realy enjoyed the stay:),Chinese (Mandarin)
Most thing I am interesting is computers and all around it.,computers and all around them are my greatest interest.,Chinese (Mandarin)
Swallowtail butterfly's caterpillar before changing its color to green looks like droppings.,"Before changing its color to green, the Swallowtail butterfly caterpillar looks like droppings.",Chinese (Mandarin)
One of my routine works is watering and counting the number of caterpillars.,"My routine includes watering and counting the number of caterpillars.*when you say ""one of my"", you should describe only one activity.",Chinese (Mandarin)
"So far as I work ordinarily, I can keep the self-possession.","As long as I work like usual, I can keep my self-composure.",Chinese (Mandarin)
"Including a women I saw, most of them think toe in style is cute or pretty.","Including that woman I saw, most of them think that it's cuter or prettier this way.",Chinese (Mandarin)
I know all foreigners are not same image as him.) They are totally different from Japanese men so these are kinds of cool for me and other Japaese women.,I know not all foreigners have the same image as him.) They are totally different from Japanese men so they are kind of cool for me and other Japanese women.,Chinese (Mandarin)
"Furthermore, in New year's day, I can get the otoshidama from my relatives which is money inside of the envelop.","Furthermore, New ear's ay, I can get otoshidama from my relatives is money inside of envelop.",Chinese (Mandarin)
"In these days, I'm watching American TV Drama, the Gossip girl.","These days, I watch American TV Drama, Gossip Girl.",Chinese (Mandarin)
"It all starts with that I mistook the proportion of ingredients; the mixed stuff was too watery to shape into hamburger form, and it was so sticky that it couldn't slide into the pan from my hand when I was frying it.","It all started when I mistook the proportion of ingredients; the mixed stuff was too watery to stay in the form of a hamburger, and it was so sticky that it wouldn't slide (or ""go nicely"") into the pan from my hand when I was frying it.",Chinese (Mandarin)
It was to let us know that in Afghan young teenage boys are treated as girls by men instead of taking money.,"It showed how in Afghanistan young teenage boys are treated as girls by some men , instead of taking money. [<- Sorry, I didn't understand the ending... ""instead"" = ""they gave them money for it"" or ""they used it as a type of payment""?]",Chinese (Mandarin)
"So i made contact with my professor to come back to the Lab, and he agreed to work there until i get a job.","So I contacted my professor about coming back to the lab, and he agreed to let me work there until I get a job.",Chinese (Mandarin)
"when i was in brisban, Aussie, i could everything whatever i want and wanted to see bright parts of life!!","When I was in Brisban, I could do whatever i wanted and see all the bright parts of life!!",Chinese (Mandarin)
i wont give up my life easily and i'd like to start everything again with a big positive mind!,I wont give up easily and I'd like to start everything again with big positive attitude!,Chinese (Mandarin)
"So when we spend our money,we will more treature to use money and plan how to use before we spend.","So when we spend our money,_we will be more careful and plan how to use first.",Chinese (Mandarin)
"After the end of the gym,I was eating ramen (Chinese-style noodles).","After the gym,I went to eat ramen (Chinese-style noodles).",Chinese (Mandarin)
almost everybody who even don't know my friend said,I couldn't completely follow you but guess probably you mean that ------- the people whodon't really know my friend said,Chinese (Mandarin)
"I have been in countryside of US before, and I moved to NY recently.","Before moving to NY, I lived in the US countryside. (somehow a bit clearer) ^^",Chinese (Mandarin)
I was surprised at seeing the listening score of 450 which was my best score.,I was suprised to see that the listening score of 450 became my best score..,Chinese (Mandarin)
"We had many chatting and walking around sea side, it is near by her house.",We spent a lot of time chatting and walking around sea side which is near her house.,Chinese (Mandarin)
"Then the story has finished to make, and she needs to put her profile to the story in English.","Then the book has been completed, and she needs to add her profile in English.",Chinese (Mandarin)
"And I became a graphic designer since 1985, after more work in illustration.","I have been a graphic designer since 1985, and have been increasingly working in illustration.",Chinese (Mandarin)
The beeing with the children made me to be a good person.,Spending time with a child made me become a better person.,Chinese (Mandarin)
"If I will draw this in whole Manga layout, and using the colores, It will charge about 250,000en.","If I draw this entirely in Manga layout, and using colors, then it will be about 250,000en.",Chinese (Mandarin)
"I'm enjoying to read English children's literature, to study English and to have good time with many overseas students.","I'm enjoying reading English children's literature, studying English and having a good time with many foreign students.",Chinese (Mandarin)
"Today is just one year past from the day I came back to Japan, and I'm pleased to say that I'm settled and secure, so then I'm enjoying my life and appreciated everything you have done for me all of the time.","Today is just one year since the day I came back to Japan, and I'm pleased to say that I'm settled and secure. I'm enjoying my life and appreciate everything you have done for me all of this time.",Chinese (Mandarin)
"Actualy, she is able lady and good at sew and cook, but when she doues for her daughter, suddenly she becames a perfectionist and it is to be her suffering.","Actually, she is a skilled/talented lady and is good at sewing and cooking, but when she does it for her daughter, suddenly she becomes a perfectionist and this causes her to suffer.",Chinese (Mandarin)
"The doctor who did to him temporally repairs, haven't any connection to the hospital near our home and wasn't able to do operation.","The doctor who first saw him, doesn't have any connection to the hospital near our home and wasn't able to do the operation.",Chinese (Mandarin)
"I suticefied about that we have been relaxed to do that for her, because I felt about ourselves was openminded and friendly as like my host family in England.",I was satisfied that we could do that for her. because I felt that we ourselves were open minded and friendly like my host family in England.,Chinese (Mandarin)
Moreover gasolines which are fuels of automobiles is made from the fossile fuel such as coal and oil and the process of making it may also needs the fire which casue CO2.,"Moreover, gasoline which is used asfuel for automobiles, is made from fossile fuels such as coal and oil. The process of making gasolinealso casues CO2 emissions.",Chinese (Mandarin)
Moreover gasolines which are fuels of automobiles is made from the fossile fuel such as coal and oil and the process of making it may also needs the fire which casue CO2.,"Moreover, gasoline, which is fuel for automobiles, is made from fossil fuels such as coal and oil, and the process of making it may also need fire, which causes CO2.",Chinese (Mandarin)
"In conclusion, for these two reasons,appearance and the clothes he or she wears give us more and realiable things, I agree with the idea that we should make judgement about a person's characteristic based on appearance or the clothes he or she wears.","In conclusion, for these two reasons (appearance and the clothes he or she wears give us more and reliable information), I agree with the idea that we should make judgements about a person's characteristics based on appearance or the clothes he or she wears.",Chinese (Mandarin)
"Then If I don't have my dream, it costs long time to finish my essay or I may not finish it.","Because I didn't have a dream, it took me a long time to finish my essays or I couldn't finish them at all.",Chinese (Mandarin)
"As a result, I can't put up my mind anything except for flight attendant.","In the end, I couldn't decide on anything except for flight attendant.",Chinese (Mandarin)
"Laundry the sheets for sofa and clothes, socks.","Washed sheets, clothes, and socks.",Chinese (Mandarin)
"As expected, it worked well on my legs.","It turns out I was right, it did wonders to my legs.",Chinese (Mandarin)
"So there were so many people , and about one thirds of them were foreign people .","There were lots of people , and about one third of them were foreign people.",Chinese (Mandarin)
"Many torches and bonfires were on each side of the street , and after6 pm people went around the street carrying the torch on the sholder .",and after 6 pm people went around the street carrying a torch on their shoulder.,Chinese (Mandarin)
"The price of the pocket candlestand sold at the antique store is 156 dollar, but it is said that similar things are usually very expensive on the market of antiques.","The pocket candlestand costs 156 dollars at the antique store, but it is said that similar things are usually very expensive on the market of antiques.",Chinese (Mandarin)
"So, books are cheaper than usual for close the shutters sale.",The books are cheaper than usual because they are having a moving sale.,Chinese (Mandarin)
"After 3 years study,I went to a famous high school in another city,another 3 years past by,my skills is still poor enough....","After 3 years of study, I went to a famous high school in another city. Another 3 years passed by but my skills are still poor... .",Chinese (Mandarin)
"However, if the person is a close friend, I would lend the money since I do not want to break the relationship with him.","However if it's a close friend, I'd lend the money to him since I don't want to endanger our relationship.",Chinese (Mandarin)
"If it a company's colleague and that it is sure to meet him the following day, I wont worry so much.","If it's colleague from work that I'm sure to meet the following day, I wouldn't worry much.",Chinese (Mandarin)
"Airplane also, emits some CO2 when it leave the road and change its way to go to.","They also emit CO2 when they leave the road and change the way they have to go. (Later on, you use ""plane"" or ""airplane"" frequently, which sounds repetitive)",Chinese (Mandarin)
"However, as long as we live alone, those things should be done by our own which makes us independant.","However, when we live alone, we do those things ourselves, which makes us more independent.",Chinese (Mandarin)
"To show the private seens of the popular stars has negative effect to them, people missunderstand the importance of other serious news in the world, and fans can be depressed by the gosips of their idolised person.","To show the private scenes of the popular stars has negative effect on them, people misunderstand the importance of the other serious news in the world, and fans can be depressed by the gossips of their idolized person. (I think this sentence contain too much information, you might want to break it into two or three sentences)",Chinese (Mandarin)
"Also, people missunderstand the important news of the world since every time you see the television in Japan, there are so many programs with the information of the star's gosips and because of such nonsence information reduce the time to show other serious news that is much more important for the world.","Also, people misunderstand the important news of the world since every time you watch television in Japan, there are so many programs with the information of the star's gossips and because of such nonsense information reduce the time to show other serious news that is much more important for the world. (This sentence is wayyyyyyyyyy toooooo long)",Chinese (Mandarin)
"If I would choose the most beneficial one among them, I would change the equipements to use the internet service so that both students and teachers can connect to the wireless internet service anywhere in the university.","The most beneficial change I can think of would be to the equipment used to connect to the internet, so that both students and teachers could connect to the wireless internet service anywhere in the university.",Chinese (Mandarin)
"If the university has the wireless internet conneciton service in all area, students and teachers can access to the web whenever they want and such a service would help them to study with the latest information on their reserch.","In addition, if the university had the wireless internet connection service in all areas, students and teachers could access the web whenever they wanted. Such a service would help them to study with the latest information for their research / on the topics of their research.",Chinese (Mandarin)
"By using the free-talking service such as Skype for the communication with the colleague in the school, I could reduce the toll of the mobile phone.","By using free services such as Skype for communication with colleagues at school, I could reduce my mobile phone expenditures.",Chinese (Mandarin)
"By reserving the restaurant for dinner, I wont have to wail for the seat, so that I can imagine the time to get out of the restaurant and decide which train to take to come back before that it gets too late.","Since I reserved the restaurant for dinner, I wont have to wait for the seat, so I have a good idea of when I will leave the restaurant and can decide which train to take so I can come back before that it gets too late.",Chinese (Mandarin)
"That reminded me of SONY's problem that its users credit card information has been stolen by the hacker's group, which made a huge loss to the company.","This reminds me of SONY's problem where its users credit card information was stolen by a hacker group, creating a huge loss for the company.",Chinese (Mandarin)
"So from now on, I will eat dessert.","I will now eat dessert. You can say ""I'm going to have (eat) dessert now"".",Chinese (Mandarin)
The program of the second season was ended broadcasting in this week in Japan.,The show's second season ended broadcasting this week in Japan.,Chinese (Mandarin)
"From tomorrow, The class and part time job will restart!!",I will return to my class and part-time job tomorrow!,Chinese (Mandarin)
"Today , I went to there too , and can't endure the behavior which is people don't close the ring of mobile phone , which could disturb other persons and it is an impoliteness.","Today I went there, and I can't endure the behavior which is people not turning off the ring of their mobile phone, which could disturb other persons and is an impoliteness.",Chinese (Mandarin)
"But, last year Noel got out from the band and it made me very sad, because I've never been to their concert!",But last year Noel left the band and it made me very sad because I've never been to one of their concerts!,Chinese (Mandarin)
i abcolutely cant understand peoples who lowe winter - i just think they're dumb!,I absolutely cannot understand people who love wintertime - I just think they're dumb!,Chinese (Mandarin)
"I have followed all the news in TV recently about disater occurs Japan, it's too terible and unbievable, not only impacts for economics as a whole, disater also impacts to the mental impairment of its people.","I have followed all the news on TV recently about the disaster that occured in Japan, it's too terible and unbelievable, not only the impacts on economics as a whole, the disaster also impacts the mental state of its people.",Chinese (Mandarin)
"The world of game likes a minuature social life, also has good, bad and evil so gamers will know that protect with good things (or people) and fight again bad things(or peole).","The world of games is like a minature social life, which has good, bad and evil so gamers will know that they should protect good things (or people) and fight bad things(or people).",Chinese (Mandarin)
"He always take on the Hako-Fugu hat, so some people misunderstand the hat as the very Sakanakun.","He is always wearing the Hako-Fugu hat, so some people mistake the hat as being Sakanakun himself.",Chinese (Mandarin)
"A wood have an unique and heart-warming atomosphere, so I became happy with it.","Wood has a unique and heart-warming atmosphere, so I became happy with it.",Chinese (Mandarin)
"Possibility we can chatting long time with each other, if we have fun.","We might chat for a long time, if we have fun.",Chinese (Mandarin)
"If the human want to still live in the word, we should keep biodiversity.","If we humans still want to live in this world, then we should maintain biodiversity.",Chinese (Mandarin)
"my chinese is good,i think,haha.",My Chinese is good. I think. haha.,Chinese (Mandarin)
and i also want to help someone about their chinese.,I would also like to help someone with their Chinese.,Chinese (Mandarin)
"More often,I should pay more time in finding out the way how to master my computer.",I should put more time into finding the ways to improve my computer skills.,Chinese (Mandarin)
"Originally,I will have a three-day vacation without any homework or pressures,but now,the competition cut half of the three days, cause I will be a volunteer.","Originally, I would have a three-day vacation without any homework or pressures, but the competition cut the three days in half because I will be a volunteer.",Chinese (Mandarin)
"But now,this year,my classmates all have gone back home,just one persen stay here--I.",But this year my classmateshave all gone back home and I am the only one staying here.,Chinese (Mandarin)
"He was the only one got the graduatione from university in my hometown,where is the small country.",He was the only one who graduated from university in my hometown. (Not sure what the latter part means...),Chinese (Mandarin)
"But when I met some difficulty in my life,I will press the phone number to him ,he has the skill to cheer me up ,maybe I will weep in silence on the side of the phone ,But over the call ,I will smile to say ,I am fine.","But when I meet some difficulty in my life, I will call his phone number, since he has the skill to cheer me up. Maybe I will weep in silence on my side of the phone, but over the call, I will smile and say I am fine.",Chinese (Mandarin)
"I face to my computer all day in my office,so I was suffering from conjunctivitis:(",I look at my computer all day in my office; it caused me to suffer from conjunctivitis. :(,Chinese (Mandarin)
"It is because as for satc, for example, I saw the same episode for many times in a few month!","For example, when I was watching SATC, I saw the same episode many times in a few months!",Chinese (Mandarin)
He started crying and blaming himself and his bad luck for losing those diamonds.,"He cried and blamed his bad luck for losing the diamonds. ""started crying"" is okay, but it is hard to make ""started"" parallel with the other verbs. It sounds strange to ""start blaming"". So I modified it here to make it or more direct and safe grammatically.",Chinese (Mandarin)
"Everyone of them holds the hand of his partner, like they are going to shake hands.",They both hold hands like they are going to shake hands.,Chinese (Mandarin)
Anyone of them who grabs his partner to his side of the line will get a point.,"Any who could grab their partner to their side of the line got a point. The last sentence was past tense. There are two choices you could make to stay consistent in this story: explain the rules, by using a consistent present tense while talking about this particular game. ""Anyone who grabs their... gets a point..."" Or by telling a story of what actually happened and using consistent past tense. ""Anyone who grabbed/ could grab their partner..."".",Chinese (Mandarin)
"But this is not always the case, some people do this believing that this is the best they can do to avoid the troubles.","Even if this is not the case, some people believe this in order to avoid trouble. What you said is technically correct (except you should have added ""even if"" after the comma), but I reworded it here to sound more clear and more grammatically safe.",Chinese (Mandarin)
"I don't choose the dollar, because the day I take it, the game will be over,""the boy replied, then he went on with his way.","""I never choose the dollar, because the game will be over the day that I do,"" the boy replied, then he went on his way. In statements like one that is quoted here, I'm a bit unsure about using more than one comma in so few words. Usually if you can reduce the amount of commas, it is better to. Maybe by reordering words.",Chinese (Mandarin)
"All the time, people tell me that I make some weird analogies.","People always tell me that I make some weird analogies. Or you could say ""People tell me all the time..."". ""All the time"" is not usually used as an adverbial. There are some adverbials like ""day after day"" that have almost the same meaning. But it is not quite appropriate to this context.",Chinese (Mandarin)
"Around six o'clock, the police in the field received a command to leave the field and save their own lives specially that the army was to get down to the streets and curfew was imposed from 7:00 pm until 8:00 am.","Around six o'clock, the police on duty received a command to leave their positions to save their own lives. Especially since the army had to get to the streets to impose the curfew from 7:00 pm until 8:00 am.",Chinese (Mandarin)
"Large hypermarkets and Malls were robbed like Carrefour and others, over twenty-one thousand (21,000) -- or even more -- piece of weapon were stolen and were in the hands of these prisoner.","Large supermarkets and malls, like Carrefour and others, were robbed. Over 21,000 or more weapons were stolen and got in the hands of the prisoners.",Chinese (Mandarin)
"For example, movies where there are lawyers involved, like: A Few Good Men starring Tom Cruise; or other movies which are about a reporter who is trying to reveal the truth , like: State Of Play by Russell Crowe or maybe some action movies, like: Live Free Or Die Hard by Bruce Willis, and many other movies.","For example, I like movies that involve lawyers like A Few Good Men starring Tom Cruise, movies with reporters uncovering the truth like in State Of Play starring Russell Crowe, actions movies like Live Free Or Die Hard with Bruce Willis, and many others.",Chinese (Mandarin)
I'm feeling guilty because I haven't been fair with them at all.,I feel guilty for not being fair to them.,Chinese (Mandarin)
"Will I ever be ready, I don't know but I'd better be ready soon because I've already missed about six lectures.","I don't know if I'll ever be ready, but I'd better be ready soon because I've already missed about six lectures.",Chinese (Mandarin)
"and you know what, believing, is what got him to do all this.","and believing is what got him to do all this. ""You know what"" is a question. It's difficult to tell how to add this in. You might perhaps put a period after ""a good reason"", get rid of the second em dash above, start a new sentence as ""And you know what?"", and then another new sentence as ""Believing is what got him to do all this."" And it would look good.",Chinese (Mandarin)
Customers should feel free to increase the tipping price unless they are feeling dissatisfied with the service (but I don't think one can decrease the tipping price for this reason).,"Customers should feel free tip more, unless they are feeling dissatisfied with the service (but I don't think one can decrease the tipping price for this reason).",Chinese (Mandarin)
"The first one was hard to achieve because I always has to get up at 5 or 6 o'clock, and the latter could not also be achieved because I would not be able to concentrate on what I'm reading if I'm feeling sick.","The former was difficult , because I always get up at 5 or 6 o'clock. The latter is impossible when I'm too sick to concentrate on what I'm reading. Former and latter are opposites. To compare two things, sometimes we'll use both.",Chinese (Mandarin)
"I think it doesn't seem harmful, but at the same time, I don't know anything about her (that if it's actually ""her"", and not ""him"".","It doesn't seem harmful, but at the same time, I don't know anything about her. (that is if its a woman, rather than a man.",Chinese (Mandarin)
One needs to concentrate to tell who is here and who's there.,I really have to concentrate to tell who is who.,Chinese (Mandarin)
"But generally, it's a comparison that has in one side a boy holding a stone in his hands, and in the other side the Israeli soldiers.",But it's basically comparing two sides: a boy holding a stone in his hands and a group of Israeli soldiers.,Chinese (Mandarin)
We had a previous warning that the exams that our professor make are very very tall.,"We were warned that the exams that our professor makes are very very long. (""tall"" is more for height)",Chinese (Mandarin)
I used to feel very stressed when I did that but I couldn't stop procrastinating.,"This would stress me out, but I couldn't stop procrastinating. This is another common expression among college students.What you said, again, is correct but learn both ways to say it. With the ""this would stress me out"" being the most natural and native-like way of saying the same thing.",Chinese (Mandarin)
"And try to translate it, OKAY, into an understandable data, OKAY..."" Actually, I think he uses more 3 or 4 okays in these 10 seconds, but you got the idea, Right?","And tries to translate it, okay, into understandable data, okay."" Actually, I think he used more like three or four okays in these 10 seconds, but you get the idea, right?",Chinese (Mandarin)
"I don't know why i can't, but what i do is manipulating the thought that i have in my head to make it match the words which i can express with, although what's supposed to happend , is manipulating the words to make them match your thought, but this is the problem.","I don't know why. What I do is manipulate the thought that I have in my head and make it match the words I know, but what should happen is that I manipulate the words to make them match my thought, but that's the problem.",Chinese (Mandarin)
"Oh, i didn't know that i worte that much, this is another problem, once i start writing about something that turely expresses my feelings, i can't stop the flow.","Oh, I didn't know that I wrote so much. This is another problem; once I start writing about my true feelings, I can't stop..",Chinese (Mandarin)
"When a suitor comes to the bride's father to propose to the daughter, later on, the father would go to the girl and asks her whether she accepts the man as her husband or not.","When a suitor would come to the bride's father in order to propose to the daughter, the father would later go to the girl and ask her whether she accepted the man as her husband or not.",Chinese (Mandarin)
"Whatever they are singing, it must be as wonderful as the drawing because, at some point, people just burst into tears.","Whatever they are singing must be as beautiful as the drawing, because people burst into tears at one point.",Chinese (Mandarin)
"For me, it's hard to keep studying in a steady way.",It's hard for me to keep studying in a consistent way.,Chinese (Mandarin)
"Beside, in junior education, we have to learn basement knowledge in a wide range.","Besides, in junior education we have to learn a wide range of basic knowledge.",Chinese (Mandarin)
"hallo,my name is Pu pu,I come fome China,I am stadying Eglish,I will only a little English.","hello, my name is Pu pu, I am from China, I am studying English, I only understand some simple English.",Chinese (Mandarin)
"With good music, I danced and jumped and drunk very much.",I danced and jumped to the good music and a lot.,Chinese (Mandarin)
"As I usually do, I know I would look back this choice some day again.","I know I will look back, as I usually do, on this choice someday again.",Chinese (Mandarin)
That river where was seen from train is like the story of Japanese fairy tail.,"Seen from train, that river resembles the story of Japanese fairy tail.",Chinese (Mandarin)
"I who was in half awake and half asleep thought that perhaps a insect or something will be biting me, and I hold it and threw.","I was half awake, half asleep and thought that perhaps a insect or something was biting me, and I took hold of it and threw (away from my arm).",Chinese (Mandarin)
"I was very good feeling, and became to be asleep little by little.","It's a very good feeling, and I begin to fall to sleep little by little.",Chinese (Mandarin)
I will take for long time to write my message and my diary.,It takes a long time to write my message and diary.,Chinese (Mandarin)
companion like when I write English for long time.,I take a while to write English.,Chinese (Mandarin)
"So as a 29 years old boy.(FYI, 27 in international age) It is considered to be very old to go on a Meeting.","29 , 27 in international age, is considered very old for Meetings.",Chinese (Mandarin)
"Now i have a house and a job, and i'm very excited about this experience, but i have not a good level of english and i don't understand the people when they speak with me and i don't know the correct forms of english expressions.","Now I have a house and a job, and I'm very excited about this experience, but I don't have a good level of English and i don't understand the people when they speak with me and I don't know the correct forms of English expressions.",Chinese (Mandarin)
"Next, the students spend money on entertainment, postpone the vacation and electronic equipment such as laptops and portable music players.",The students will also spend their money on entertainment and electronic equipment. This causes the postponement of returning home on a vacation.,Chinese (Mandarin)
more and more teenagers take to work in the holidays.,"Increasingly more, teenagers work during the holidays.",Chinese (Mandarin)
"Just today,it was the day begining of summer time,","Today was the first day of summer time,",Chinese (Mandarin)
"I want to write someting in Japanese at first,but to my ashamed,I can't put the Japanese words on the computer,I means I can't type the Japanese wolds.","I want to write something in Japanese at first,but to my shame ,I can't write Japanese on the computer,I mean I can't type/put in Japanese characters.",Chinese (Mandarin)
Her father died when she was a teenager so her people were absorb by the Aztecs and she was a slave working in different houses.,"When she was a teenager, her father died. Her people were absorbed into the Aztec empire and she became a domestic slave.",Chinese (Mandarin)
"This case of me is called ""KAJITETSUDAI"" in Japan.","In Japan, these people are called ""KAJITETSUDAI"" (domestic helpers).",Chinese (Mandarin)
"That's all my knows about it that is ""Thank for your kindness"".","All I know about it is to say ""Thanks for your kindness.""",Chinese (Mandarin)
I have a club of the Hikikomori who live at my town in tokyo.,I belong to the Hikikomori club that is for the people who live in my town in Tokyo.,Chinese (Mandarin)
the album is wrote the Lyrics in both Japanese and English.,The lyrics in this album were written in both Japanese and English.,Chinese (Mandarin)
"It was fine day of a beginning of summer, we went through the arch of the green leaves,by listening to the sound of stream of roadside, and feeling cool air.","It was a fine day at the beginning of summer. We went through an arch of green leaves,listening to the sound of a stream by the roadside, and feeling [OR: enjoying the] cool air.",Chinese (Mandarin)
"but however, I'm still no soul and heart is cold ,whatever what I learn more,I can not really stir vision for the future.","however, I have no soul and my heart is cold ,whatever more I learn , I can not really stir a vision for the future.",Chinese (Mandarin)
after a long time even no have all kinds of the strong feeling of humanity.,no longer have the strong feeling of humanity.,Chinese (Mandarin)
"I met a photographer and become to start enjoy my life, then began to start loving the world, to loving himself.","I found photography and began to enjoy my life, then began to love the world, then to love myself.",Chinese (Mandarin)
"Maybe, I had guessed that the router might resurrection.",I hoped doing that bring the router back to life.,Chinese (Mandarin)
The sex and city was on air and I kept watching.,"Sex and the City was on, so I kept watching that.",Chinese (Mandarin)
"You'll soon forget the pain and suffering, you'll soon have one more baby; you'll soon climb another mountain....","You'll soon forget the pain and suffering, and have another baby; you'll soon climb another mountain....",Chinese (Mandarin)
"Even though he spends so hard days, he and his classmates have a good time during the recess after the second class.","Even though my son works hard in school every day, he and his classmates have a good time during the break after the second class.",Chinese (Mandarin)
"Kawasumi, who saved the team by her goal which tied the score after they lost the first score, said like this referring Miyama Aya, one of her teammates, who assisted her goal,","Kawasumi, who saved the team with her goal which tied the score after had given up a point, said this referring to Miyama Aya, one of her teammates, who assisted her goal:",Chinese (Mandarin)
"while shampoo, one of the hairdressers took long time to rinse the shampoo and for scalp massage.",One of the hairdressers took long time to shampoo and massage my scalp.,Chinese (Mandarin)
plus the money as much as I earn by my part-time job for the days I would have worked as a volunteer.,plus the money from my part-time job .,Chinese (Mandarin)
"And without these qualities of life, we'll be violent,","Without these qualities, life will be violent,",Chinese (Mandarin)
"My friends are very solid,so I learn a lot of things from friends,and I reflected about my feeling and action.","My friends are very smart, so I learn a lot of things from them I also reflected on my feeling and action.",Chinese (Mandarin)
"The salaryman went out at last, then I talk with him about my situation, then He opened my apartment, then I could retern to my room.","A salaryman came out at last, then I talked to him about my situation, then he opened my apartment, then I could return to my room.",Chinese (Mandarin)
By the way I've ever read many a novel but never any novel wrriten in English.,I've read a lot of novels but not in English.,Chinese (Mandarin)
"However, in the day time, the sunshine can lye to me.",The sunshine in the daytime can be deceptive.,Chinese (Mandarin)
"It looked so hot and warm, but in fact, the outdoors is cool.","It looks hot or warm, but, in fact, it is cool outside. (It is cool out-of-doors)",Chinese (Mandarin)
"Ignoring the sign, she entered there, taking walk around, and when she was going out, the entrance was closed with chains.","Ignoring the sign, she entered and took a walk around. But when she was going out, the entrance was closed with chains.",Chinese (Mandarin)
"In many times of the practice, we could succeed in passing the baton and were starting to get the hang of it.","Many times during practice, we would succeed in passing the baton and were starting to get the hang of it.",Chinese (Mandarin)
"After all, our team was announced that it was disqualification because if the mistake of handoff.","In the end, our team was announced that it was disqualified because of the mistake of during the baton hand off.",Chinese (Mandarin)
"In conclusion, using guns have benefit, for example, it is good weapons to protect myself or other people, and guns are cool, so many people pay attentions the guns.","In conclusion, using gun benefi; it is good weapon to protect or and guns are cool, so many people pay attention guns.",Chinese (Mandarin)
"However, modern people have more opportunities to make good relationship with people than people who lived days of yore because of higher life span.",Modern people have more opportunities to form/establish good relationships with other people than ancient peoples because of our longer life span.,Chinese (Mandarin)
"To sum up, the modern life span is higher.",All of these things help contribute to the increased length of the modern life span.,Chinese (Mandarin)
"And, I'm not used to write a dialy.",However I am not used to writing a diary.,Chinese (Mandarin)
"Somebody feel that Blue is terrible, the other says Blue is very cute.","Some people think that Blue is terrible, But others saythat Blue is very cute.",Chinese (Mandarin)
"In usual, I open the chips and then I eat all!","Usually, I would open a bag of chips and I wouldeat them all.",Chinese (Mandarin)
"Case of Pilates, it use the lungs for breath.","For instance, in pilates you use the chest for breathing,",Chinese (Mandarin)
"Case of Yoga, it use the belly for breath.","in yoga, you use the belly.",Chinese (Mandarin)
"She said to me last winter, I want a bathrobe!","Last winter, she told me that she wanted a bathrobe",Chinese (Mandarin)
"If you try to answer to this question seriously, it is very difficult.",Trying to answer this question is very difficult.,Chinese (Mandarin)
