text,correct,sequence,native
"I can spesk a little English ,I want to know how to learn English well, who can help me ,thank you",I can speak a little English. I want to know how to (speak)English well. Who can help me? Thank you.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"I am a student ,learn in MaoMing University,I do not what reason I feel very silly every day,may be daily life is the same,No new,this is not what I want, what methods can change this situation,who can tell me.",I am a student studying in MaoMing University. I do not know why I feel very silly every day. Maybe because daily life is always the same. Nothing new. This is not what I want. How can I change this situation? Who can tell me?,"('PROPN', 'PUNCT', 'PRON')",Spanish
"I am a student ,learn in MaoMing University,I do not what reason I feel very silly every day,may be daily life is the same,No new,this is not what I want, what methods can change this situation,who can tell me.",I am a student studying in MaoMing University. I do not know why I feel very silly every day. Maybe because daily life is always the same. Nothing new. This is not what I want. How can I change this situation? Who can tell me?,"('PROPN', 'PUNCT', 'PRON')",Spanish
"I am a student ,learn in MaoMing University,I do not what reason I feel very silly every day,may be daily life is the same,No new,this is not what I want, what methods can change this situation,who can tell me.",I am a student studying in MaoMing University. I do not know why I feel very silly every day. Maybe because daily life is always the same. Nothing new. This is not what I want. How can I change this situation? Who can tell me?,"('PROPN', 'PUNCT', 'PRON')",Spanish
"I am a student ,learn in MaoMing University,I do not what reason I feel very silly every day,may be daily life is the same,No new,this is not what I want, what methods can change this situation,who can tell me.",I am a student studying in MaoMing University. I do not know why I feel very silly every day. Maybe because daily life is always the same. Nothing new. This is not what I want. How can I change this situation? Who can tell me?,"('PROPN', 'PUNCT', 'PRON')",Spanish
"As I learned English mainly in London, I speak British English and I think I should stick to it or my English would more confuse people.","As I learned English mainly in London, I speak British English and I think I should stick to it or my English would confuse people more. (This way is more natural, at least in America. ;-) )","('PROPN', 'PUNCT', 'PRON')",Spanish
"When I drive a car in winter, it's scared.","When I drive a car in Winter, it's scary. +Scary = tsu-kei-rii+","('PROPN', 'PUNCT', 'PRON')",Spanish
"In Messenger, He said that you should have 'brave' at this site.",He said that you should be 'brave' at this site.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"Hello , my name is Gina, I am studying Japanese in Taiwan now.","Hello , my name is Gina. I am studying Japanese in Taiwan now.","('PROPN', 'PUNCT', 'PRON')",Spanish
It took about 5hours' drive from Hakodate.,It took about 5hours' drive from Hakodate.It was a 5 hour drive from HakodateorIt took about 5 hours to drive from Hakodate.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"As soon as we arrived in HaTay, my friends decided that it was too late to climbing mountain so they wanted to swim but I didn't.","As soon as we arrived in HaTay, my friends decided that it was too late to climbing mountain, so they wanted to swim even though I was against it.","('PROPN', 'PUNCT', 'PRON')",Spanish
my name is Song Han 24 years old .,"My name is Song Han, I am 24 years old .","('PROPN', 'PUNCT', 'PRON')",Spanish
"Do you have the experience that you finished reading questions,and just trying to answer,then you forget the content.","Do you have the experience (Problem) that you have finished reading questions, and you bare just trying to answer them, and then you forget the content?","('PROPN', 'PUNCT', 'PRON')",Spanish
I'm a university student of Tohoku University in Japan.18years old.,I'm a university student of Tohoku University in Japan. I am 18years old.,"('PROPN', 'PUNCT', 'PRON')",Spanish
Sukiyaki is one of famous cooks as we put cutting thin-beef and vegetables into one- pot.,Sukiyaki is one of the famous food in Japan. We slices the beef into thin pieces and put it into a pot with vegetables.,"('PROPN', 'PUNCT', 'PRON')",Spanish
iPad can write a message and dairy.,"With iPad, I can write messages and diary entries, but I can't correct other diaries.","('PROPN', 'PUNCT', 'PRON')",Spanish
iPad can write a message and dairy.,"With iPad, I can write messages and diary entries, but I can't correct other diaries.","('PROPN', 'PUNCT', 'PRON')",Spanish
Negiyaki which use many fresh green leeks in flour sponge is the best for me.,"Negiyaki, which is many fresh green leeks in a flour sponge, is my favorite.","('PROPN', 'PUNCT', 'PRON')",Spanish
Negiyaki which use many fresh green leeks in flour sponge is the best for me.,"Negiyaki, which is many fresh green leeks in a flour sponge, is my favorite.","('PROPN', 'PUNCT', 'PRON')",Spanish
We went to see movie that title is Life.,We went to see a movie titled is Life. I think movie titles should be in italics.,"('PROPN', 'PUNCT', 'PRON')",Spanish
In Japan we are waited to receive it for 7days.,"In Japan, we have to wait 7 days to receive it.","('PROPN', 'PUNCT', 'PRON')",Spanish
"What do you point at price , place, nature, food?","When taking a trip in Japan, what do you consider first: price, place, nature, or food?","('PROPN', 'PUNCT', 'PRON')",Spanish
"What do you point at price , place, nature, food?","When taking a trip in Japan, what do you consider first: price, place, nature, or food?","('PROPN', 'PUNCT', 'PRON')",Spanish
Last Friday it held Athletic Festival in my oldest daughter's elementary school.,"Last Friday, there was an Athletic Festival at my oldest daughter's elementary school.","('PROPN', 'PUNCT', 'PRON')",Spanish
It is the one only like B parts when comparing it by Gundam.,It is the one only like B parts when comparing it by Gundam.It's like B parts of Gundam.,"('PROPN', 'PUNCT', 'PRON')",Spanish
I want to learn about wait on customers in English and I want to speak them in English.,I want to learn how to wait on customers in English. I want to speak to them in English more accurately & and fluently. ak-yu-raat-lii & fluu-wen-lii,"('PROPN', 'PUNCT', 'PRON')",Spanish
This is one of the famous jazzes in Japan?How are other countries?,This is one of the most famous jazz songs in Japan? What about other countries?,"('PROPN', 'PUNCT', 'PRON')",Spanish
If I got a high grade at English I'll write diary.,"If I get a high grade in English, I'll write a diary entry about it.","('PROPN', 'PUNCT', 'PRON')",Spanish
I was born and grew up in Yokohama.,"I was born and grew up in Yokohama. This is correct, but phrase we use is ""born and raised.""","('PROPN', 'PUNCT', 'PRON')",Spanish
"My dad tried to ask how to change the flight and a Thai guide said it cost 15,000 baht to change to Thai Airways which its departure time was 3.30.","My dad tried to ask how to change the flight and a Thai guide said it cost 15,000 baht to change to Thai Airways, which its departure time was 3.30.","('PROPN', 'PUNCT', 'PRON')",Spanish
"In Japan, It is said ""IMO-ARAI"" that there is a lot of people in a pool.","In Japan, we say, ""IMO-ARAI"" when there are a lot of people in a pool.","('PROPN', 'PUNCT', 'PRON')",Spanish
I ate sarami it is very good.,"I ate salami, it is very good.","('PROPN', 'PUNCT', 'PRON')",Spanish
I think Germany's foods are better than one in United Kingdom.,I think Germany's foods are better than those in the United Kingdom.(or) I think Germany's foods are better than the United Kingdom's.(or) I think Germany's food is better than the United Kingdom's.,"('PROPN', 'PUNCT', 'PRON')",Spanish
I think Germany's foods are better than one in United Kingdom.,I think Germany's foods are better than those in the United Kingdom.(or) I think Germany's foods are better than the United Kingdom's.(or) I think Germany's food is better than the United Kingdom's.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"For them, I am still a boy, and I can't cope with this competitive society.","Forthem, I am still a boy, and I can't cope with this competitive society.&nbsp;(OR: To them, I am still a boy who is unable to cope with this competitive society.)","('PROPN', 'PUNCT', 'PRON')",Spanish
"I love the cheerful atmosphere, I believe that the more family I have, the more happiness I can get.","I love the cheerful atmosphere, I believe that the more family I have, the more happiness I can get. &nbsp; I agree!","('PROPN', 'PUNCT', 'PRON')",Spanish
I'm so angry today.,"I'm so angry today because of Ssanty, my associate.","('PROPN', 'PUNCT', 'PRON')",Spanish
"Hi Brian, i cant find ur letter before.","Hi Brian, i couldn't find your letter from before. //'Can't' implies that you are looking right now as you write this, so couldn't is more logical. 'ur' is VERY informal used only in short messages, not long form letters (of course, it's up to you if you want to use it, but it does make one sound a but uneducated). Next, you need the 'from' to show that the letter you are referring to is 'from the past'.","('PROPN', 'PUNCT', 'PRON')",Spanish
"Hi Brian, i cant find ur letter before.","Hi Brian, i couldn't find your letter from before. //'Can't' implies that you are looking right now as you write this, so couldn't is more logical. 'ur' is VERY informal used only in short messages, not long form letters (of course, it's up to you if you want to use it, but it does make one sound a but uneducated). Next, you need the 'from' to show that the letter you are referring to is 'from the past'.","('PROPN', 'PUNCT', 'PRON')",Spanish
"Hi Brian, i cant find ur letter before.","Hi Brian, i couldn't find your letter from before. //'Can't' implies that you are looking right now as you write this, so couldn't is more logical. 'ur' is VERY informal used only in short messages, not long form letters (of course, it's up to you if you want to use it, but it does make one sound a but uneducated). Next, you need the 'from' to show that the letter you are referring to is 'from the past'.","('PROPN', 'PUNCT', 'PRON')",Spanish
"Hi Brian, i cant find ur letter before.","Hi Brian, i couldn't find your letter from before. //'Can't' implies that you are looking right now as you write this, so couldn't is more logical. 'ur' is VERY informal used only in short messages, not long form letters (of course, it's up to you if you want to use it, but it does make one sound a but uneducated). Next, you need the 'from' to show that the letter you are referring to is 'from the past'.","('PROPN', 'PUNCT', 'PRON')",Spanish
"Hi Brian, i cant find ur letter before.","Hi Brian, i couldn't find your letter from before. //'Can't' implies that you are looking right now as you write this, so couldn't is more logical. 'ur' is VERY informal used only in short messages, not long form letters (of course, it's up to you if you want to use it, but it does make one sound a but uneducated). Next, you need the 'from' to show that the letter you are referring to is 'from the past'.","('PROPN', 'PUNCT', 'PRON')",Spanish
"From Sunday, I was suffering from influenza.",I was suffering from influenza since last Sunday.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"But I read what translated Japanese, I want to read the original.",But what I read was translated into Japanese. I wanted to read the original one.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"But I read what translated Japanese, I want to read the original.",But what I read was translated into Japanese. I wanted to read the original one.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"In United Kingdom, I respect Edmund Burke,Winston Churchill, Margaret Thatcher,and more.","From the United Kingdom I respect Edmund Burke,Winston Churchill, Margaret Thatcher,and more.","('PROPN', 'PUNCT', 'PRON')",Spanish
I have konwn that there is many(about 40case)looter in Miyagi which is strucked by earthquake.,"I have heard that there have been about 40 cases of looting in Miyagi, which was struck by the earthquake.","('PROPN', 'PUNCT', 'PRON')",Spanish
"Somalia in Afrika, it seems a terrible drought.",It seems that there is a terrible drought in Somalia in Africa.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"In Japan, we says that child is God to seven.","In Japan, we say that until they are seven, they are God's children.","('PROPN', 'PUNCT', 'PRON')",Spanish
"While we were staying in Singapore, we took a tour to visit Johor Bohru in Malaysia.","While we were staying in Singapore, we went on a tour around Johor Bahru, Malaysia.","('PROPN', 'PUNCT', 'PRON')",Spanish
"It was interesting for me that once we went through the customs of Singapore, we go by a bus for a while to reach the immigration of Malaysia, so we have to drive for a while between 2 coutries.","It was interesting for me that once we went through the customs at Singapore, we went by bus for a while to reach the immigration checkpoint in Malaysia, so we had to drive for a while between the 2 countries. (the sentence is a little strange because you went by bus, not by car; I feel you should use, 'so we had to ride the bus for a while as it traveled to the Malaysian border')","('PROPN', 'PUNCT', 'PRON')",Spanish
"It was interesting for me that once we went through the customs of Singapore, we go by a bus for a while to reach the immigration of Malaysia, so we have to drive for a while between 2 coutries.","It was interesting for me that once we went through the customs at Singapore, we went by bus for a while to reach the immigration checkpoint in Malaysia, so we had to drive for a while between the 2 countries. (the sentence is a little strange because you went by bus, not by car; I feel you should use, 'so we had to ride the bus for a while as it traveled to the Malaysian border')","('PROPN', 'PUNCT', 'PRON')",Spanish
"Technically, it's not summer break yet, but the finals are over, so we don't have school now.","Technically, it's not summer break yet, but finals are over, so we don't have school right now. Ok, this one is little tricky- it's more natural to just say ""finals"" without an article.","('PROPN', 'PUNCT', 'PRON')",Spanish
I confuse Tuesday with Thursday X I am confused with Tuesday and Thursday,"I confuse Tuesday with Thursday X I am confused with Tuesday and Thursday -- You could say: ""I got confused between tuesday and thursday"" or ""I mixed up tuesday and thursday"".","('PROPN', 'PUNCT', 'PRON')",Spanish
"my name is oanhchau , im from viet nam, my language is vietnames,",My name is oanhchau. I'm from Vietnam. My language is vietnamese.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"my name is oanhchau , im from viet nam, my language is vietnames,",My name is oanhchau. I'm from Vietnam. My language is vietnamese.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"my name is oanhchau , im from viet nam, my language is vietnames,",My name is oanhchau. I'm from Vietnam. My language is vietnamese.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"my name is oanhchau , im from viet nam, my language is vietnames,",My name is oanhchau. I'm from Vietnam. My language is vietnamese.,"('PROPN', 'PUNCT', 'PRON')",Spanish
I believe there is only one god and allah is the only god,"I believe there is only one god and Allah is the only god. I believe there is only one god, Allah.","('PROPN', 'PUNCT', 'PRON')",Spanish
"My name is Haejin, Song.","My name is Haejin, Song, but you can call me Susan. That's my English name.","('PROPN', 'PUNCT', 'PRON')",Spanish
(Do I use this phrase correctly?),"(Do I use this phrase correctly?)Yes, you used the phrase correctly. Not that I have ever heard of such a phrase but it sounds right when you read it. Maybe instead of you are talking about the various English dialects??","('PROPN', 'PUNCT', 'PRON')",Spanish
I picked her up and down from the desk.,"I picked her up and took her down from the desk.(Or, I picked her up and put her back on the floor.)","('PROPN', 'PUNCT', 'PRON')",Spanish
And you can change the language flag.,"And you can change the language flag. [In written English, this should be part of the previous sentence: ""First, you should click the edit button of the entry, and (then) you can change the language flag."" It is technically incorrect to start a sentence with a conjunction (and, or, so, but), although this occurs often in spoken English.]","('PROPN', 'PUNCT', 'PRON')",Spanish
And you can change the language flag.,"And you can change the language flag. [In written English, this should be part of the previous sentence: ""First, you should click the edit button of the entry, and (then) you can change the language flag."" It is technically incorrect to start a sentence with a conjunction (and, or, so, but), although this occurs often in spoken English.]","('PROPN', 'PUNCT', 'PRON')",Spanish
And you can change the language flag.,"And you can change the language flag. [In written English, this should be part of the previous sentence: ""First, you should click the edit button of the entry, and (then) you can change the language flag."" It is technically incorrect to start a sentence with a conjunction (and, or, so, but), although this occurs often in spoken English.]","('PROPN', 'PUNCT', 'PRON')",Spanish
And you can change the language flag.,"And you can change the language flag. [In written English, this should be part of the previous sentence: ""First, you should click the edit button of the entry, and (then) you can change the language flag."" It is technically incorrect to start a sentence with a conjunction (and, or, so, but), although this occurs often in spoken English.]","('PROPN', 'PUNCT', 'PRON')",Spanish
And you can change the language flag.,"And you can change the language flag. [In written English, this should be part of the previous sentence: ""First, you should click the edit button of the entry, and (then) you can change the language flag."" It is technically incorrect to start a sentence with a conjunction (and, or, so, but), although this occurs often in spoken English.]","('PROPN', 'PUNCT', 'PRON')",Spanish
And you can change the language flag.,"And you can change the language flag. [In written English, this should be part of the previous sentence: ""First, you should click the edit button of the entry, and (then) you can change the language flag."" It is technically incorrect to start a sentence with a conjunction (and, or, so, but), although this occurs often in spoken English.]","('PROPN', 'PUNCT', 'PRON')",Spanish
And you can change the language flag.,"And you can change the language flag. [In written English, this should be part of the previous sentence: ""First, you should click the edit button of the entry, and (then) you can change the language flag."" It is technically incorrect to start a sentence with a conjunction (and, or, so, but), although this occurs often in spoken English.]","('PROPN', 'PUNCT', 'PRON')",Spanish
"If I were he and I wrote the sentence in Japanese, I would write, ""I have only four fingers without a forefinger on my left hand.""","If I were he and I wrote the sentence in Japanese, I would write, ""I have only four fingers without a forefinger on my left hand."" In English one would be more likely to say ""I am missing the forefinger on my left hand,"" implying without saying directly that the other fingers, including the thumb, are present.]","('PROPN', 'PUNCT', 'PRON')",Spanish
"If I were he and I wrote the sentence in Japanese, I would write, ""I have only four fingers without a forefinger on my left hand.""","If I were he and I wrote the sentence in Japanese, I would write, ""I have only four fingers without a forefinger on my left hand."" In English one would be more likely to say ""I am missing the forefinger on my left hand,"" implying without saying directly that the other fingers, including the thumb, are present.]","('PROPN', 'PUNCT', 'PRON')",Spanish
"If I were he and I wrote the sentence in Japanese, I would write, ""I have only four fingers without a forefinger on my left hand.""","If I were he and I wrote the sentence in Japanese, I would write, ""I have only four fingers without a forefinger on my left hand."" In English one would be more likely to say ""I am missing the forefinger on my left hand,"" implying without saying directly that the other fingers, including the thumb, are present.]","('PROPN', 'PUNCT', 'PRON')",Spanish
"I heard that people who are starting to learn Kanji, their eye sights are dramatically getting worse.",I heard that the eye sight of people who are starting to learn Kanji is getting dramatically worse.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"In Japan, there are many kinds of shops every major service area such as bakeries, flower shops, food stalls (outside), food corners, souvenir shops, dog runs and coffee shops.","In Japan, there are many kinds of shops at every major service area such as bakeries, flowerists, food stalls (outside), food corners, souvenir shops, dog runs and coffee shops.","('PROPN', 'PUNCT', 'PRON')",Spanish
A Korean studied abroad for a year in Japan.,"A Korean studied abroad for a year in Japan. You may also want to consider ""A Korean studied abroad, in Japan, for a year.""","('PROPN', 'PUNCT', 'PRON')",Spanish
But my data was not restored that some titles of games.,"But because it's a brand new Wii, my data was not saved for some games.","('PROPN', 'PUNCT', 'PRON')",Spanish
"One of them is a ""yutanpo"" in Japanese which is like a water bottle.","One of them is called ""yutanpo"" in Japanese, which is like a water bottle.","('PROPN', 'PUNCT', 'PRON')",Spanish
"in china , you can wear a lot of earrings or","In China, you can wear a lot of earrings or","('PROPN', 'PUNCT', 'PRON')",Spanish
"Han han is a brilliant young writer in china, his idea changed my attitude towards specialist.",Han han is a brilliant young writer in china. His ideas have changed my attitude towards specialization.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"Han han is a brilliant young writer in china, his idea changed my attitude towards specialist.",Han han is a brilliant young writer in china. His ideas have changed my attitude towards specialization.,"('PROPN', 'PUNCT', 'PRON')",Spanish
The Itsukushima Shinto Shrine which is the only shrine built over the surface of the sea and the surrounding native bush are designated as a World Heritage Site.,"The Itsukushima Shinto Shrine, which is the only shrine built over the surface of the sea and the surrounding native bush, is designated as a World Heritage Site.","('PROPN', 'PUNCT', 'PRON')",Spanish
The Itsukushima Shinto Shrine which is the only shrine built over the surface of the sea and the surrounding native bush are designated as a World Heritage Site.,"The Itsukushima Shinto Shrine, which is the only shrine built over the surface of the sea and the surrounding native bush, is designated as a World Heritage Site.","('PROPN', 'PUNCT', 'PRON')",Spanish
I've never eaten fried momiji manju.,"I had never eaten fried momiji manju before. (Now that you have tried momiji manju, you use ""had"")","('PROPN', 'PUNCT', 'PRON')",Spanish
"In japanese, there are three words ""saikin"" , ""baikin"" and ""zakkin"" which have almost the same meanings.","In Japanese, there are three words ""saikin,"" ""baikin,"" and ""zakkin"" which have almost the same meanings.","('PROPN', 'PUNCT', 'PRON')",Spanish
"In japanese, there are three words ""saikin"" , ""baikin"" and ""zakkin"" which have almost the same meanings.","In Japanese, there are three words ""saikin,"" ""baikin,"" and ""zakkin"" which have almost the same meanings.","('PROPN', 'PUNCT', 'PRON')",Spanish
"Takashi Yanase, who is the original author of the anime, thought of what was the true, robust meaning of justice through his experience of the war, and he came to the conclusion that it was dedication and love.","Takashi Yanase, who is the original author of the anime, thought of his experience of war, and what was the true, robust meaning of justice through this , and he came to the conclusion that it was dedication and love.","('PROPN', 'PUNCT', 'PRON')",Spanish
"Takashi Yanase, who is the original author of the anime, thought of what was the true, robust meaning of justice through his experience of the war, and he came to the conclusion that it was dedication and love.","Takashi Yanase, who is the original author of the anime, thought of his experience of war, and what was the true, robust meaning of justice through this , and he came to the conclusion that it was dedication and love.","('PROPN', 'PUNCT', 'PRON')",Spanish
"Japan in pm 8:00 o'clock over, I just now drinking green tea after supper.",It's after 8:00pm in Japan. I'm drinking green tea after supper.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"But I think I won't do this often, because I am worry about my weight.",But I think I won't do this often since(because) I am worried about my weight.,"('PROPN', 'PUNCT', 'PRON')",Spanish
I would like the opportunity to learn more about skiing and this job would offer me more experience in this professional field.,"This sounds strange to me -- you're not going to get experience in the professional field of """" by working in a ski shop. Even if you use the mentioned ""ski pass"" to go skiing on your free time, that would not be the same as training with a coach to become a and compete in the Olympics! I would just say something completely different... maybe ""I would appreciate the opportunity to further improve my communication skills..."" or something.... :\","('PROPN', 'PUNCT', 'PRON')",Spanish
"Uncle Roque, who always found the best solution to everyday problems, could not, neither.","not even uncle Roque, who always found the most sensible solution. ""not... either""","('PROPN', 'PUNCT', 'PRON')",Spanish
"Uncle Roque, who always found the best solution to everyday problems, could not, neither.","not even uncle Roque, who always found the most sensible solution. ""not... either""","('PROPN', 'PUNCT', 'PRON')",Spanish
"When volume of Radition is Max, this was 400 mSv/h.","When volume of radiation was at max, it was 400 mSv/h.","('PROPN', 'PUNCT', 'PRON')",Spanish
"When volume of Radition is Max, this was 400 mSv/h.","When volume of radiation was at max, it was 400 mSv/h.","('PROPN', 'PUNCT', 'PRON')",Spanish
"After enthusiasm for musics featuring Hatsune Miku or other Vocaloids, I'm listening ""eufonius"" now.","After enthusiasm for music featuring Hatsune Miku or other Vocaloids, I'm listening ""eufonius"" . (Is ""Vocaloids"" a band, or do you mean ""vocalists"" as in other singers?)","('PROPN', 'PUNCT', 'PRON')",Spanish
I want a netbook.,"I want a . In english, you call a ""netbook"" a ""laptop"" or a ""notebook""","('PROPN', 'PUNCT', 'PRON')",Spanish
"If you think you have some problems in reading Kanji, you put website address in this blank and it print kana alongside difficult Chinese characters.","If you think you have some problems with reading Kanji, you can put a website address in the blank space and it will print kana alongside difficult Chinese characters/Kanji. (I haven't checked the website so not sure if it does both Kanji and Chinese, but ""Chinese characters"" may make people think you mean actual Chinese.)","('PROPN', 'PUNCT', 'PRON')",Spanish
"and then ,i want to study english ,my english is poor now,i try to speak english everwhere ,could u help me?and if u want study chinese,i can help u too.","I want to study English.&nbsp; My English is poor now.&nbsp; I try to speak English everywhere.&nbsp; Could you help me?&nbsp; If you want to study Chinese, I can help you, too.","('PROPN', 'PUNCT', 'PRON')",Spanish
"and then ,i want to study english ,my english is poor now,i try to speak english everwhere ,could u help me?and if u want study chinese,i can help u too.","I want to study English.&nbsp; My English is poor now.&nbsp; I try to speak English everywhere.&nbsp; Could you help me?&nbsp; If you want to study Chinese, I can help you, too.","('PROPN', 'PUNCT', 'PRON')",Spanish
"and then ,i want to study english ,my english is poor now,i try to speak english everwhere ,could u help me?and if u want study chinese,i can help u too.","I want to study English.&nbsp; My English is poor now.&nbsp; I try to speak English everywhere.&nbsp; Could you help me?&nbsp; If you want to study Chinese, I can help you, too.","('PROPN', 'PUNCT', 'PRON')",Spanish
"and then ,i want to study english ,my english is poor now,i try to speak english everwhere ,could u help me?and if u want study chinese,i can help u too.","I want to study English.&nbsp; My English is poor now.&nbsp; I try to speak English everywhere.&nbsp; Could you help me?&nbsp; If you want to study Chinese, I can help you, too.","('PROPN', 'PUNCT', 'PRON')",Spanish
"this is the frist write date in there,is so interesting,",This is the first time that I wrote here.&nbsp; It is so interesting here.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"let's talk today,i was go to a company to find job, but i think is not fit me,so i'm mood bad when i get home.","Let's talk about today.&nbsp; I went to a company to find a job, but I think it didn't fit me, so I was in a bad mood when I got home.","('PROPN', 'PUNCT', 'PRON')",Spanish
"In japan, there is the business word ""HOU-REN-SOU"".","In Japan, there is the business word ""HOU-REN-SOU"".","('PROPN', 'PUNCT', 'PRON')",Spanish
"In Japan, there was a series of holidays called ""Golden Week"" until this Wednesday.","In Japan, we just had a holiday called ""Golden Week,"" which ended this Wednesday. (""holiday"" is not actually one day, so you don't have to specify that it's a series.)","('PROPN', 'PUNCT', 'PRON')",Spanish
"In Japan, there was the earthquake.",There was an earthquake recently here in Japan,"('PROPN', 'PUNCT', 'PRON')",Spanish
I will introduce the story of the movie in a short way.,"I will briefly introduce the story of the movie(but honestly... ""i will introduce this story.."" feels like konglish. i think you can delete this sentence. we never introduce a topic this way. we just say. ""i watched ____ movie. it was about ____.)","('PROPN', 'PUNCT', 'PRON')",Spanish
I will introduce the story of the movie in a short way.,"I will briefly introduce the story of the movie(but honestly... ""i will introduce this story.."" feels like konglish. i think you can delete this sentence. we never introduce a topic this way. we just say. ""i watched ____ movie. it was about ____.)","('PROPN', 'PUNCT', 'PRON')",Spanish
I will introduce the story of the movie in a short way.,"I will briefly introduce the story of the movie(but honestly... ""i will introduce this story.."" feels like konglish. i think you can delete this sentence. we never introduce a topic this way. we just say. ""i watched ____ movie. it was about ____.)","('PROPN', 'PUNCT', 'PRON')",Spanish
I will introduce the story of the movie in a short way.,"I will briefly introduce the story of the movie(but honestly... ""i will introduce this story.."" feels like konglish. i think you can delete this sentence. we never introduce a topic this way. we just say. ""i watched ____ movie. it was about ____.)","('PROPN', 'PUNCT', 'PRON')",Spanish
I will introduce the story of the movie in a short way.,"I will briefly introduce the story of the movie(but honestly... ""i will introduce this story.."" feels like konglish. i think you can delete this sentence. we never introduce a topic this way. we just say. ""i watched ____ movie. it was about ____.)","('PROPN', 'PUNCT', 'PRON')",Spanish
"Murakami Harki who is one of my favorite writer was a heavy smoker, but he quitted smoking.","Murakami Harki,who is one of my favorite writers, was a heavy smoker, but he quit smoking.","('PROPN', 'PUNCT', 'PRON')",Spanish
Atami is famous for flowers of Ume* which bloom early.,Atami is famous for the Ume flowers which bloom early.,"('PROPN', 'PUNCT', 'PRON')",Spanish
* I don't know what Ume is in English.,"* I don't know what Ume is in English. I looked it up online, and it is called Prunus Mume or more commonly the Japanese apricot.","('PROPN', 'PUNCT', 'PRON')",Spanish
Now is the season for the guests to see Sakura which is blooming earlier than other areas.,"Now is the season for the guests to see the Sakura, which blooms here earlier than other areas.","('PROPN', 'PUNCT', 'PRON')",Spanish
"When I'm In Labrary, I say Roon-Roon!","When I'm In The Lbrary, I say Roon-Roon!","('PROPN', 'PUNCT', 'PRON')",Spanish
"Today,there was the game of Japan vs Netherlands.","Today, there was a game between Japan and the Netherlands. =OR=Today the [World Cup] game was Japan vs. The Netherlands.","('PROPN', 'PUNCT', 'PRON')",Spanish
"I heard there is ""Thanksgiving Day"" in November in America.","I heard (that) in America, there is ""Thanksgiving Day"" in November .","('PROPN', 'PUNCT', 'PRON')",Spanish
"About 36,000 runners participated in the marathon which was the biggest marathon event in Japan.","About 36,000 runners participated in the marathon which was the biggest marathon event in Japan.There was about 36,000 runners participted in the marathon which was the biggest marathon event in Japan.","('PROPN', 'PUNCT', 'PRON')",Spanish
I went to the road in front of the Tokyo Metropolitan Government Tower which was the starting line at 8:00 A.,"I went to the road in front of the Tokyo Metropolitan Government Tower, which was the starting line, at 8:00 A.","('PROPN', 'PUNCT', 'PRON')",Spanish
I went to the road in front of the Tokyo Metropolitan Government Tower which was the starting line at 8:00 A.,"I went to the road in front of the Tokyo Metropolitan Government Tower, which was the starting line, at 8:00 A.","('PROPN', 'PUNCT', 'PRON')",Spanish
The Apologizing of A Kabuki Actor,"The Apology of a Kabuki Actor (I don't think you capitalise ""a"" in a title but I'm not absolutely sure.)","('PROPN', 'PUNCT', 'PRON')",Spanish
"I still remembered that I spend about 2 hours in every entries to write at last November, which had only a few sentences in every entries!!","I still remember that I spent about 2 hours for every entry I wrote in November, with only a few sentences in every entry!!","('PROPN', 'PUNCT', 'PRON')",Spanish
"It's 2:20 AM in Japan, I finished today's job (to be exact, continuous job from yesterday) now at last.","It's 2:20 AM in Japan, and i have finished today's job(my job from yesterday) at last.","('PROPN', 'PUNCT', 'PRON')",Spanish
I have had a life finished my job after midnight for the last few days.,"I have had a life finished my job after midnight for the last few days.(I'm not quite sure what you're trying to say here. If I knew more Kanji, I might know! Sorry!)","('PROPN', 'PUNCT', 'PRON')",Spanish
"The last December, I saw her off at airport, till that, always she took my hand as like couple.","Then last December, I saw her off at the airport; till then, she always took my hand like we were a couple.","('PROPN', 'PUNCT', 'PRON')",Spanish
"The last December, I saw her off at airport, till that, always she took my hand as like couple.","Then last December, I saw her off at the airport; till then, she always took my hand like we were a couple.","('PROPN', 'PUNCT', 'PRON')",Spanish
"(Then it means, also MAKUDONALUDO which is MacDonald as Japanese pronunciation, could be one of proper English?Laugh.","(Does that then mean that MAKUDONALUDO, which is the Japanese pronunciation of MacDonalds, , could also be proper English?Laugh.","('PROPN', 'PUNCT', 'PRON')",Spanish
"(Then it means, also MAKUDONALUDO which is MacDonald as Japanese pronunciation, could be one of proper English?Laugh.","(Does that then mean that MAKUDONALUDO, which is the Japanese pronunciation of MacDonalds, , could also be proper English?Laugh.","('PROPN', 'PUNCT', 'PRON')",Spanish
